alpha,beta,gamma,rho_norm,amp_baseline,amp_full
0.5,0.5,0.35,2.0,2.0,3.08
0.5,0.5,0.35,2.5,2.25,3.4875000000000003
0.5,0.5,0.35,3.0,2.5,3.895
0.5,0.5,0.35,3.5,2.75,4.3025
0.5,0.5,0.35,4.0,3.0,4.71
0.5,0.5,0.35,4.5,3.25,5.1175
0.5,0.5,0.35,5.0,3.5,5.525
0.5,0.5,0.4,0.5,1.25,1.88
0.5,0.5,0.4,1.0,1.5,2.31
0.5,0.5,0.4,1.5,1.75,2.74
0.5,0.5,0.4,2.0,2.0,3.1700000000000004
0.5,0.5,0.4,2.5,2.25,3.6
0.5,0.5,0.4,3.0,2.5,4.03
0.5,0.5,0.4,3.5,2.75,4.460000000000001
0.5,0.5,0.4,4.0,3.0,4.890000000000001
0.5,0.5,0.4,4.5,3.25,5.32
0.5,0.5,0.4,5.0,3.5,5.75
0.5,0.5,0.45,0.5,1.25,1.9024999999999999
0.5,0.5,0.45,1.0,1.5,2.355
0.5,0.5,0.45,1.5,1.75,2.8075
0.5,0.5,0.45,2.0,2.0,3.2600000000000002
0.5,0.5,0.45,2.5,2.25,3.7125000000000004
0.5,0.5,0.45,3.0,2.5,4.165
0.5,0.5,0.45,3.5,2.75,4.6175
0.5,0.5,0.45,4.0,3.0,5.07
0.5,0.5,0.45,4.5,3.25,5.5225
0.5,0.5,0.45,5.0,3.5,5.975
0.5,0.5,0.5,0.5,1.25,1.925
0.5,0.5,0.5,1.0,1.5,2.4
0.5,0.5,0.5,1.5,1.75,2.875
0.5,0.5,0.5,2.0,2.0,3.35
0.5,0.5,0.5,2.5,2.25,3.825
0.5,0.5,0.5,3.0,2.5,4.300000000000001
0.5,0.5,0.5,3.5,2.75,4.775
0.5,0.5,0.5,4.0,3.0,5.25
0.5,0.5,0.5,4.5,3.25,5.725
0.5,0.5,0.5,5.0,3.5,6.2
0.5,0.6,0.0,0.5,1.25,1.79
0.5,0.6,0.0,1.0,1.5,2.04
0.5,0.6,0.0,1.5,1.75,2.29
0.5,0.6,0.0,2.0,2.0,2.54
0.5,0.6,0.0,2.5,2.25,2.79
0.5,0.6,0.0,3.0,2.5,3.04
0.5,0.6,0.0,3.5,2.75,3.29
0.5,0.6,0.0,4.0,3.0,3.54
0.5,0.6,0.0,4.5,3.25,3.79
0.5,0.6,0.0,5.0,3.5,4.04
0.5,0.6,0.05,0.5,1.25,1.8125
0.5,0.6,0.05,1.0,1.5,2.085
0.5,0.6,0.05,1.5,1.75,2.3575
0.5,0.6,0.05,2.0,2.0,2.63
0.5,0.6,0.05,2.5,2.25,2.9025
0.5,0.6,0.05,3.0,2.5,3.1750000000000003
0.5,0.6,0.05,3.5,2.75,3.4475000000000002
0.5,0.6,0.05,4.0,3.0,3.72
0.5,0.6,0.05,4.5,3.25,3.9925
0.5,0.6,0.05,5.0,3.5,4.265
0.5,0.6,0.1,0.5,1.25,1.835
0.5,0.6,0.1,1.0,1.5,2.13
0.5,0.6,0.1,1.5,1.75,2.4250000000000003
0.5,0.6,0.1,2.0,2.0,2.72
0.5,0.6,0.1,2.5,2.25,3.015
0.5,0.6,0.1,3.0,2.5,3.31
0.5,0.6,0.1,3.5,2.75,3.605
0.5,0.6,0.1,4.0,3.0,3.9
0.5,0.6,0.1,4.5,3.25,4.195
0.5,0.6,0.1,5.0,3.5,4.49
0.5,0.6,0.15,0.5,1.25,1.8575
0.5,0.6,0.15,1.0,1.5,2.175
0.5,0.6,0.15,1.5,1.75,2.4925
0.5,0.6,0.15,2.0,2.0,2.81
0.5,0.6,0.15,2.5,2.25,3.1275
0.5,0.6,0.15,3.0,2.5,3.445
0.5,0.6,0.15,3.5,2.75,3.7625
0.5,0.6,0.15,4.0,3.0,4.08
0.5,0.6,0.15,4.5,3.25,4.3975
0.5,0.6,0.15,5.0,3.5,4.715
0.5,0.6,0.2,0.5,1.25,1.8800000000000001
0.5,0.6,0.2,1.0,1.5,2.22
0.5,0.6,0.2,1.5,1.75,2.56
0.5,0.6,0.2,2.0,2.0,2.9
0.5,0.6,0.2,2.5,2.25,3.24
0.5,0.6,0.2,3.0,2.5,3.58
0.5,0.6,0.2,3.5,2.75,3.92
0.5,0.6,0.2,4.0,3.0,4.26
0.5,0.6,0.2,4.5,3.25,4.6
0.5,0.6,0.2,5.0,3.5,4.94
0.5,0.6,0.25,0.5,1.25,1.9025
0.5,0.6,0.25,1.0,1.5,2.265
0.5,0.6,0.25,1.5,1.75,2.6275
0.5,0.6,0.25,2.0,2.0,2.99
0.5,0.6,0.25,2.5,2.25,3.3525
0.5,0.6,0.25,3.0,2.5,3.715
0.5,0.6,0.25,3.5,2.75,4.0775
0.5,0.6,0.25,4.0,3.0,4.44
0.5,0.6,0.25,4.5,3.25,4.8025
0.5,0.6,0.25,5.0,3.5,5.165
0.5,0.6,0.3,0.5,1.25,1.925
0.5,0.6,0.3,1.0,1.5,2.31
0.5,0.6,0.3,1.5,1.75,2.695
0.5,0.6,0.3,2.0,2.0,3.08
0.5,0.6,0.3,2.5,2.25,3.465
0.5,0.6,0.3,3.0,2.5,3.85
0.5,0.6,0.3,3.5,2.75,4.235
0.5,0.6,0.3,4.0,3.0,4.62
0.5,0.6,0.3,4.5,3.25,5.005
0.5,0.6,0.3,5.0,3.5,5.390000000000001
0.5,0.6,0.35,0.5,1.25,1.9475
0.5,0.6,0.35,1.0,1.5,2.355
0.5,0.6,0.35,1.5,1.75,2.7625
0.5,0.6,0.35,2.0,2.0,3.17
0.5,0.6,0.35,2.5,2.25,3.5775
0.5,0.6,0.35,3.0,2.5,3.985
0.5,0.6,0.35,3.5,2.75,4.3925
0.5,0.6,0.35,4.0,3.0,4.8
0.5,0.6,0.35,4.5,3.25,5.2075
0.5,0.6,0.35,5.0,3.5,5.615
0.5,0.6,0.4,0.5,1.25,1.97
0.5,0.6,0.4,1.0,1.5,2.4
0.5,0.6,0.4,1.5,1.75,2.83
0.5,0.6,0.4,2.0,2.0,3.2600000000000002
0.5,0.6,0.4,2.5,2.25,3.69
0.5,0.6,0.4,3.0,2.5,4.12
0.5,0.6,0.4,3.5,2.75,4.550000000000001
0.5,0.6,0.4,4.0,3.0,4.98
0.5,0.6,0.4,4.5,3.25,5.41
0.5,0.6,0.4,5.0,3.5,5.84
0.5,0.6,0.45,0.5,1.25,1.9925000000000002
0.5,0.6,0.45,1.0,1.5,2.4450000000000003
0.5,0.6,0.45,1.5,1.75,2.8975
0.5,0.6,0.45,2.0,2.0,3.35
0.5,0.6,0.45,2.5,2.25,3.8025
0.5,0.6,0.45,3.0,2.5,4.255
0.5,0.6,0.45,3.5,2.75,4.7075
0.5,0.6,0.45,4.0,3.0,5.16
0.5,0.6,0.45,4.5,3.25,5.6125
0.5,0.6,0.45,5.0,3.5,6.0649999999999995
0.5,0.6,0.5,0.5,1.25,2.015
0.5,0.6,0.5,1.0,1.5,2.49
0.5,0.6,0.5,1.5,1.75,2.965
0.5,0.6,0.5,2.0,2.0,3.44
0.5,0.6,0.5,2.5,2.25,3.915
0.5,0.6,0.5,3.0,2.5,4.390000000000001
0.5,0.6,0.5,3.5,2.75,4.865
0.5,0.6,0.5,4.0,3.0,5.34
0.5,0.6,0.5,4.5,3.25,5.8149999999999995
0.5,0.6,0.5,5.0,3.5,6.29
0.5,0.7,0.0,0.5,1.25,1.88
0.5,0.7,0.0,1.0,1.5,2.13
0.5,0.7,0.0,1.5,1.75,2.38
0.5,0.7,0.0,2.0,2.0,2.63
0.5,0.7,0.0,2.5,2.25,2.88
0.5,0.7,0.0,3.0,2.5,3.13
0.5,0.7,0.0,3.5,2.75,3.38
0.5,0.7,0.0,4.0,3.0,3.63
0.5,0.7,0.0,4.5,3.25,3.88
0.5,0.7,0.0,5.0,3.5,4.13
0.5,0.7,0.05,0.5,1.25,1.9024999999999999
0.5,0.7,0.05,1.0,1.5,2.175
0.5,0.7,0.05,1.5,1.75,2.4475
0.5,0.7,0.05,2.0,2.0,2.7199999999999998
0.5,0.7,0.05,2.5,2.25,2.9924999999999997
0.5,0.7,0.05,3.0,2.5,3.265
0.5,0.7,0.05,3.5,2.75,3.5375
0.5,0.7,0.05,4.0,3.0,3.81
0.5,0.7,0.05,4.5,3.25,4.0825
0.5,0.7,0.05,5.0,3.5,4.3549999999999995
0.5,0.7,0.1,0.5,1.25,1.9249999999999998
0.5,0.7,0.1,1.0,1.5,2.2199999999999998
0.5,0.7,0.1,1.5,1.75,2.515
0.5,0.7,0.1,2.0,2.0,2.81
0.5,0.7,0.1,2.5,2.25,3.105
0.5,0.7,0.1,3.0,2.5,3.4
0.5,0.7,0.1,3.5,2.75,3.695
0.5,0.7,0.1,4.0,3.0,3.9899999999999998
0.5,0.7,0.1,4.5,3.25,4.285
0.5,0.7,0.1,5.0,3.5,4.58
0.5,0.7,0.15,0.5,1.25,1.9474999999999998
0.5,0.7,0.15,1.0,1.5,2.2649999999999997
0.5,0.7,0.15,1.5,1.75,2.5825
0.5,0.7,0.15,2.0,2.0,2.9
0.5,0.7,0.15,2.5,2.25,3.2175
0.5,0.7,0.15,3.0,2.5,3.5349999999999997
0.5,0.7,0.15,3.5,2.75,3.8525
0.5,0.7,0.15,4.0,3.0,4.17
0.5,0.7,0.15,4.5,3.25,4.4875
0.5,0.7,0.15,5.0,3.5,4.805
0.5,0.7,0.2,0.5,1.25,1.97
0.5,0.7,0.2,1.0,1.5,2.31
0.5,0.7,0.2,1.5,1.75,2.65
0.5,0.7,0.2,2.0,2.0,2.9899999999999998
0.5,0.7,0.2,2.5,2.25,3.33
0.5,0.7,0.2,3.0,2.5,3.67
0.5,0.7,0.2,3.5,2.75,4.01
0.5,0.7,0.2,4.0,3.0,4.35
0.5,0.7,0.2,4.5,3.25,4.6899999999999995
0.5,0.7,0.2,5.0,3.5,5.03
0.5,0.7,0.25,0.5,1.25,1.9925
0.5,0.7,0.25,1.0,1.5,2.355
0.5,0.7,0.25,1.5,1.75,2.7175
0.5,0.7,0.25,2.0,2.0,3.08
0.5,0.7,0.25,2.5,2.25,3.4425
0.5,0.7,0.25,3.0,2.5,3.8049999999999997
0.5,0.7,0.25,3.5,2.75,4.1674999999999995
0.5,0.7,0.25,4.0,3.0,4.53
0.5,0.7,0.25,4.5,3.25,4.8925
0.5,0.7,0.25,5.0,3.5,5.255
0.5,0.7,0.3,0.5,1.25,2.0149999999999997
0.5,0.7,0.3,1.0,1.5,2.4
0.5,0.7,0.3,1.5,1.75,2.7849999999999997
0.5,0.7,0.3,2.0,2.0,3.17
0.5,0.7,0.3,2.5,2.25,3.5549999999999997
0.5,0.7,0.3,3.0,2.5,3.94
0.5,0.7,0.3,3.5,2.75,4.325
0.5,0.7,0.3,4.0,3.0,4.71
0.5,0.7,0.3,4.5,3.25,5.095
0.5,0.7,0.3,5.0,3.5,5.48
0.5,0.7,0.35,0.5,1.25,2.0375
0.5,0.7,0.35,1.0,1.5,2.445
0.5,0.7,0.35,1.5,1.75,2.8525
0.5,0.7,0.35,2.0,2.0,3.26
0.5,0.7,0.35,2.5,2.25,3.6675
0.5,0.7,0.35,3.0,2.5,4.074999999999999
0.5,0.7,0.35,3.5,2.75,4.4825
0.5,0.7,0.35,4.0,3.0,4.89
0.5,0.7,0.35,4.5,3.25,5.297499999999999
0.5,0.7,0.35,5.0,3.5,5.705
0.5,0.7,0.4,0.5,1.25,2.06
0.5,0.7,0.4,1.0,1.5,2.4899999999999998
0.5,0.7,0.4,1.5,1.75,2.92
0.5,0.7,0.4,2.0,2.0,3.35
0.5,0.7,0.4,2.5,2.25,3.78
0.5,0.7,0.4,3.0,2.5,4.21
0.5,0.7,0.4,3.5,2.75,4.640000000000001
0.5,0.7,0.4,4.0,3.0,5.07
0.5,0.7,0.4,4.5,3.25,5.5
0.5,0.7,0.4,5.0,3.5,5.93
0.5,0.7,0.45,0.5,1.25,2.0825
0.5,0.7,0.45,1.0,1.5,2.535
0.5,0.7,0.45,1.5,1.75,2.9875
0.5,0.7,0.45,2.0,2.0,3.44
0.5,0.7,0.45,2.5,2.25,3.8925
0.5,0.7,0.45,3.0,2.5,4.345
0.5,0.7,0.45,3.5,2.75,4.797499999999999
0.5,0.7,0.45,4.0,3.0,5.25
0.5,0.7,0.45,4.5,3.25,5.7025
0.5,0.7,0.45,5.0,3.5,6.154999999999999
0.5,0.7,0.5,0.5,1.25,2.105
0.5,0.7,0.5,1.0,1.5,2.58
0.5,0.7,0.5,1.5,1.75,3.0549999999999997
0.5,0.7,0.5,2.0,2.0,3.53
0.5,0.7,0.5,2.5,2.25,4.005
0.5,0.7,0.5,3.0,2.5,4.48
0.5,0.7,0.5,3.5,2.75,4.955
0.5,0.7,0.5,4.0,3.0,5.43
0.5,0.7,0.5,4.5,3.25,5.904999999999999
0.5,0.7,0.5,5.0,3.5,6.38
0.5,0.8,0.0,0.5,1.25,1.9700000000000002
0.5,0.8,0.0,1.0,1.5,2.22
0.5,0.8,0.0,1.5,1.75,2.47
0.5,0.8,0.0,2.0,2.0,2.72
0.5,0.8,0.0,2.5,2.25,2.97
0.5,0.8,0.0,3.0,2.5,3.22
0.5,0.8,0.0,3.5,2.75,3.47
0.5,0.8,0.0,4.0,3.0,3.72
0.5,0.8,0.0,4.5,3.25,3.97
0.5,0.8,0.0,5.0,3.5,4.22
0.5,0.8,0.05,0.5,1.25,1.9925000000000002
0.5,0.8,0.05,1.0,1.5,2.265
0.5,0.8,0.05,1.5,1.75,2.5375
0.5,0.8,0.05,2.0,2.0,2.81
0.5,0.8,0.05,2.5,2.25,3.0825
0.5,0.8,0.05,3.0,2.5,3.3550000000000004
0.5,0.8,0.05,3.5,2.75,3.6275000000000004
0.5,0.8,0.05,4.0,3.0,3.9000000000000004
0.5,0.8,0.05,4.5,3.25,4.1725
0.5,0.8,0.05,5.0,3.5,4.444999999999999
0.5,0.8,0.1,0.5,1.25,2.015
0.5,0.8,0.1,1.0,1.5,2.31
0.5,0.8,0.1,1.5,1.75,2.6050000000000004
0.5,0.8,0.1,2.0,2.0,2.9000000000000004
0.5,0.8,0.1,2.5,2.25,3.1950000000000003
0.5,0.8,0.1,3.0,2.5,3.49
0.5,0.8,0.1,3.5,2.75,3.785
0.5,0.8,0.1,4.0,3.0,4.08
0.5,0.8,0.1,4.5,3.25,4.375
0.5,0.8,0.1,5.0,3.5,4.67
0.5,0.8,0.15,0.5,1.25,2.0375
0.5,0.8,0.15,1.0,1.5,2.3550000000000004
0.5,0.8,0.15,1.5,1.75,2.6725000000000003
0.5,0.8,0.15,2.0,2.0,2.99
0.5,0.8,0.15,2.5,2.25,3.3075
0.5,0.8,0.15,3.0,2.5,3.625
0.5,0.8,0.15,3.5,2.75,3.9425000000000003
0.5,0.8,0.15,4.0,3.0,4.26
0.5,0.8,0.15,4.5,3.25,4.577500000000001
0.5,0.8,0.15,5.0,3.5,4.895
0.5,0.8,0.2,0.5,1.25,2.06
0.5,0.8,0.2,1.0,1.5,2.4000000000000004
0.5,0.8,0.2,1.5,1.75,2.74
0.5,0.8,0.2,2.0,2.0,3.08
0.5,0.8,0.2,2.5,2.25,3.4200000000000004
0.5,0.8,0.2,3.0,2.5,3.7600000000000002
0.5,0.8,0.2,3.5,2.75,4.1000000000000005
0.5,0.8,0.2,4.0,3.0,4.44
0.5,0.8,0.2,4.5,3.25,4.78
0.5,0.8,0.2,5.0,3.5,5.12
0.5,0.8,0.25,0.5,1.25,2.0825
0.5,0.8,0.25,1.0,1.5,2.4450000000000003
0.5,0.8,0.25,1.5,1.75,2.8075
0.5,0.8,0.25,2.0,2.0,3.1700000000000004
0.5,0.8,0.25,2.5,2.25,3.5325
0.5,0.8,0.25,3.0,2.5,3.8950000000000005
0.5,0.8,0.25,3.5,2.75,4.2575
0.5,0.8,0.25,4.0,3.0,4.62
0.5,0.8,0.25,4.5,3.25,4.9825
0.5,0.8,0.25,5.0,3.5,5.345
0.5,0.8,0.3,0.5,1.25,2.1050000000000004
0.5,0.8,0.3,1.0,1.5,2.49
0.5,0.8,0.3,1.5,1.75,2.875
0.5,0.8,0.3,2.0,2.0,3.2600000000000002
0.5,0.8,0.3,2.5,2.25,3.6450000000000005
0.5,0.8,0.3,3.0,2.5,4.03
0.5,0.8,0.3,3.5,2.75,4.415
0.5,0.8,0.3,4.0,3.0,4.800000000000001
0.5,0.8,0.3,4.5,3.25,5.1850000000000005
0.5,0.8,0.3,5.0,3.5,5.57
0.5,0.8,0.35,0.5,1.25,2.1275000000000004
0.5,0.8,0.35,1.0,1.5,2.535
0.5,0.8,0.35,1.5,1.75,2.9425
0.5,0.8,0.35,2.0,2.0,3.35
0.5,0.8,0.35,2.5,2.25,3.7575000000000003
0.5,0.8,0.35,3.0,2.5,4.165
0.5,0.8,0.35,3.5,2.75,4.5725
0.5,0.8,0.35,4.0,3.0,4.98
0.5,0.8,0.35,4.5,3.25,5.3875
0.5,0.8,0.35,5.0,3.5,5.795
0.5,0.8,0.4,0.5,1.25,2.1500000000000004
0.5,0.8,0.4,1.0,1.5,2.58
0.5,0.8,0.4,1.5,1.75,3.0100000000000002
0.5,0.8,0.4,2.0,2.0,3.4400000000000004
0.5,0.8,0.4,2.5,2.25,3.87
0.5,0.8,0.4,3.0,2.5,4.300000000000001
0.5,0.8,0.4,3.5,2.75,4.73
0.5,0.8,0.4,4.0,3.0,5.16
0.5,0.8,0.4,4.5,3.25,5.59
0.5,0.8,0.4,5.0,3.5,6.02
0.5,0.8,0.45,0.5,1.25,2.1725000000000003
0.5,0.8,0.45,1.0,1.5,2.625
0.5,0.8,0.45,1.5,1.75,3.0775
0.5,0.8,0.45,2.0,2.0,3.5300000000000002
0.5,0.8,0.45,2.5,2.25,3.9825
0.5,0.8,0.45,3.0,2.5,4.4350000000000005
0.5,0.8,0.45,3.5,2.75,4.8875
0.5,0.8,0.45,4.0,3.0,5.34
0.5,0.8,0.45,4.5,3.25,5.7925
0.5,0.8,0.45,5.0,3.5,6.244999999999999
0.5,0.8,0.5,0.5,1.25,2.1950000000000003
0.5,0.8,0.5,1.0,1.5,2.6700000000000004
0.5,0.8,0.5,1.5,1.75,3.1450000000000005
0.5,0.8,0.5,2.0,2.0,3.62
0.5,0.8,0.5,2.5,2.25,4.095000000000001
0.5,0.8,0.5,3.0,2.5,4.57
0.5,0.8,0.5,3.5,2.75,5.045
0.5,0.8,0.5,4.0,3.0,5.5200000000000005
0.5,0.8,0.5,4.5,3.25,5.995
0.5,0.8,0.5,5.0,3.5,6.47
0.5,0.9,0.0,0.5,1.25,2.06
0.5,0.9,0.0,1.0,1.5,2.31
0.5,0.9,0.0,1.5,1.75,2.56
0.5,0.9,0.0,2.0,2.0,2.81
0.5,0.9,0.0,2.5,2.25,3.06
0.5,0.9,0.0,3.0,2.5,3.31
0.5,0.9,0.0,3.5,2.75,3.56
0.5,0.9,0.0,4.0,3.0,3.81
0.5,0.9,0.0,4.5,3.25,4.0600000000000005
0.5,0.9,0.0,5.0,3.5,4.3100000000000005
0.5,0.9,0.05,0.5,1.25,2.0825
0.5,0.9,0.05,1.0,1.5,2.355
0.5,0.9,0.05,1.5,1.75,2.6275
0.5,0.9,0.05,2.0,2.0,2.9
0.5,0.9,0.05,2.5,2.25,3.1725
0.5,0.9,0.05,3.0,2.5,3.4450000000000003
0.5,0.9,0.05,3.5,2.75,3.7175000000000002
0.5,0.9,0.05,4.0,3.0,3.99
0.5,0.9,0.05,4.5,3.25,4.2625
0.5,0.9,0.05,5.0,3.5,4.535
0.5,0.9,0.1,0.5,1.25,2.105
0.5,0.9,0.1,1.0,1.5,2.4
0.5,0.9,0.1,1.5,1.75,2.6950000000000003
0.5,0.9,0.1,2.0,2.0,2.99
0.5,0.9,0.1,2.5,2.25,3.285
0.5,0.9,0.1,3.0,2.5,3.58
0.5,0.9,0.1,3.5,2.75,3.875
0.5,0.9,0.1,4.0,3.0,4.17
0.5,0.9,0.1,4.5,3.25,4.465000000000001
0.5,0.9,0.1,5.0,3.5,4.760000000000001
0.5,0.9,0.15,0.5,1.25,2.1275
0.5,0.9,0.15,1.0,1.5,2.4450000000000003
0.5,0.9,0.15,1.5,1.75,2.7625
0.5,0.9,0.15,2.0,2.0,3.08
0.5,0.9,0.15,2.5,2.25,3.3975
0.5,0.9,0.15,3.0,2.5,3.715
0.5,0.9,0.15,3.5,2.75,4.0325
0.5,0.9,0.15,4.0,3.0,4.35
0.5,0.9,0.15,4.5,3.25,4.6675
0.5,0.9,0.15,5.0,3.5,4.985
0.5,0.9,0.2,0.5,1.25,2.15
0.5,0.9,0.2,1.0,1.5,2.49
0.5,0.9,0.2,1.5,1.75,2.83
0.5,0.9,0.2,2.0,2.0,3.17
0.5,0.9,0.2,2.5,2.25,3.5100000000000002
0.5,0.9,0.2,3.0,2.5,3.85
0.5,0.9,0.2,3.5,2.75,4.19
0.5,0.9,0.2,4.0,3.0,4.53
0.5,0.9,0.2,4.5,3.25,4.870000000000001
0.5,0.9,0.2,5.0,3.5,5.210000000000001
0.5,0.9,0.25,0.5,1.25,2.1725
0.5,0.9,0.25,1.0,1.5,2.535
0.5,0.9,0.25,1.5,1.75,2.8975
0.5,0.9,0.25,2.0,2.0,3.2600000000000002
0.5,0.9,0.25,2.5,2.25,3.6225
0.5,0.9,0.25,3.0,2.5,3.9850000000000003
0.5,0.9,0.25,3.5,2.75,4.3475
0.5,0.9,0.25,4.0,3.0,4.71
0.5,0.9,0.25,4.5,3.25,5.072500000000001
0.5,0.9,0.25,5.0,3.5,5.4350000000000005
0.5,0.9,0.3,0.5,1.25,2.1950000000000003
0.5,0.9,0.3,1.0,1.5,2.58
0.5,0.9,0.3,1.5,1.75,2.965
0.5,0.9,0.3,2.0,2.0,3.35
0.5,0.9,0.3,2.5,2.25,3.7350000000000003
0.5,0.9,0.3,3.0,2.5,4.12
0.5,0.9,0.3,3.5,2.75,4.505
0.5,0.9,0.3,4.0,3.0,4.890000000000001
0.5,0.9,0.3,4.5,3.25,5.275
0.5,0.9,0.3,5.0,3.5,5.66
0.5,0.9,0.35,0.5,1.25,2.2175000000000002
0.5,0.9,0.35,1.0,1.5,2.625
0.5,0.9,0.35,1.5,1.75,3.0324999999999998
0.5,0.9,0.35,2.0,2.0,3.44
0.5,0.9,0.35,2.5,2.25,3.8475
0.5,0.9,0.35,3.0,2.5,4.255
0.5,0.9,0.35,3.5,2.75,4.6625
0.5,0.9,0.35,4.0,3.0,5.07
0.5,0.9,0.35,4.5,3.25,5.477500000000001
0.5,0.9,0.35,5.0,3.5,5.885000000000001
0.5,0.9,0.4,0.5,1.25,2.24
0.5,0.9,0.4,1.0,1.5,2.67
0.5,0.9,0.4,1.5,1.75,3.1
0.5,0.9,0.4,2.0,2.0,3.5300000000000002
0.5,0.9,0.4,2.5,2.25,3.96
0.5,0.9,0.4,3.0,2.5,4.390000000000001
0.5,0.9,0.4,3.5,2.75,4.82
0.5,0.9,0.4,4.0,3.0,5.25
0.5,0.9,0.4,4.5,3.25,5.680000000000001
0.5,0.9,0.4,5.0,3.5,6.11
0.5,0.9,0.45,0.5,1.25,2.2625
0.5,0.9,0.45,1.0,1.5,2.715
0.5,0.9,0.45,1.5,1.75,3.1675
0.5,0.9,0.45,2.0,2.0,3.62
0.5,0.9,0.45,2.5,2.25,4.0725
0.5,0.9,0.45,3.0,2.5,4.525
0.5,0.9,0.45,3.5,2.75,4.9775
0.5,0.9,0.45,4.0,3.0,5.43
0.5,0.9,0.45,4.5,3.25,5.8825
0.5,0.9,0.45,5.0,3.5,6.335000000000001
0.5,0.9,0.5,0.5,1.25,2.285
0.5,0.9,0.5,1.0,1.5,2.7600000000000002
0.5,0.9,0.5,1.5,1.75,3.2350000000000003
0.5,0.9,0.5,2.0,2.0,3.71
0.5,0.9,0.5,2.5,2.25,4.1850000000000005
0.5,0.9,0.5,3.0,2.5,4.66
0.5,0.9,0.5,3.5,2.75,5.135
0.5,0.9,0.5,4.0,3.0,5.61
0.5,0.9,0.5,4.5,3.25,6.085000000000001
0.5,0.9,0.5,5.0,3.5,6.5600000000000005
0.5,1.0,0.0,0.5,1.25,2.15
0.5,1.0,0.0,1.0,1.5,2.4
0.5,1.0,0.0,1.5,1.75,2.65
0.5,1.0,0.0,2.0,2.0,2.9
0.5,1.0,0.0,2.5,2.25,3.15
0.5,1.0,0.0,3.0,2.5,3.4
0.5,1.0,0.0,3.5,2.75,3.65
0.5,1.0,0.0,4.0,3.0,3.9
0.5,1.0,0.0,4.5,3.25,4.15
0.5,1.0,0.0,5.0,3.5,4.4
0.5,1.0,0.05,0.5,1.25,2.1725
0.5,1.0,0.05,1.0,1.5,2.445
0.5,1.0,0.05,1.5,1.75,2.7175
0.5,1.0,0.05,2.0,2.0,2.9899999999999998
0.5,1.0,0.05,2.5,2.25,3.2624999999999997
0.5,1.0,0.05,3.0,2.5,3.535
0.5,1.0,0.05,3.5,2.75,3.8075
0.5,1.0,0.05,4.0,3.0,4.08
0.5,1.0,0.05,4.5,3.25,4.3525
0.5,1.0,0.05,5.0,3.5,4.625
0.5,1.0,0.1,0.5,1.25,2.195
0.5,1.0,0.1,1.0,1.5,2.4899999999999998
0.5,1.0,0.1,1.5,1.75,2.785
0.5,1.0,0.1,2.0,2.0,3.08
0.5,1.0,0.1,2.5,2.25,3.375
0.5,1.0,0.1,3.0,2.5,3.67
0.5,1.0,0.1,3.5,2.75,3.965
0.5,1.0,0.1,4.0,3.0,4.26
0.5,1.0,0.1,4.5,3.25,4.555000000000001
0.5,1.0,0.1,5.0,3.5,4.8500000000000005
0.5,1.0,0.15,0.5,1.25,2.2175
0.5,1.0,0.15,1.0,1.5,2.535
0.5,1.0,0.15,1.5,1.75,2.8525
0.5,1.0,0.15,2.0,2.0,3.17
0.5,1.0,0.15,2.5,2.25,3.4875
0.5,1.0,0.15,3.0,2.5,3.8049999999999997
0.5,1.0,0.15,3.5,2.75,4.1225
0.5,1.0,0.15,4.0,3.0,4.4399999999999995
0.5,1.0,0.15,4.5,3.25,4.7575
0.5,1.0,0.15,5.0,3.5,5.075
0.5,1.0,0.2,0.5,1.25,2.2399999999999998
0.5,1.0,0.2,1.0,1.5,2.58
0.5,1.0,0.2,1.5,1.75,2.92
0.5,1.0,0.2,2.0,2.0,3.26
0.5,1.0,0.2,2.5,2.25,3.6
0.5,1.0,0.2,3.0,2.5,3.94
0.5,1.0,0.2,3.5,2.75,4.28
0.5,1.0,0.2,4.0,3.0,4.62
0.5,1.0,0.2,4.5,3.25,4.960000000000001
0.5,1.0,0.2,5.0,3.5,5.300000000000001
0.5,1.0,0.25,0.5,1.25,2.2624999999999997
0.5,1.0,0.25,1.0,1.5,2.625
0.5,1.0,0.25,1.5,1.75,2.9875
0.5,1.0,0.25,2.0,2.0,3.35
0.5,1.0,0.25,2.5,2.25,3.7125
0.5,1.0,0.25,3.0,2.5,4.075
0.5,1.0,0.25,3.5,2.75,4.4375
0.5,1.0,0.25,4.0,3.0,4.8
0.5,1.0,0.25,4.5,3.25,5.1625000000000005
0.5,1.0,0.25,5.0,3.5,5.525
0.5,1.0,0.3,0.5,1.25,2.285
0.5,1.0,0.3,1.0,1.5,2.67
0.5,1.0,0.3,1.5,1.75,3.0549999999999997
0.5,1.0,0.3,2.0,2.0,3.44
0.5,1.0,0.3,2.5,2.25,3.825
0.5,1.0,0.3,3.0,2.5,4.21
0.5,1.0,0.3,3.5,2.75,4.595
0.5,1.0,0.3,4.0,3.0,4.98
0.5,1.0,0.3,4.5,3.25,5.365
0.5,1.0,0.3,5.0,3.5,5.75
0.5,1.0,0.35,0.5,1.25,2.3075
0.5,1.0,0.35,1.0,1.5,2.715
0.5,1.0,0.35,1.5,1.75,3.1224999999999996
0.5,1.0,0.35,2.0,2.0,3.53
0.5,1.0,0.35,2.5,2.25,3.9375
