alpha,beta,gamma,rho_norm,amp_baseline,amp_full
0.2,0.9,0.1,3.0,1.6,2.68
0.2,0.9,0.1,3.5,1.7000000000000002,2.825
0.2,0.9,0.1,4.0,1.8,2.97
0.2,0.9,0.1,4.5,1.9,3.115
0.2,0.9,0.1,5.0,2.0,3.2600000000000002
0.2,0.9,0.15,0.5,1.1,1.9775
0.2,0.9,0.15,1.0,1.2,2.1449999999999996
0.2,0.9,0.15,1.5,1.3,2.3125000000000004
0.2,0.9,0.15,2.0,1.4,2.48
0.2,0.9,0.15,2.5,1.5,2.6475
0.2,0.9,0.15,3.0,1.6,2.815
0.2,0.9,0.15,3.5,1.7000000000000002,2.9825000000000004
0.2,0.9,0.15,4.0,1.8,3.1500000000000004
0.2,0.9,0.15,4.5,1.9,3.3175
0.2,0.9,0.15,5.0,2.0,3.4850000000000003
0.2,0.9,0.2,0.5,1.1,2.0
0.2,0.9,0.2,1.0,1.2,2.19
0.2,0.9,0.2,1.5,1.3,2.3800000000000003
0.2,0.9,0.2,2.0,1.4,2.57
0.2,0.9,0.2,2.5,1.5,2.7600000000000002
0.2,0.9,0.2,3.0,1.6,2.95
0.2,0.9,0.2,3.5,1.7000000000000002,3.1400000000000006
0.2,0.9,0.2,4.0,1.8,3.3300000000000005
0.2,0.9,0.2,4.5,1.9,3.52
0.2,0.9,0.2,5.0,2.0,3.71
0.2,0.9,0.25,0.5,1.1,2.0225
0.2,0.9,0.25,1.0,1.2,2.235
0.2,0.9,0.25,1.5,1.3,2.4475000000000002
0.2,0.9,0.25,2.0,1.4,2.66
0.2,0.9,0.25,2.5,1.5,2.8725
0.2,0.9,0.25,3.0,1.6,3.085
0.2,0.9,0.25,3.5,1.7000000000000002,3.2975000000000003
0.2,0.9,0.25,4.0,1.8,3.5100000000000002
0.2,0.9,0.25,4.5,1.9,3.7225
0.2,0.9,0.25,5.0,2.0,3.935
0.2,0.9,0.3,0.5,1.1,2.045
0.2,0.9,0.3,1.0,1.2,2.28
0.2,0.9,0.3,1.5,1.3,2.515
0.2,0.9,0.3,2.0,1.4,2.75
0.2,0.9,0.3,2.5,1.5,2.9850000000000003
0.2,0.9,0.3,3.0,1.6,3.22
0.2,0.9,0.3,3.5,1.7000000000000002,3.455
0.2,0.9,0.3,4.0,1.8,3.6900000000000004
0.2,0.9,0.3,4.5,1.9,3.925
0.2,0.9,0.3,5.0,2.0,4.16
0.2,0.9,0.35,0.5,1.1,2.0675000000000003
0.2,0.9,0.35,1.0,1.2,2.3249999999999997
0.2,0.9,0.35,1.5,1.3,2.5825000000000005
0.2,0.9,0.35,2.0,1.4,2.84
0.2,0.9,0.35,2.5,1.5,3.0975
0.2,0.9,0.35,3.0,1.6,3.355
0.2,0.9,0.35,3.5,1.7000000000000002,3.6125
0.2,0.9,0.35,4.0,1.8,3.87
0.2,0.9,0.35,4.5,1.9,4.1274999999999995
0.2,0.9,0.35,5.0,2.0,4.385
0.2,0.9,0.4,0.5,1.1,2.0900000000000003
0.2,0.9,0.4,1.0,1.2,2.3699999999999997
0.2,0.9,0.4,1.5,1.3,2.6500000000000004
0.2,0.9,0.4,2.0,1.4,2.93
0.2,0.9,0.4,2.5,1.5,3.21
0.2,0.9,0.4,3.0,1.6,3.49
0.2,0.9,0.4,3.5,1.7000000000000002,3.7700000000000005
0.2,0.9,0.4,4.0,1.8,4.050000000000001
0.2,0.9,0.4,4.5,1.9,4.33
0.2,0.9,0.4,5.0,2.0,4.61
0.2,0.9,0.45,0.5,1.1,2.1125000000000003
0.2,0.9,0.45,1.0,1.2,2.415
0.2,0.9,0.45,1.5,1.3,2.7175000000000002
0.2,0.9,0.45,2.0,1.4,3.02
0.2,0.9,0.45,2.5,1.5,3.3225
0.2,0.9,0.45,3.0,1.6,3.625
0.2,0.9,0.45,3.5,1.7000000000000002,3.9275
0.2,0.9,0.45,4.0,1.8,4.23
0.2,0.9,0.45,4.5,1.9,4.5325
0.2,0.9,0.45,5.0,2.0,4.835
0.2,0.9,0.5,0.5,1.1,2.1350000000000002
0.2,0.9,0.5,1.0,1.2,2.46
0.2,0.9,0.5,1.5,1.3,2.785
0.2,0.9,0.5,2.0,1.4,3.11
0.2,0.9,0.5,2.5,1.5,3.435
0.2,0.9,0.5,3.0,1.6,3.7600000000000002
0.2,0.9,0.5,3.5,1.7000000000000002,4.085
0.2,0.9,0.5,4.0,1.8,4.41
0.2,0.9,0.5,4.5,1.9,4.734999999999999
0.2,0.9,0.5,5.0,2.0,5.0600000000000005
0.2,1.0,0.0,0.5,1.1,2.0
0.2,1.0,0.0,1.0,1.2,2.1
0.2,1.0,0.0,1.5,1.3,2.2
0.2,1.0,0.0,2.0,1.4,2.3
0.2,1.0,0.0,2.5,1.5,2.4
0.2,1.0,0.0,3.0,1.6,2.5
0.2,1.0,0.0,3.5,1.7000000000000002,2.6
0.2,1.0,0.0,4.0,1.8,2.7
0.2,1.0,0.0,4.5,1.9,2.8
0.2,1.0,0.0,5.0,2.0,2.9
0.2,1.0,0.05,0.5,1.1,2.0225
0.2,1.0,0.05,1.0,1.2,2.145
0.2,1.0,0.05,1.5,1.3,2.2675
0.2,1.0,0.05,2.0,1.4,2.3899999999999997
0.2,1.0,0.05,2.5,1.5,2.5124999999999997
0.2,1.0,0.05,3.0,1.6,2.6350000000000002
0.2,1.0,0.05,3.5,1.7000000000000002,2.7575000000000003
0.2,1.0,0.05,4.0,1.8,2.8800000000000003
0.2,1.0,0.05,4.5,1.9,3.0025
0.2,1.0,0.05,5.0,2.0,3.125
0.2,1.0,0.1,0.5,1.1,2.045
0.2,1.0,0.1,1.0,1.2,2.19
0.2,1.0,0.1,1.5,1.3,2.3350000000000004
0.2,1.0,0.1,2.0,1.4,2.48
0.2,1.0,0.1,2.5,1.5,2.625
0.2,1.0,0.1,3.0,1.6,2.77
0.2,1.0,0.1,3.5,1.7000000000000002,2.915
0.2,1.0,0.1,4.0,1.8,3.06
0.2,1.0,0.1,4.5,1.9,3.205
0.2,1.0,0.1,5.0,2.0,3.35
0.2,1.0,0.15,0.5,1.1,2.0675
0.2,1.0,0.15,1.0,1.2,2.2350000000000003
0.2,1.0,0.15,1.5,1.3,2.4025000000000003
0.2,1.0,0.15,2.0,1.4,2.57
0.2,1.0,0.15,2.5,1.5,2.7375
0.2,1.0,0.15,3.0,1.6,2.905
0.2,1.0,0.15,3.5,1.7000000000000002,3.0725000000000002
0.2,1.0,0.15,4.0,1.8,3.24
0.2,1.0,0.15,4.5,1.9,3.4074999999999998
0.2,1.0,0.15,5.0,2.0,3.575
0.2,1.0,0.2,0.5,1.1,2.09
0.2,1.0,0.2,1.0,1.2,2.2800000000000002
0.2,1.0,0.2,1.5,1.3,2.47
0.2,1.0,0.2,2.0,1.4,2.6599999999999997
0.2,1.0,0.2,2.5,1.5,2.85
0.2,1.0,0.2,3.0,1.6,3.04
0.2,1.0,0.2,3.5,1.7000000000000002,3.2300000000000004
0.2,1.0,0.2,4.0,1.8,3.4200000000000004
0.2,1.0,0.2,4.5,1.9,3.61
0.2,1.0,0.2,5.0,2.0,3.8
0.2,1.0,0.25,0.5,1.1,2.1125
0.2,1.0,0.25,1.0,1.2,2.325
0.2,1.0,0.25,1.5,1.3,2.5375
0.2,1.0,0.25,2.0,1.4,2.75
0.2,1.0,0.25,2.5,1.5,2.9625
0.2,1.0,0.25,3.0,1.6,3.175
0.2,1.0,0.25,3.5,1.7000000000000002,3.3875
0.2,1.0,0.25,4.0,1.8,3.6
0.2,1.0,0.25,4.5,1.9,3.8125
0.2,1.0,0.25,5.0,2.0,4.025
0.2,1.0,0.3,0.5,1.1,2.135
0.2,1.0,0.3,1.0,1.2,2.37
0.2,1.0,0.3,1.5,1.3,2.605
0.2,1.0,0.3,2.0,1.4,2.84
0.2,1.0,0.3,2.5,1.5,3.075
0.2,1.0,0.3,3.0,1.6,3.31
0.2,1.0,0.3,3.5,1.7000000000000002,3.545
0.2,1.0,0.3,4.0,1.8,3.7800000000000002
0.2,1.0,0.3,4.5,1.9,4.015
0.2,1.0,0.3,5.0,2.0,4.25
0.2,1.0,0.35,0.5,1.1,2.1575
0.2,1.0,0.35,1.0,1.2,2.415
0.2,1.0,0.35,1.5,1.3,2.6725000000000003
0.2,1.0,0.35,2.0,1.4,2.9299999999999997
0.2,1.0,0.35,2.5,1.5,3.1875
0.2,1.0,0.35,3.0,1.6,3.445
0.2,1.0,0.35,3.5,1.7000000000000002,3.7024999999999997
0.2,1.0,0.35,4.0,1.8,3.96
0.2,1.0,0.35,4.5,1.9,4.217499999999999
0.2,1.0,0.35,5.0,2.0,4.475
0.2,1.0,0.4,0.5,1.1,2.18
0.2,1.0,0.4,1.0,1.2,2.46
0.2,1.0,0.4,1.5,1.3,2.74
0.2,1.0,0.4,2.0,1.4,3.02
0.2,1.0,0.4,2.5,1.5,3.3
0.2,1.0,0.4,3.0,1.6,3.58
0.2,1.0,0.4,3.5,1.7000000000000002,3.8600000000000003
0.2,1.0,0.4,4.0,1.8,4.140000000000001
0.2,1.0,0.4,4.5,1.9,4.42
0.2,1.0,0.4,5.0,2.0,4.7
0.2,1.0,0.45,0.5,1.1,2.2025
0.2,1.0,0.45,1.0,1.2,2.505
0.2,1.0,0.45,1.5,1.3,2.8075
0.2,1.0,0.45,2.0,1.4,3.11
0.2,1.0,0.45,2.5,1.5,3.4124999999999996
0.2,1.0,0.45,3.0,1.6,3.715
0.2,1.0,0.45,3.5,1.7000000000000002,4.0175
0.2,1.0,0.45,4.0,1.8,4.32
0.2,1.0,0.45,4.5,1.9,4.6225
0.2,1.0,0.45,5.0,2.0,4.925
0.2,1.0,0.5,0.5,1.1,2.225
0.2,1.0,0.5,1.0,1.2,2.5500000000000003
0.2,1.0,0.5,1.5,1.3,2.875
0.2,1.0,0.5,2.0,1.4,3.1999999999999997
0.2,1.0,0.5,2.5,1.5,3.525
0.2,1.0,0.5,3.0,1.6,3.85
0.2,1.0,0.5,3.5,1.7000000000000002,4.175
0.2,1.0,0.5,4.0,1.8,4.5
0.2,1.0,0.5,4.5,1.9,4.824999999999999
0.2,1.0,0.5,5.0,2.0,5.15
0.3,0.0,0.0,0.5,1.15,1.15
0.3,0.0,0.0,1.0,1.3,1.3
0.3,0.0,0.0,1.5,1.45,1.45
0.3,0.0,0.0,2.0,1.6,1.6
0.3,0.0,0.0,2.5,1.75,1.75
0.3,0.0,0.0,3.0,1.9,1.9
0.3,0.0,0.0,3.5,2.05,2.05
0.3,0.0,0.0,4.0,2.2,2.2
0.3,0.0,0.0,4.5,2.3499999999999996,2.3499999999999996
0.3,0.0,0.0,5.0,2.5,2.5
0.3,0.0,0.05,0.5,1.15,1.1724999999999999
0.3,0.0,0.05,1.0,1.3,1.345
0.3,0.0,0.05,1.5,1.45,1.5175
0.3,0.0,0.05,2.0,1.6,1.6900000000000002
0.3,0.0,0.05,2.5,1.75,1.8625
0.3,0.0,0.05,3.0,1.9,2.035
0.3,0.0,0.05,3.5,2.05,2.2075
0.3,0.0,0.05,4.0,2.2,2.3800000000000003
0.3,0.0,0.05,4.5,2.3499999999999996,2.5524999999999998
0.3,0.0,0.05,5.0,2.5,2.725
0.3,0.0,0.1,0.5,1.15,1.1949999999999998
0.3,0.0,0.1,1.0,1.3,1.3900000000000001
0.3,0.0,0.1,1.5,1.45,1.585
0.3,0.0,0.1,2.0,1.6,1.78
0.3,0.0,0.1,2.5,1.75,1.975
0.3,0.0,0.1,3.0,1.9,2.17
0.3,0.0,0.1,3.5,2.05,2.3649999999999998
0.3,0.0,0.1,4.0,2.2,2.56
0.3,0.0,0.1,4.5,2.3499999999999996,2.755
0.3,0.0,0.1,5.0,2.5,2.95
0.3,0.0,0.15,0.5,1.15,1.2174999999999998
0.3,0.0,0.15,1.0,1.3,1.435
0.3,0.0,0.15,1.5,1.45,1.6524999999999999
0.3,0.0,0.15,2.0,1.6,1.87
0.3,0.0,0.15,2.5,1.75,2.0875
0.3,0.0,0.15,3.0,1.9,2.3049999999999997
0.3,0.0,0.15,3.5,2.05,2.5225
0.3,0.0,0.15,4.0,2.2,2.74
0.3,0.0,0.15,4.5,2.3499999999999996,2.9574999999999996
0.3,0.0,0.15,5.0,2.5,3.175
0.3,0.0,0.2,0.5,1.15,1.24
0.3,0.0,0.2,1.0,1.3,1.48
0.3,0.0,0.2,1.5,1.45,1.72
0.3,0.0,0.2,2.0,1.6,1.9600000000000002
0.3,0.0,0.2,2.5,1.75,2.2
0.3,0.0,0.2,3.0,1.9,2.44
0.3,0.0,0.2,3.5,2.05,2.6799999999999997
0.3,0.0,0.2,4.0,2.2,2.9200000000000004
0.3,0.0,0.2,4.5,2.3499999999999996,3.1599999999999997
0.3,0.0,0.2,5.0,2.5,3.4
0.3,0.0,0.25,0.5,1.15,1.2625
0.3,0.0,0.25,1.0,1.3,1.5250000000000001
0.3,0.0,0.25,1.5,1.45,1.7875
0.3,0.0,0.25,2.0,1.6,2.0500000000000003
0.3,0.0,0.25,2.5,1.75,2.3125
0.3,0.0,0.25,3.0,1.9,2.575
0.3,0.0,0.25,3.5,2.05,2.8375
0.3,0.0,0.25,4.0,2.2,3.1
0.3,0.0,0.25,4.5,2.3499999999999996,3.3625
0.3,0.0,0.25,5.0,2.5,3.625
0.3,0.0,0.3,0.5,1.15,1.285
0.3,0.0,0.3,1.0,1.3,1.57
0.3,0.0,0.3,1.5,1.45,1.855
0.3,0.0,0.3,2.0,1.6,2.14
0.3,0.0,0.3,2.5,1.75,2.425
0.3,0.0,0.3,3.0,1.9,2.71
0.3,0.0,0.3,3.5,2.05,2.995
0.3,0.0,0.3,4.0,2.2,3.2800000000000002
0.3,0.0,0.3,4.5,2.3499999999999996,3.5649999999999995
0.3,0.0,0.3,5.0,2.5,3.85
0.3,0.0,0.35,0.5,1.15,1.3074999999999999
0.3,0.0,0.35,1.0,1.3,1.615
0.3,0.0,0.35,1.5,1.45,1.9224999999999999
0.3,0.0,0.35,2.0,1.6,2.23
0.3,0.0,0.35,2.5,1.75,2.5375
0.3,0.0,0.35,3.0,1.9,2.8449999999999998
0.3,0.0,0.35,3.5,2.05,3.1525
0.3,0.0,0.35,4.0,2.2,3.46
0.3,0.0,0.35,4.5,2.3499999999999996,3.7674999999999996
0.3,0.0,0.35,5.0,2.5,4.075
0.3,0.0,0.4,0.5,1.15,1.3299999999999998
0.3,0.0,0.4,1.0,1.3,1.6600000000000001
0.3,0.0,0.4,1.5,1.45,1.9900000000000002
0.3,0.0,0.4,2.0,1.6,2.3200000000000003
0.3,0.0,0.4,2.5,1.75,2.65
0.3,0.0,0.4,3.0,1.9,2.9800000000000004
0.3,0.0,0.4,3.5,2.05,3.31
0.3,0.0,0.4,4.0,2.2,3.6400000000000006
0.3,0.0,0.4,4.5,2.3499999999999996,3.9699999999999998
0.3,0.0,0.4,5.0,2.5,4.3
0.3,0.0,0.45,0.5,1.15,1.3525
0.3,0.0,0.45,1.0,1.3,1.705
0.3,0.0,0.45,1.5,1.45,2.0575
0.3,0.0,0.45,2.0,1.6,2.41
0.3,0.0,0.45,2.5,1.75,2.7625
0.3,0.0,0.45,3.0,1.9,3.115
0.3,0.0,0.45,3.5,2.05,3.4675
0.3,0.0,0.45,4.0,2.2,3.8200000000000003
0.3,0.0,0.45,4.5,2.3499999999999996,4.172499999999999
0.3,0.0,0.45,5.0,2.5,4.525
0.3,0.0,0.5,0.5,1.15,1.375
0.3,0.0,0.5,1.0,1.3,1.75
0.3,0.0,0.5,1.5,1.45,2.125
0.3,0.0,0.5,2.0,1.6,2.5
0.3,0.0,0.5,2.5,1.75,2.875
0.3,0.0,0.5,3.0,1.9,3.25
0.3,0.0,0.5,3.5,2.05,3.625
0.3,0.0,0.5,4.0,2.2,4.0
0.3,0.0,0.5,4.5,2.3499999999999996,4.375
0.3,0.0,0.5,5.0,2.5,4.75
0.3,0.1,0.0,0.5,1.15,1.24
0.3,0.1,0.0,1.0,1.3,1.3900000000000001
0.3,0.1,0.0,1.5,1.45,1.54
0.3,0.1,0.0,2.0,1.6,1.6900000000000002
0.3,0.1,0.0,2.5,1.75,1.84
0.3,0.1,0.0,3.0,1.9,1.99
0.3,0.1,0.0,3.5,2.05,2.1399999999999997
0.3,0.1,0.0,4.0,2.2,2.29
0.3,0.1,0.0,4.5,2.3499999999999996,2.4399999999999995
0.3,0.1,0.0,5.0,2.5,2.59
0.3,0.1,0.05,0.5,1.15,1.2625
0.3,0.1,0.05,1.0,1.3,1.435
0.3,0.1,0.05,1.5,1.45,1.6075000000000002
0.3,0.1,0.05,2.0,1.6,1.7800000000000002
0.3,0.1,0.05,2.5,1.75,1.9525000000000001
0.3,0.1,0.05,3.0,1.9,2.125
0.3,0.1,0.05,3.5,2.05,2.2975
0.3,0.1,0.05,4.0,2.2,2.47
0.3,0.1,0.05,4.5,2.3499999999999996,2.6424999999999996
0.3,0.1,0.05,5.0,2.5,2.815
0.3,0.1,0.1,0.5,1.15,1.285
0.3,0.1,0.1,1.0,1.3,1.4800000000000002
0.3,0.1,0.1,1.5,1.45,1.675
0.3,0.1,0.1,2.0,1.6,1.87
0.3,0.1,0.1,2.5,1.75,2.065
0.3,0.1,0.1,3.0,1.9,2.2600000000000002
0.3,0.1,0.1,3.5,2.05,2.4549999999999996
0.3,0.1,0.1,4.0,2.2,2.65
0.3,0.1,0.1,4.5,2.3499999999999996,2.8449999999999998
0.3,0.1,0.1,5.0,2.5,3.04
0.3,0.1,0.15,0.5,1.15,1.3075
0.3,0.1,0.15,1.0,1.3,1.5250000000000001
0.3,0.1,0.15,1.5,1.45,1.7425
0.3,0.1,0.15,2.0,1.6,1.9600000000000002
0.3,0.1,0.15,2.5,1.75,2.1775
0.3,0.1,0.15,3.0,1.9,2.395
0.3,0.1,0.15,3.5,2.05,2.6125
0.3,0.1,0.15,4.0,2.2,2.83
0.3,0.1,0.15,4.5,2.3499999999999996,3.0474999999999994
0.3,0.1,0.15,5.0,2.5,3.2649999999999997
0.3,0.1,0.2,0.5,1.15,1.33
0.3,0.1,0.2,1.0,1.3,1.57
0.3,0.1,0.2,1.5,1.45,1.81
0.3,0.1,0.2,2.0,1.6,2.0500000000000003
0.3,0.1,0.2,2.5,1.75,2.29
0.3,0.1,0.2,3.0,1.9,2.5300000000000002
0.3,0.1,0.2,3.5,2.05,2.7699999999999996
0.3,0.1,0.2,4.0,2.2,3.0100000000000002
0.3,0.1,0.2,4.5,2.3499999999999996,3.2499999999999996
0.3,0.1,0.2,5.0,2.5,3.4899999999999998
0.3,0.1,0.25,0.5,1.15,1.3525
0.3,0.1,0.25,1.0,1.3,1.6150000000000002
0.3,0.1,0.25,1.5,1.45,1.8775
0.3,0.1,0.25,2.0,1.6,2.14
0.3,0.1,0.25,2.5,1.75,2.4025
0.3,0.1,0.25,3.0,1.9,2.665
0.3,0.1,0.25,3.5,2.05,2.9274999999999998
0.3,0.1,0.25,4.0,2.2,3.19
0.3,0.1,0.25,4.5,2.3499999999999996,3.4524999999999997
0.3,0.1,0.25,5.0,2.5,3.715
0.3,0.1,0.3,0.5,1.15,1.375
0.3,0.1,0.3,1.0,1.3,1.6600000000000001
0.3,0.1,0.3,1.5,1.45,1.945
0.3,0.1,0.3,2.0,1.6,2.2300000000000004
0.3,0.1,0.3,2.5,1.75,2.515
0.3,0.1,0.3,3.0,1.9,2.8
0.3,0.1,0.3,3.5,2.05,3.085
0.3,0.1,0.3,4.0,2.2,3.37
0.3,0.1,0.3,4.5,2.3499999999999996,3.6549999999999994
0.3,0.1,0.3,5.0,2.5,3.94
0.3,0.1,0.35,0.5,1.15,1.3975
0.3,0.1,0.35,1.0,1.3,1.705
0.3,0.1,0.35,1.5,1.45,2.0125
0.3,0.1,0.35,2.0,1.6,2.3200000000000003
0.3,0.1,0.35,2.5,1.75,2.6275
0.3,0.1,0.35,3.0,1.9,2.9349999999999996
0.3,0.1,0.35,3.5,2.05,3.2424999999999997
0.3,0.1,0.35,4.0,2.2,3.55
0.3,0.1,0.35,4.5,2.3499999999999996,3.8574999999999995
0.3,0.1,0.35,5.0,2.5,4.165
0.3,0.1,0.4,0.5,1.15,1.42
0.3,0.1,0.4,1.0,1.3,1.7500000000000002
0.3,0.1,0.4,1.5,1.45,2.08
0.3,0.1,0.4,2.0,1.6,2.41
0.3,0.1,0.4,2.5,1.75,2.74
0.3,0.1,0.4,3.0,1.9,3.0700000000000003
0.3,0.1,0.4,3.5,2.05,3.4
0.3,0.1,0.4,4.0,2.2,3.7300000000000004
0.3,0.1,0.4,4.5,2.3499999999999996,4.06
0.3,0.1,0.4,5.0,2.5,4.39
0.3,0.1,0.45,0.5,1.15,1.4425
0.3,0.1,0.45,1.0,1.3,1.7950000000000002
0.3,0.1,0.45,1.5,1.45,2.1475
0.3,0.1,0.45,2.0,1.6,2.5
0.3,0.1,0.45,2.5,1.75,2.8525
0.3,0.1,0.45,3.0,1.9,3.205
0.3,0.1,0.45,3.5,2.05,3.5574999999999997
0.3,0.1,0.45,4.0,2.2,3.91
0.3,0.1,0.45,4.5,2.3499999999999996,4.262499999999999
0.3,0.1,0.45,5.0,2.5,4.615
0.3,0.1,0.5,0.5,1.15,1.465
0.3,0.1,0.5,1.0,1.3,1.84
0.3,0.1,0.5,1.5,1.45,2.215
0.3,0.1,0.5,2.0,1.6,2.5900000000000003
0.3,0.1,0.5,2.5,1.75,2.965
0.3,0.1,0.5,3.0,1.9,3.34
0.3,0.1,0.5,3.5,2.05,3.715
0.3,0.1,0.5,4.0,2.2,4.09
0.3,0.1,0.5,4.5,2.3499999999999996,4.465
0.3,0.1,0.5,5.0,2.5,4.84
0.3,0.2,0.0,0.5,1.15,1.3299999999999998
0.3,0.2,0.0,1.0,1.3,1.48
0.3,0.2,0.0,1.5,1.45,1.63
0.3,0.2,0.0,2.0,1.6,1.78
0.3,0.2,0.0,2.5,1.75,1.93
0.3,0.2,0.0,3.0,1.9,2.08
0.3,0.2,0.0,3.5,2.05,2.23
0.3,0.2,0.0,4.0,2.2,2.3800000000000003
0.3,0.2,0.0,4.5,2.3499999999999996,2.53
0.3,0.2,0.0,5.0,2.5,2.68
0.3,0.2,0.05,0.5,1.15,1.3524999999999998
0.3,0.2,0.05,1.0,1.3,1.525
0.3,0.2,0.05,1.5,1.45,1.6975
0.3,0.2,0.05,2.0,1.6,1.87
0.3,0.2,0.05,2.5,1.75,2.0425
0.3,0.2,0.05,3.0,1.9,2.2150000000000003
0.3,0.2,0.05,3.5,2.05,2.3875
0.3,0.2,0.05,4.0,2.2,2.5600000000000005
0.3,0.2,0.05,4.5,2.3499999999999996,2.7325
0.3,0.2,0.05,5.0,2.5,2.9050000000000002
0.3,0.2,0.1,0.5,1.15,1.3749999999999998
0.3,0.2,0.1,1.0,1.3,1.57
0.3,0.2,0.1,1.5,1.45,1.765
0.3,0.2,0.1,2.0,1.6,1.96
0.3,0.2,0.1,2.5,1.75,2.155
0.3,0.2,0.1,3.0,1.9,2.35
0.3,0.2,0.1,3.5,2.05,2.545
0.3,0.2,0.1,4.0,2.2,2.74
0.3,0.2,0.1,4.5,2.3499999999999996,2.9349999999999996
0.3,0.2,0.1,5.0,2.5,3.1300000000000003
0.3,0.2,0.15,0.5,1.15,1.3975
0.3,0.2,0.15,1.0,1.3,1.615
0.3,0.2,0.15,1.5,1.45,1.8324999999999998
0.3,0.2,0.15,2.0,1.6,2.05
0.3,0.2,0.15,2.5,1.75,2.2675
0.3,0.2,0.15,3.0,1.9,2.485
0.3,0.2,0.15,3.5,2.05,2.7025
0.3,0.2,0.15,4.0,2.2,2.9200000000000004
0.3,0.2,0.15,4.5,2.3499999999999996,3.1374999999999997
0.3,0.2,0.15,5.0,2.5,3.3550000000000004
0.3,0.2,0.2,0.5,1.15,1.42
0.3,0.2,0.2,1.0,1.3,1.66
0.3,0.2,0.2,1.5,1.45,1.9
0.3,0.2,0.2,2.0,1.6,2.14
0.3,0.2,0.2,2.5,1.75,2.38
0.3,0.2,0.2,3.0,1.9,2.62
0.3,0.2,0.2,3.5,2.05,2.8600000000000003
0.3,0.2,0.2,4.0,2.2,3.1000000000000005
0.3,0.2,0.2,4.5,2.3499999999999996,3.34
0.3,0.2,0.2,5.0,2.5,3.58
0.3,0.2,0.25,0.5,1.15,1.4425
0.3,0.2,0.25,1.0,1.3,1.705
0.3,0.2,0.25,1.5,1.45,1.9674999999999998
0.3,0.2,0.25,2.0,1.6,2.23
0.3,0.2,0.25,2.5,1.75,2.4924999999999997
0.3,0.2,0.25,3.0,1.9,2.755
0.3,0.2,0.25,3.5,2.05,3.0175
0.3,0.2,0.25,4.0,2.2,3.2800000000000002
0.3,0.2,0.25,4.5,2.3499999999999996,3.5424999999999995
0.3,0.2,0.25,5.0,2.5,3.805
0.3,0.2,0.3,0.5,1.15,1.4649999999999999
0.3,0.2,0.3,1.0,1.3,1.75
0.3,0.2,0.3,1.5,1.45,2.0349999999999997
0.3,0.2,0.3,2.0,1.6,2.3200000000000003
0.3,0.2,0.3,2.5,1.75,2.605
0.3,0.2,0.3,3.0,1.9,2.89
0.3,0.2,0.3,3.5,2.05,3.175
0.3,0.2,0.3,4.0,2.2,3.4600000000000004
0.3,0.2,0.3,4.5,2.3499999999999996,3.7449999999999997
0.3,0.2,0.3,5.0,2.5,4.03
0.3,0.2,0.35,0.5,1.15,1.4874999999999998
0.3,0.2,0.35,1.0,1.3,1.795
0.3,0.2,0.35,1.5,1.45,2.1025
0.3,0.2,0.35,2.0,1.6,2.41
0.3,0.2,0.35,2.5,1.75,2.7175
0.3,0.2,0.35,3.0,1.9,3.025
0.3,0.2,0.35,3.5,2.05,3.3324999999999996
0.3,0.2,0.35,4.0,2.2,3.6400000000000006
0.3,0.2,0.35,4.5,2.3499999999999996,3.9475
0.3,0.2,0.35,5.0,2.5,4.255
0.3,0.2,0.4,0.5,1.15,1.5099999999999998
0.3,0.2,0.4,1.0,1.3,1.84
0.3,0.2,0.4,1.5,1.45,2.17
0.3,0.2,0.4,2.0,1.6,2.5
0.3,0.2,0.4,2.5,1.75,2.83
0.3,0.2,0.4,3.0,1.9,3.16
0.3,0.2,0.4,3.5,2.05,3.49
0.3,0.2,0.4,4.0,2.2,3.8200000000000003
0.3,0.2,0.4,4.5,2.3499999999999996,4.15
0.3,0.2,0.4,5.0,2.5,4.48
0.3,0.2,0.45,0.5,1.15,1.5324999999999998
0.3,0.2,0.45,1.0,1.3,1.885
0.3,0.2,0.45,1.5,1.45,2.2375
0.3,0.2,0.45,2.0,1.6,2.59
0.3,0.2,0.45,2.5,1.75,2.9425
0.3,0.2,0.45,3.0,1.9,3.295
0.3,0.2,0.45,3.5,2.05,3.6475
0.3,0.2,0.45,4.0,2.2,4.0
0.3,0.2,0.45,4.5,2.3499999999999996,4.3525
0.3,0.2,0.45,5.0,2.5,4.705
0.3,0.2,0.5,0.5,1.15,1.555
0.3,0.2,0.5,1.0,1.3,1.93
0.3,0.2,0.5,1.5,1.45,2.3049999999999997
0.3,0.2,0.5,2.0,1.6,2.68
0.3,0.2,0.5,2.5,1.75,3.0549999999999997
0.3,0.2,0.5,3.0,1.9,3.43
0.3,0.2,0.5,3.5,2.05,3.8049999999999997
0.3,0.2,0.5,4.0,2.2,4.180000000000001
0.3,0.2,0.5,4.5,2.3499999999999996,4.555
0.3,0.2,0.5,5.0,2.5,4.93
0.3,0.3,0.0,0.5,1.15,1.42
0.3,0.3,0.0,1.0,1.3,1.57
0.3,0.3,0.0,1.5,1.45,1.72
0.3,0.3,0.0,2.0,1.6,1.87
0.3,0.3,0.0,2.5,1.75,2.02
0.3,0.3,0.0,3.0,1.9,2.17
0.3,0.3,0.0,3.5,2.05,2.32
0.3,0.3,0.0,4.0,2.2,2.47
0.3,0.3,0.0,4.5,2.3499999999999996,2.6199999999999997
