sigma,purity,seed,pure_median,mix_median,delta_median,mix_nri_high,fld_median,fld_nri_low,margin,separated
15.0,0.7,8,0.5758597388963362,0.7425995379652648,0.16673979906892855,0.7842528142331452,0.8492495907239198,0.8122436308044805,0.10665005275865502,True
15.0,0.7,9,0.5873153047188444,0.7442181871260785,0.15690288240723405,0.7921014789907346,0.8486268430450437,0.8157366846941293,0.1044086559189652,True
15.0,0.7,10,0.6050633030969222,0.7637867357357804,0.15872343263885813,0.8045993789458825,0.8442505413186483,0.8048914218863382,0.08046380558286792,True
15.0,0.7,11,0.5929322581154286,0.7820679686187351,0.18913571050330646,0.8261254252125168,0.8262049936479774,0.7869435145532266,0.04413702502924233,False
15.0,0.7,12,0.6048231001459059,0.7584942139546611,0.1536711138087552,0.8024983031514115,0.8339712803669559,0.7968290388763085,0.07547706641229479,False
15.0,0.7,13,0.5808089229108269,0.7159993811831776,0.13519045827235077,0.7497284852620677,0.8254198071326962,0.7929465699975119,0.10942042594951862,True
15.0,0.7,14,0.5691796802624468,0.7325210044624648,0.163341324200018,0.7738001507455041,0.8397139061888724,0.8061844359472919,0.10719290172640761,True
15.0,0.7,15,0.5634055619550833,0.7203691668164481,0.15696360486136485,0.7656320315864906,0.8403082842612848,0.804139994549513,0.11993911744483665,True
15.0,0.7,16,0.5640824371051854,0.7488486424352513,0.18476620533006594,0.7815551241962219,0.8433476022739859,0.8085830647490632,0.09449895983873458,True
15.0,0.7,17,0.579979559385698,0.7364072991728506,0.15642773978715263,0.7789443019441783,0.857587924276837,0.8185641941644344,0.12118062510398642,True
15.0,0.7,18,0.5896394437996763,0.7613648976503896,0.17172545385071336,0.797841526555901,0.8237528627912427,0.7835726905783938,0.0623879651408531,False
15.0,0.7,19,0.5867979084606315,0.7622578484822133,0.17545994002158183,0.8049665694548289,0.8177832307949648,0.7799731657894334,0.0555253823127515,False
15.0,0.7,20,0.5953499631748531,0.7625781243971574,0.16722816122230433,0.8020817703048475,0.8729151117770841,0.8395713064571548,0.1103369873799267,True
15.0,0.7,21,0.5939263127057701,0.7477058267080597,0.15377951400228962,0.7896522356998434,0.8450451159163785,0.806889532483155,0.0973392892083188,True
15.0,0.7,22,0.5996174910718388,0.7801021997773596,0.1804847087055208,0.8184012210165785,0.8413750372493086,0.8088893654783929,0.061272837471949004,False
15.0,0.7,23,0.5680879144460715,0.765008159030337,0.1969202445842655,0.8038711846158213,0.8031042098005222,0.7647724860791458,0.038096050770185186,False
15.0,0.7,24,0.578295237664459,0.7631330280980428,0.18483779043358384,0.8034988931642699,0.8535277606485905,0.82066898398108,0.09039473255054764,True
15.0,0.7,25,0.5750593484244737,0.7408826457837279,0.16582329735925416,0.7832736725151376,0.8330941088243633,0.8022153010286274,0.09221146304063543,True
