null_error,k_predict,k_shuffle,noise_fraction,seed
16.36416811172429,30,50,0.1,42
16.67418255508842,30,50,0.1,42
17.15202063370169,30,50,0.1,42
17.982571215158664,30,50,0.1,42
16.66805977931878,30,50,0.1,42
18.410753790131317,30,50,0.1,42
15.88557952502723,30,50,0.1,42
16.74668003073303,30,50,0.1,42
17.40329299993798,30,50,0.1,42
17.87597534985068,30,50,0.1,42
15.94552810993079,30,50,0.1,42
17.252775762272165,30,50,0.1,42
17.717368361193074,30,50,0.1,42
17.763529822094625,30,50,0.1,42
17.499042297308492,30,50,0.1,42
19.27241908774103,30,50,0.1,42
15.673568373750562,30,50,0.1,42
16.288892750087893,30,50,0.1,42
17.36108930284688,30,50,0.1,42
17.317847472656638,30,50,0.1,42
16.46635270636522,30,50,0.1,42
16.44807827635174,30,50,0.1,42
15.785766529445976,30,50,0.1,42
17.113038729734544,30,50,0.1,42
16.403347072018896,30,50,0.1,42
17.7285034350907,30,50,0.1,42
18.396242327356408,30,50,0.1,42
15.393168675293854,30,50,0.1,42
14.864705601103443,30,50,0.1,42
16.349705265591943,30,50,0.1,42
17.09662790275526,30,50,0.1,42
16.799879764969972,30,50,0.1,42
16.028293574551498,30,50,0.1,42
16.88275752487519,30,50,0.1,42
18.38596014439453,30,50,0.1,42
16.817376722699173,30,50,0.1,42
17.75010261533928,30,50,0.1,42
16.8543246799482,30,50,0.1,42
18.285889837834556,30,50,0.1,42
17.06708703208321,30,50,0.1,42
16.191373511935772,30,50,0.1,42
15.592586536142246,30,50,0.1,42
16.807961964734417,30,50,0.1,42
16.823972511381882,30,50,0.1,42
16.85488029201381,30,50,0.1,42
17.38928193067985,30,50,0.1,42
15.68175568182371,30,50,0.1,42
16.66811449624176,30,50,0.1,42
16.506426835197026,30,50,0.1,42
15.935213565072779,30,50,0.1,42
17.047147993284355,30,50,0.1,42
16.233318795398873,30,50,0.1,42
18.836438544719986,30,50,0.1,42
16.953655936547747,30,50,0.1,42
16.41459445054255,30,50,0.1,42
17.733051939396653,30,50,0.1,42
16.91188301434407,30,50,0.1,42
16.59891264960968,30,50,0.1,42
17.006956494592046,30,50,0.1,42
16.881813809813394,30,50,0.1,42
17.194900246535035,30,50,0.1,42
17.9087688321262,30,50,0.1,42
17.786413645975507,30,50,0.1,42
18.54792351461515,30,50,0.1,42
17.906001038300666,30,50,0.1,42
16.696736968800344,30,50,0.1,42
17.13219101182294,30,50,0.1,42
16.570959546431453,30,50,0.1,42
17.580314659929343,30,50,0.1,42
16.19040511454829,30,50,0.1,42
18.378729170724007,30,50,0.1,42
16.510446304791436,30,50,0.1,42
17.94752775031074,30,50,0.1,42
17.4738779081907,30,50,0.1,42
16.637284577833924,30,50,0.1,42
15.654094007409128,30,50,0.1,42
17.840855507744052,30,50,0.1,42
17.218530240115165,30,50,0.1,42
17.719518789143237,30,50,0.1,42
17.850088487536503,30,50,0.1,42
17.478229300550378,30,50,0.1,42
17.1786463886789,30,50,0.1,42
17.16744699748412,30,50,0.1,42
16.297937951979037,30,50,0.1,42
17.667857589892602,30,50,0.1,42
17.251576002268283,30,50,0.1,42
15.42107787161477,30,50,0.1,42
16.097852626705652,30,50,0.1,42
17.1217610477233,30,50,0.1,42
16.716971535291105,30,50,0.1,42
16.092841495466555,30,50,0.1,42
17.583045191370374,30,50,0.1,42
16.268872695690888,30,50,0.1,42
17.225606325909034,30,50,0.1,42
14.876581522672993,30,50,0.1,42
16.329625965034126,30,50,0.1,42
16.16087461842018,30,50,0.1,42
15.002666549935334,30,50,0.1,42
17.133904583820517,30,50,0.1,42
15.263321845878721,30,50,0.1,42
15.713760156356006,30,50,0.1,42
18.647519099292488,30,50,0.1,42
18.16357451877401,30,50,0.1,42
16.77443518981115,30,50,0.1,42
16.64387227493394,30,50,0.1,42
16.717641732202335,30,50,0.1,42
15.173582341712528,30,50,0.1,42
15.85719923102454,30,50,0.1,42
16.230001658437352,30,50,0.1,42
16.378138884622267,30,50,0.1,42
16.86206902055413,30,50,0.1,42
16.837241159225677,30,50,0.1,42
17.827145360482913,30,50,0.1,42
16.90793144989822,30,50,0.1,42
15.641126664851484,30,50,0.1,42
16.54367857759414,30,50,0.1,42
18.434939194079334,30,50,0.1,42
16.74978533761518,30,50,0.1,42
15.795047537504063,30,50,0.1,42
15.927718941537918,30,50,0.1,42
17.466834360526242,30,50,0.1,42
16.888309867498574,30,50,0.1,42
16.240174843961427,30,50,0.1,42
19.062533739545827,30,50,0.1,42
16.313150996055466,30,50,0.1,42
17.31855197615544,30,50,0.1,42
16.399452307467115,30,50,0.1,42
17.81236901626915,30,50,0.1,42
14.92181990974964,30,50,0.1,42
17.62272273089612,30,50,0.1,42
16.884618374157046,30,50,0.1,42
16.77711200221288,30,50,0.1,42
16.716967887378082,30,50,0.1,42
18.285328197493968,30,50,0.1,42
15.742794731025192,30,50,0.1,42
18.157379713265556,30,50,0.1,42
16.013101998646704,30,50,0.1,42
15.682651513494843,30,50,0.1,42
16.981641787287415,30,50,0.1,42
16.646830023670898,30,50,0.1,42
16.953680666123248,30,50,0.1,42
17.23762499754842,30,50,0.1,42
16.548803111232615,30,50,0.1,42
15.635878337165845,30,50,0.1,42
16.26196499485313,30,50,0.1,42
15.747621174411629,30,50,0.1,42
16.610704840678274,30,50,0.1,42
17.591269816165486,30,50,0.1,42
17.031194758394044,30,50,0.1,42
15.459668754956422,30,50,0.1,42
15.866729961302692,30,50,0.1,42
17.643777810520568,30,50,0.1,42
16.339768925756353,30,50,0.1,42
17.992610596990538,30,50,0.1,42
16.312291566001836,30,50,0.1,42
18.47647204578606,30,50,0.1,42
18.27691902398439,30,50,0.1,42
18.08581337621363,30,50,0.1,42
16.36526367788467,30,50,0.1,42
16.888397738545507,30,50,0.1,42
16.420370093177926,30,50,0.1,42
15.529896958573417,30,50,0.1,42
16.813093312427576,30,50,0.1,42
17.49662735296591,30,50,0.1,42
17.59101838037891,30,50,0.1,42
16.52167354081186,30,50,0.1,42
17.101273521661636,30,50,0.1,42
16.715434901047004,30,50,0.1,42
18.794455056013046,30,50,0.1,42
17.49870736104849,30,50,0.1,42
17.508874075506476,30,50,0.1,42
17.42471281391868,30,50,0.1,42
17.075833365922477,30,50,0.1,42
17.443680710321942,30,50,0.1,42
17.33545046960027,30,50,0.1,42
17.33272671371693,30,50,0.1,42
17.091357237229538,30,50,0.1,42
15.413832577067348,30,50,0.1,42
15.479929682163053,30,50,0.1,42
16.00197516743469,30,50,0.1,42
17.072304791856915,30,50,0.1,42
17.46269470775176,30,50,0.1,42
17.483515723119165,30,50,0.1,42
16.844757586722558,30,50,0.1,42
14.87380583887429,30,50,0.1,42
18.035850250432052,30,50,0.1,42
16.14080094212732,30,50,0.1,42
15.313250041154472,30,50,0.1,42
15.969331959663343,30,50,0.1,42
16.353948490936943,30,50,0.1,42
16.51541793654443,30,50,0.1,42
16.278352169403526,30,50,0.1,42
16.283573507047283,30,50,0.1,42
16.14835607000849,30,50,0.1,42
16.64179315045412,30,50,0.1,42
16.875664720275864,30,50,0.1,42
16.820680802691456,30,50,0.1,42
17.984427222754633,30,50,0.1,42
15.562442992549403,30,50,0.1,42
16.175271389944037,30,50,0.1,42
17.146683160822533,30,50,0.1,42
17.419235648064102,30,50,0.1,42
17.04556323954633,30,50,0.1,42
17.56922429162575,30,50,0.1,42
17.708918210003553,30,50,0.1,42
16.343244761664614,30,50,0.1,42
17.29017436977562,30,50,0.1,42
16.69492082989796,30,50,0.1,42
17.041266399121028,30,50,0.1,42
17.4878660995584,30,50,0.1,42
17.524550886464564,30,50,0.1,42
17.640075587201313,30,50,0.1,42
17.67247871103792,30,50,0.1,42
16.738624784529684,30,50,0.1,42
16.745181932891047,30,50,0.1,42
16.500245894357903,30,50,0.1,42
18.264691574403273,30,50,0.1,42
17.07945461448596,30,50,0.1,42
15.891880334815859,30,50,0.1,42
15.942953140627147,30,50,0.1,42
16.498620786004288,30,50,0.1,42
15.93777895366998,30,50,0.1,42
15.348862422295614,30,50,0.1,42
17.29134467429631,30,50,0.1,42
18.521634926548572,30,50,0.1,42
16.279745875368317,30,50,0.1,42
18.44999578506104,30,50,0.1,42
15.656259833301787,30,50,0.1,42
17.30698200913205,30,50,0.1,42
15.778604288660777,30,50,0.1,42
15.781081452251314,30,50,0.1,42
15.759867536163156,30,50,0.1,42
16.658537329014905,30,50,0.1,42
14.525343227320356,30,50,0.1,42
17.65602447461827,30,50,0.1,42
16.7710423166092,30,50,0.1,42
15.9705818796118,30,50,0.1,42
18.208146195629517,30,50,0.1,42
15.868115746744085,30,50,0.1,42
16.216331233307073,30,50,0.1,42
17.082135210721972,30,50,0.1,42
15.676382857243215,30,50,0.1,42
17.282321519694044,30,50,0.1,42
17.517001849328796,30,50,0.1,42
15.996315099601851,30,50,0.1,42
16.190931250458284,30,50,0.1,42
17.481531298860496,30,50,0.1,42
16.25765456468379,30,50,0.1,42
16.571840166348654,30,50,0.1,42
15.49388007355582,30,50,0.1,42
17.624900421418978,30,50,0.1,42
15.541197550324265,30,50,0.1,42
17.40345369364542,30,50,0.1,42
15.865507055477947,30,50,0.1,42
16.40545691700475,30,50,0.1,42
17.032716988782475,30,50,0.1,42
17.83014296906441,30,50,0.1,42
17.175669416435596,30,50,0.1,42
16.489610750594707,30,50,0.1,42
15.974507043502623,30,50,0.1,42
16.481846844092814,30,50,0.1,42
16.793357211183157,30,50,0.1,42
16.17084299091278,30,50,0.1,42
16.798270681754595,30,50,0.1,42
18.39328901030241,30,50,0.1,42
16.66192884046482,30,50,0.1,42
16.949909341583457,30,50,0.1,42
17.615077579835237,30,50,0.1,42
16.428959684597057,30,50,0.1,42
18.94632933349328,30,50,0.1,42
16.67576256558793,30,50,0.1,42
18.308210611503604,30,50,0.1,42
16.51476770585276,30,50,0.1,42
16.49259514443644,30,50,0.1,42
17.767850946841875,30,50,0.1,42
16.370619801377515,30,50,0.1,42
16.985581777367464,30,50,0.1,42
17.70409403862883,30,50,0.1,42
15.483367483230959,30,50,0.1,42
16.374776764441037,30,50,0.1,42
17.766348776179747,30,50,0.1,42
18.205721091722463,30,50,0.1,42
16.93386250976591,30,50,0.1,42
16.52477722156617,30,50,0.1,42
17.95073390335697,30,50,0.1,42
17.41048564175241,30,50,0.1,42
17.780809304332355,30,50,0.1,42
15.468509332389972,30,50,0.1,42
17.216721872748494,30,50,0.1,42
15.903193652402653,30,50,0.1,42
16.215161478512847,30,50,0.1,42
17.995271383695254,30,50,0.1,42
16.33118502211355,30,50,0.1,42
16.70330409915327,30,50,0.1,42
15.776288368899152,30,50,0.1,42
16.512471118937356,30,50,0.1,42
16.439674960653647,30,50,0.1,42
15.338482345964772,30,50,0.1,42
17.18722002686058,30,50,0.1,42
15.8328548996316,30,50,0.1,42
17.339754123304807,30,50,0.1,42
16.74083003033818,30,50,0.1,42
17.796848985838913,30,50,0.1,42
17.334753626714296,30,50,0.1,42
15.347957830423347,30,50,0.1,42
16.646611263791378,30,50,0.1,42
17.256931259199334,30,50,0.1,42
18.30583907713458,30,50,0.1,42
17.078504930786124,30,50,0.1,42
16.286859079656494,30,50,0.1,42
16.891063253561867,30,50,0.1,42
18.565595065880938,30,50,0.1,42
17.274248286124884,30,50,0.1,42
15.252301252840383,30,50,0.1,42
18.732373550091552,30,50,0.1,42
17.281175244013138,30,50,0.1,42
17.04625852322119,30,50,0.1,42
