star_index,delta_R_signed,delta_R_abs,R_after,E_real_after,source_id,ruwe,aen,phot_g_mean_mag
331,-0.0019321108197775,0.0019321108197775,0.8418758173027978,14.226454088140471,3.410505784542875e+18,1.1117162,,12.897306
332,0.0010105003765537,0.0010105003765537,0.844818428499129,14.226454088140471,3.410695141062232e+18,1.088756,,14.891688
333,0.0039624455350163,0.0039624455350163,0.8477703736575917,14.267154858687086,1.5897117071508096e+16,1.3153164,,13.229266
334,0.0039744308983232,0.0039744308983232,0.8477823590208986,14.267154858687086,1.5898083439754496e+16,1.1496676,,14.292163
335,-0.0007077229413696,0.0007077229413696,0.8431002051812057,14.166734701082556,4.299568494644365e+16,1.2448956,,11.121592
336,-0.0020147519438572,0.0020147519438572,0.8417931761787181,14.226454088140471,4.515990178688563e+16,0.983135,,10.051599
337,0.0032940332297785,0.0032940332297785,0.8471019613523538,14.267154858687086,4.699498669328064e+16,1.0975139,,15.417392
338,0.0021157279606488,0.0021157279606488,0.8459236560832242,14.267154858687086,4.791751130870413e+16,1.0847969,,13.683399
339,-0.0031194997039615,0.0031194997039615,0.8406884284186138,14.166734701082556,4.812754809314086e+16,1.1317962,,12.556695
340,-0.000901087374501,0.000901087374501,0.8429068407480743,14.040982317365716,5.013522626300928e+16,1.0899945,,14.590434
341,-0.0042765508641554,0.0042765508641554,0.8395313772584199,14.166734701082556,5.150542390991347e+16,1.0601046,,17.193703
342,-0.0026486376164028,0.0026486376164028,0.8411592905061724,14.166734701082556,5.37585981124489e+16,0.9886566,,11.682242
343,-0.0014726844364459,0.0014726844364459,0.8423352436861293,14.166734701082556,5.580269330664371e+16,1.3000796,,13.549844
344,-0.0078779519876381,0.0078779519876381,0.8359299761349371,14.097148403769236,6.305737410676851e+16,0.8781533,,17.493164
345,-0.0042505824570131,0.0042505824570131,0.8395573456655622,14.166734701082556,6.339598932844723e+16,1.2424577,,13.314799
346,-0.0062847605920642,0.0062847605920642,0.837523167530511,14.097148403769236,6.351356835296051e+16,1.1096276,,11.079583
347,-0.0047244711315194,0.0047244711315194,0.8390834569910559,14.166734701082556,6.550220693242022e+16,1.2022967,,14.649438
348,-0.0017295820467494,0.0017295820467494,0.8420783460758259,14.226454088140471,6.648235283003584e+16,1.1464577,,9.791235
349,-0.0008852965461659,0.0008852965461659,0.8429226315764093,14.226454088140471,1.449289684156178e+17,1.2750452,,13.122655
350,-0.0020577613093101,0.0020577613093101,0.8417501668132652,14.226454088140471,1.4591605068392013e+17,1.2327719,,10.853678
351,-0.0031871414848201,0.0031871414848201,0.8406207866377552,14.166734701082556,3.2983028219521526e+18,1.1899176,,14.803123
352,0.0006330459130295,0.0006330459130295,0.8444409740356049,14.226454088140471,3.2992286794617943e+18,1.0981156,,13.86816
353,-0.0057781397969259,0.0057781397969259,0.8380297883256493,14.097148403769236,3.304831550199372e+18,1.2684742,,11.528754
354,-0.0017237087683272,0.0017237087683272,0.842084219354248,14.226454088140471,3.305871825637255e+18,1.2400993,,6.921069
