cluster,n_stars_full,r_observed,obs_real_error,obs_null_mean,obs_p,frac_60_mean,frac_60_median,frac_60_std,frac_60_bias,frac_60_q025,frac_60_q975,frac_60_frac_R_lt_1,frac_70_mean,frac_70_median,frac_70_std,frac_70_bias,frac_70_q025,frac_70_q975,frac_70_frac_R_lt_1,frac_80_mean,frac_80_median,frac_80_std,frac_80_bias,frac_80_q025,frac_80_q975,frac_80_frac_R_lt_1,frac_90_mean,frac_90_median,frac_90_std,frac_90_bias,frac_90_q025,frac_90_q975,frac_90_frac_R_lt_1
pleiades,749,0.9134728819362895,0.6050731624215877,0.6623876574628176,0.000999000999000999,0.9005996957575537,0.9002691612216114,0.018488161302283156,-0.012873186178735785,0.8667294636333902,0.9346540536439206,1.0,0.9016012320309559,0.9013181991115122,0.015838027673427325,-0.011871649905333626,0.8696324375053331,0.9334727495702257,1.0,0.9043304027729875,0.90349174806802,0.012520118522210463,-0.00914247916330202,0.8810107785768919,0.9307727373592777,1.0,0.9062242585780189,0.9067670654186792,0.008875313504269223,-0.0072486233582705895,0.8873219760619346,0.92372906242541,1.0
hyades,820,0.8438079281225753,14.196594394611514,16.82443826546893,0.000999000999000999,0.9559599510138351,0.9548926839589786,0.04971217082318635,0.1121520228912598,0.8692487466573637,1.0593859441057953,0.82,0.9206466940502158,0.9206963475284602,0.041408717132219046,0.0768387659276405,0.8437393085340343,1.0002222522889443,0.972,0.890739123296484,0.890625966658565,0.033042269029586124,0.046931195173908646,0.8260646475530393,0.9592598480738774,1.0,0.867091349469325,0.8661693111288866,0.024545770196845947,0.023283421346749655,0.8210958927981856,0.9169566135477425,1.0
