source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,ruwe,parallax_error,pmra_error,pmdec_error,plx_sn
38670343642226816,58.444399279536576,13.391924810121866,24.18670910183764,148.26057936245402,-13.882789936215294,14.806908,1.220758,0.035649095,0.039709035,0.025609316,678.466286502859
39837784473087360,57.810332382664,14.669702099444438,15.175433793010155,243.39754553102307,-145.88459200329845,15.254986,1.1049086,0.03564364,0.04086903,0.02665971,425.7543223141676
42871268333859584,56.04552566847743,15.172686012247354,18.366979856199865,23.02743752372053,-41.71489760951847,16.449705,0.9475122,0.06217061,0.06957098,0.054363616,295.42865762777404
43999951379783552,54.33533733622821,16.30592366373673,16.0101575152236,216.3150976635725,-101.86408260782494,14.652306,1.1007124,0.03092887,0.03204275,0.029313475,517.6444375505345
46975436002187136,62.67708099718692,18.423116547059568,21.412299104141248,121.42944939639628,-30.96376816159961,6.5024347,0.86649096,0.02434263,0.03553094,0.022423655,879.621433844299
47279347886774400,61.84221534686166,19.193506649003652,18.90217581779628,99.04723174340538,-137.11511294347653,14.373311,1.359067,0.030533254,0.033260673,0.025786689,619.0685020927111
55839698744164352,50.635923553461865,17.725225330538517,24.16604011963371,41.09446701534267,-28.98605763773231,8.621102,1.0716141,0.018748248,0.021768395,0.018291356,1288.9759149566248
57355680465856512,54.45478223566801,19.94265538309861,16.904072012960192,98.2074768468316,14.295399711785956,13.225742,1.1927743,0.048926402,0.059834167,0.046147883,345.50000249272756
66483658500056832,57.982400168118666,23.947554002036124,16.395678086516217,374.8865436995337,-204.19667748734025,14.951171,1.1050152,0.0314086,0.033578504,0.02351428,522.012381529779
68937115615092992,52.89836717357602,24.926376210656944,19.700743464084784,-91.21182146584806,-174.5373038528724,13.581611,1.1996527,0.023065865,0.025196005,0.019393507,854.1081578377738
144959686022835584,68.18278057136962,21.401323035926666,15.453781178727969,219.34520923121724,-29.55400963226326,15.702761,1.125103,0.04424039,0.054546878,0.03743524,349.3138550254184
145110800150961408,69.07862254978951,22.270808296234023,18.485179976126137,93.47349100327808,-146.88380673471215,16.392221,1.1035022,0.07692035,0.091002874,0.060131505,240.31585888683733
145664777917536512,66.03147802349007,22.118672707891832,21.97239358755164,110.55785272690656,-43.889716888500814,10.500138,1.0518627,0.016493019,0.019261189,0.014202077,1332.2238692353194
145674574739951872,66.34285323849276,22.29367359328652,20.91185281250576,104.35453085558618,-44.435815183648266,4.167236,1.1911019,0.157056,0.18281499,0.11904103,133.1490220845161
148867315986268672,65.48339584626218,23.41804933109506,23.10886204825741,117.84927878553006,-52.011288633990034,12.44766,1.2490463,0.01913044,0.027091894,0.017374692,1207.9629139872063
149327461604162688,66.76358969231461,24.10416450594337,21.185878117312757,104.7327978184749,-47.78656317905104,14.591046,1.1376319,0.027633581,0.03196585,0.025209578,766.6714682151675
3273601331161715072,59.62378696399099,5.35357401896589,21.889237022698115,100.15708355423524,-32.95223892251944,15.092081,1.1173387,0.048538614,0.04456374,0.03439281,450.96543182502313
3278207082291970432,56.95871335343197,8.072342057187752,29.91105177217796,-126.70979110596114,-32.29247291358706,14.199749,1.2523859,0.027708994,0.026904749,0.023295248,1079.4708668303858
3292227607891547264,69.77608805537724,7.870986341030237,20.63072383367189,94.83053442527412,-0.1615898701897752,5.3237796,1.0437951,0.091687545,0.10412651,0.058891114,225.01119245445923
3293276919941407488,68.74311328891152,8.665946692410314,29.934750219819048,171.42605114914787,-283.25911122154173,14.166343,1.0807899,0.02041141,0.022902,0.015557842,1466.5694442382494
3302867234019572864,59.30345380402332,10.004858955085572,23.915885659699157,113.87969129915454,-161.21611103522383,17.190237,0.9675732,0.082195975,0.09365813,0.06256078,290.96176132346085
3303329239358666368,58.87820831899176,11.31339973700255,15.045149880622686,-48.82864817016827,-89.59250879039973,13.373753,1.1255628,0.015253609,0.018117959,0.012234257,986.3337837375199
3304976960612420736,60.86678860897882,12.462696333905445,21.802493351825746,-32.673018431840035,-106.71288584751086,16.148552,1.0779364,0.054594412,0.065543704,0.041090492,399.35393665977654
3305283621276219520,62.92051388774722,13.386408727716365,15.933235932394926,75.70999454837988,-156.85571993643913,16.472603,1.0325902,0.059256263,0.066654615,0.05341183,268.88695178760975
3305294440297446272,62.29714712508287,13.134896997729616,16.563065038959017,46.49043178068501,-31.681279947840935,17.482761,1.0609225,0.13728133,0.18261527,0.123571396,120.65052865498183
3307504222447587584,68.10736950520888,13.113150564848766,21.33021990255656,104.4183193016359,-18.568574281999176,10.519593,1.2273793,0.020638045,0.02440603,0.01633932,1033.5387825036994
3309508803943800960,69.22951988196822,15.261052878805971,15.460060233329944,46.63738704803584,-28.812747736881438,7.209437,0.8273023,0.019289155,0.0231251,0.015843961,801.4897611289839
3310178784482082816,64.67653033004555,12.510638445649487,20.74999895456128,110.03357949625426,-12.110017411549151,14.114566,1.2902544,0.023574201,0.027685206,0.02076578,880.1994584911396
3310201908586060544,64.90441004159466,12.624243707350356,22.02790864233449,168.74847375565352,-18.085569678279924,9.534493,1.032249,0.019822706,0.021924844,0.015404247,1111.246297167223
3310814886318365568,66.13187780097878,13.928549141036688,21.993423194312864,113.07056240121685,-18.252254939822112,15.081756,1.2444993,0.039120864,0.047610726,0.03164132,562.1916528815127
3311810043124387712,63.46885198450028,15.36495687120656,22.2959209162106,119.15064085645162,-27.7120908074048,14.314616,1.1904306,0.11555437,0.119088225,0.100743085,192.94744903382366
3312846371490133504,67.51789320736421,16.06860426033561,21.387746214507576,94.67902202409914,-56.10590490928818,16.552427,1.0225025,0.08663524,0.09640459,0.05948586,246.87120638792686
3313714023603261568,67.16468609875307,16.969906003224942,20.707493378225784,102.49011854574022,-27.08546350145112,14.05441,1.0559669,0.033891197,0.044861067,0.028362382,610.9991741579911
3313751441358252160,66.57982992496277,17.05047474838996,21.204050746536424,101.85154123967044,-28.253993605040456,16.338469,1.0596411,0.06137174,0.072177716,0.049759902,345.50186692664124
3314109916508904064,67.20174925382867,17.285341899758865,21.5489076022758,108.67985266985404,-28.446330982590844,7.7025585,0.99831164,0.022407819,0.025702167,0.017931456,961.6691210454619
3314597408180024960,66.9971739315349,18.75895052871627,19.12817304877517,94.52775529815136,-27.9373293393555,12.942235,1.0694257,0.023379557,0.028249294,0.019597758,818.1580621384388
3410881302123955328,68.9902565284182,20.251157610251003,15.337635803593152,-59.63146047140821,-39.821482538354246,14.426004,1.0909073,0.026928235,0.03292398,0.021982335,569.5744932259078
9345956210879616,50.00407420773542,5.928543840844646,17.69468572720719,-2.569109356912011,-15.49428128700462,14.766563,0.934524,0.06961477,0.07535072,0.058301773,254.18005011303188
11210487413640832,50.17834490751591,9.035802987286036,16.99670093357672,289.6484254456521,-62.05011112586435,13.901377,1.2842485,0.023044249,0.026780061,0.02115504,737.5680124605805
16679664408473344,51.045367905347526,11.813663180736048,15.358163242339996,310.6688127383777,-232.46982692894875,17.73513,1.0021342,0.11716339,0.11812753,0.10661482,131.08329523701897
38329666836450304,59.560442195261466,12.62796900981299,21.94775521269117,129.70709549745908,-12.256301508950882,15.08387,1.2253011,0.044486865,0.054735366,0.03928214,493.35360477055804
40432792062334464,59.2884335516969,16.197372064867643,15.21179961847806,134.52912058575978,-112.10208964938133,14.537828,1.1249386,0.024739418,0.029401863,0.01929083,614.881062217311
40506356262145024,59.19869584837552,16.531790669312684,16.55593262958111,83.37090391610258,-91.11211179940042,15.1438055,1.0103705,0.036159568,0.042832594,0.023295274,457.857589160941
41609166424575360,54.33606713672364,15.09512743683264,15.881705360903087,-24.1929543268168,-62.68262964481513,8.118742,0.9901528,0.028979206,0.031080794,0.029166529,548.0379745705624
42768945033709568,53.37493156055484,16.597006758489762,20.46803082728475,-23.89137153001734,-95.60844607068904,15.290902,1.0975139,0.042946585,0.045106076,0.035945144,476.5927448546782
43733079289895424,56.55852280116942,17.154375679853356,18.583617159529755,49.660662539599215,-111.75446809955598,12.016204,1.3662215,0.02351682,0.026017789,0.019402709,790.2266190552019
44228959036060032,54.586444784569565,16.732833588361263,18.947700008125413,2.598789662400552,-165.4023839575649,13.877752,1.0497706,0.02022023,0.03112001,0.01846377,937.066492721666
47803952373768960,64.01545924155742,18.85907582957696,20.81802907900175,112.99087732712964,-28.06927769236524,12.993462,0.95159847,0.018925542,0.018371228,0.013359691,1099.9964534173844
49457274264750720,64.75123965715696,21.369321481679048,15.42256189351998,-34.73964457455196,-24.490223254428344,15.663113,1.0261112,0.03997948,0.057186622,0.04018014,385.7619432148687
50248991357476736,61.053870909733526,18.99560993436233,18.548821287530497,108.44179454760634,-26.06368641087637,15.043557,1.1715671,0.03675067,0.04413757,0.02624488,504.72062924377974
51013701693137920,57.27144675463215,19.621389275900068,25.43254628016572,287.95592568256086,-293.5784048697018,14.4974375,1.3311821,0.031424668,0.03540928,0.025016602,809.3178989246829
54099481075631360,50.861603009047336,15.094995739821812,19.22539089624192,-61.56547644894542,-144.67096705491642,14.652241,1.0620524,0.026165793,0.03310882,0.026498476,734.7528468272267
57577854831218688,52.92575769965397,19.225621214308035,17.990152367551577,41.32752172486166,-126.64063121920108,11.994686,1.1476767,0.0188468,0.01989664,0.014641231,954.5467860619085
58061261990141696,53.09859992609668,20.00130341677436,25.862073305098463,-70.17605357040682,-57.8797505844998,16.688923,0.9692679,0.075941496,0.09705984,0.0698474,340.5525920255569
58324212771048832,52.81373010119667,20.76721140500656,18.62605442722269,-112.3658037780742,-194.65873609168835,7.9244623,1.0141369,0.025139915,0.02515595,0.019482918,740.8956803244041
61059320962449536,51.39693810860594,21.05729903953081,16.75626162029468,83.34277464474627,-56.03725721319064,15.547237,1.0130002,0.04406274,0.051868476,0.040529337,380.2818803436799
64757356522247552,56.07067941366925,22.25968595277056,21.41747782331228,-61.85100152794536,-155.85964788545036,14.631931,1.0988841,0.029152721,0.035672594,0.024479076,734.6647958971747
69027275567598720,51.760581977282,24.85109898438758,21.00905723346026,20.06251942737989,-128.02155316739731,12.585179,1.2405938,0.017303543,0.019845882,0.01679773,1214.1477172311047
144121239687649536,67.40471772409747,19.63925560363172,19.524138151619663,-45.53548134595326,-59.70835677179086,9.142133,1.0783749,0.019778851,0.029784298,0.021044772,987.1219592897314
144534724778235392,66.6989688020843,21.23471643479264,23.21149309264509,114.75103790406108,-46.02510604331055,10.67892,1.1111956,0.015837342,0.020656677,0.015367551,1465.6179738143614
145784835140102016,66.32628208468356,23.060624403370937,20.7536113300791,106.44698152807058,-43.957385307406525,12.954094,1.17332,0.020000981,0.025907803,0.019844921,1037.6296707686038
148792171240741120,65.3206545066974,23.197726636625895,19.969745919206343,103.63324897637474,-45.679315847735,15.223174,1.0582846,0.03354526,0.045503356,0.034002203,595.3075313533519
149242249454230144,66.23942381318409,24.033860832529715,29.724034135645123,-21.980809377749555,15.62989986745818,17.439268,0.9905424,0.1246916,0.16672836,0.114548445,238.38040522092206
3276017439242646656,53.83007136500084,5.725127099902244,16.152642353943016,7.863075391065941,-36.5612082889979,11.606597,1.0793899,0.019142633,0.01976609,0.014305999,843.8046299034734
3284783776732748928,63.1409985500531,5.542132471004177,19.99572205841267,175.9716944386691,-96.26959915203685,16.60184,1.0138355,0.09540607,0.103021674,0.07726782,209.58542845767226
3297375379597627136,64.28039936536567,6.969233071083505,16.25767285751973,125.90876039729858,87.20665789066409,17.427282,1.0124062,0.12166653,0.14130554,0.10227813,133.62485851712654
3298981804741290368,64.16701218270445,7.847753723588418,15.071457289199811,79.10510539798955,-13.159605911412562,14.451984,1.3873968,0.029629985,0.034166023,0.023232464,508.6555828225971
3303530209469039616,61.85267271178611,10.740581426524551,21.21141476610331,119.7844629063574,-7.558021096718419,16.219955,1.0895038,0.06348634,0.08263284,0.04858084,334.109900903144
3304387519299731200,63.57776051605098,12.347825561691478,26.521913292561965,339.41926455131954,-61.01563901719243,6.575496,1.0376855,0.025785731,0.030503625,0.020434689,1028.5499872996413
3304897280378768512,59.53387267808468,12.154077564625874,19.097105208335357,-18.211701843796405,-83.46156759562449,13.496222,1.211118,0.017099554,0.019397601,0.012302213,1116.8189069922735
3306722607119077120,68.43779586213405,12.71114645559168,21.1317743941902,98.9922681465868,-14.39769732761123,14.242379,1.0895413,0.034443296,0.04025603,0.028651884,613.5235836370073
3307843524864280192,67.09389131915107,13.822676224049486,20.77181149357056,105.07476082538018,-19.53295525173183,14.891436,1.0380604,0.035072938,0.04016605,0.027413795,592.2461213135484
3310634944368705664,64.9909642432842,14.035119724261309,21.97774049011765,115.369072100897,-18.825387132746577,5.5111136,1.2135509,0.062129736,0.07848216,0.052461706,353.73947975760996
3311232425859274368,65.62766802462878,15.220167414714908,18.11368489032656,93.53061496608102,-16.996589044770936,13.449509,1.2337285,0.019181447,0.0236482,0.0196688,944.3335995624606
3311492803955469696,63.79389433144968,14.398373872357954,20.978217741068452,114.58061638282337,-18.38846027027257,10.929824,1.0539469,0.017638173,0.023334252,0.017261993,1189.3645527271135
3311661819509111168,62.71393006175147,14.638981093410091,17.31701284603192,-117.41154041457132,-164.833462991931,13.672,1.1410102,0.016871745,0.020424664,0.017496068,1026.3913333227783
3312139626030966016,63.66504514850538,15.424310178917333,16.35205631053045,-24.018028532904346,-48.42755574867961,11.37116,1.1320829,0.018468225,0.021201484,0.017281057,885.4156969893127
3312440445540818304,67.81866462842426,15.00322280399349,21.05318989100504,101.15523679833852,-20.258241111458684,16.090866,1.1030897,0.05802669,0.068922274,0.04936512,362.8190732748161
3312536927686011520,67.53632737172786,15.637736095425185,21.4201372807942,108.88056712014205,-21.81897870414946,5.6056676,0.9843407,0.05598455,0.05974353,0.040107563,382.6080102598699
3411434528270795648,69.98328390096087,21.494221405275734,16.142500167534887,72.56155857236848,-32.53436457104458,12.735786,1.1489198,0.017852757,0.021095771,0.014373518,904.2020886485425
10937945968805632,50.893207480336464,8.465182158000985,24.211391137911477,61.858615922073255,-104.53215870187584,13.54105,1.2399366,0.017370736,0.018488327,0.015634535,1393.8034138514035
17576213061640064,50.39867852963368,12.896776387403923,15.586224861971122,96.3864536709224,-130.6545456905198,14.902539,0.9603072,0.032995604,0.038096122,0.031893514,472.37277008086056
38354680725946240,58.75660281000282,12.48554075907131,21.77744563055385,131.17406424290564,-10.255282530117126,9.769129,1.2162788,0.016434181,0.018535033,0.013599133,1325.1311781556897
38557609340522112,59.83518068901602,13.767148461208793,16.2389403223113,-75.2858084938464,59.54167552934745,17.086298,1.0130109,0.107542925,0.1142832,0.07621627,150.99961547736683
42871199614383616,56.04793875663364,15.162542812460218,18.52410465929204,22.576859197246197,-41.157272706408925,16.808086,1.0302739,0.07551056,0.081500016,0.0650912,245.31806755627343
43789772861265792,57.60462004191989,17.24640938413766,21.01286843657661,127.2782830609336,-22.32068277832132,9.210812,1.0372365,0.015778624,0.017956149,0.011847139,1331.7300948787808
46269171580976128,60.46362581287911,16.43283576316359,16.6535935097919,69.08734299151332,-116.36065626341288,14.49923,1.1250327,0.022884574,0.026725627,0.01631765,727.7213685424906
47019347749289216,61.415911881822005,17.937590072728447,21.953883088547247,128.35318981625193,-27.322745774321383,9.03908,1.0556073,0.018208072,0.021801062,0.012180657,1205.7225547299709
49013552603400320,65.03202416992305,19.88526360596589,15.61882710809546,-121.31422630799872,-170.36349482851134,15.082877,1.0465292,0.029884594,0.04245302,0.029681537,522.6380893143624
49324572659092992,64.2360793916038,20.876563189284862,21.73044866504696,119.73868657307236,-38.57141950830933,17.729204,0.9794646,0.15253635,0.18669495,0.118486434,142.46078829765472
49335915668441088,63.649217938018616,20.656314437707504,18.859926129729708,198.4247200199873,-189.53911566627988,16.38905,0.9779996,0.058110617,0.069334686,0.052966546,324.55215765011934
52898264623866496,63.51262818777487,23.08040696907256,16.467208488767405,127.49974141810496,-11.905279647697464,11.163684,1.3763922,0.02371318,0.028354976,0.022254169,694.4327369322632
53278867446391040,59.61145708005414,21.9561221265342,27.673401020035044,222.45060913667,-257.5642761144165,16.646381,1.031632,0.07140552,0.07156762,0.044438522,387.55268528308517
53725750202606208,62.16788238864409,23.55712619668823,21.742827135612444,123.39914086025011,-42.166920825578174,12.554228,1.0887728,0.04796531,0.055785727,0.031714745,453.3031713046876
54253618862057728,51.63193424424977,15.954748999786805,25.91432592710913,180.6673861650664,143.94223586615053,17.415731,1.0151302,0.093822084,0.11289303,0.09081284,276.207102019916
57504080175935360,51.98050364864704,18.882065960686035,15.02769334219504,14.180583667450918,-60.50893079661025,8.305555,0.83652806,0.025316307,0.027006943,0.026001493,593.5973735108773
57890562810508160,52.62756964988678,20.10301686772545,26.753434177054164,161.69732021349492,-57.98385409813745,8.132049,1.0384293,0.024477283,0.028543787,0.023689903,1092.9903526079331
60835261108333056,50.91290328101938,19.87304368810325,21.588858976219093,128.88205322791995,61.04995894684387,13.689289,1.1619965,0.018839354,0.018491201,0.015741495,1145.9447588393473
61497407625478272,52.10557922458336,21.88537262630973,17.92084210889686,100.1027000951677,-93.77183774303086,15.469968,1.1550231,0.050349474,0.07985446,0.050379332,355.92908297109244
61557468448003968,53.00663934870446,21.98900089625842,20.548465787313734,61.5279266441365,25.039740674870977,14.921372,1.1336032,0.029835511,0.033256587,0.025664236,688.7251164330229
64758352954660096,56.03665237716925,22.279180295051752,20.99766013222297,91.70285731902824,80.8517987523358,14.389304,1.1353506,0.026881069,0.03357585,0.02309686,781.1318862439201
144631584882018944,66.91900852275626,21.41454273459563,22.73506086454097,99.91900927371591,-71.48509875868288,16.230604,1.0568495,0.063663386,0.07559316,0.05169286,357.1135984589473
145673853185350272,66.27268961387765,22.30289563010432,15.815167031362083,-34.351984902502366,-76.44680397396232,15.642139,1.1442175,0.05104901,0.058503084,0.038354028,309.80359915622427
3276758578799642624,55.67478039838309,6.109708770295868,17.90893361147441,-25.96666594499556,-36.49166985921449,14.830815,1.0702617,0.028607022,0.032549422,0.024350654,626.0327835408526
3278177739074808832,56.2928201169025,8.084832707528017,18.832742503800823,33.395397312935444,-185.3584948049865,9.58997,1.1711768,0.020333055,0.020630213,0.013932202,926.2131294977968
3299407109583164160,64.28787101029437,9.062116294545936,15.85244075735905,38.57854677872923,-97.71159481477724,17.26128,1.1597182,0.11808626,0.13348155,0.10182044,134.24458321704023
3302997083768142464,59.82920498195217,10.626386345457735,15.592173141383777,76.98244644141371,-156.26345320743263,14.907933,1.0959585,0.026676638,0.029976027,0.020927805,584.487938149619
3303772170746554240,60.85997984290263,10.95956181584854,15.480367871484638,-5.122712723800168,-4.967270755873703,14.588053,1.2480878,0.028508732,0.032799285,0.02218596,543.0044335709017
3305182053890142976,61.42769373004889,12.803953166544956,16.694024481601133,-22.32420126902548,-51.52983853263574,15.1869545,1.1215048,0.038008466,0.042473577,0.025316728,439.21858044997487
3306422440445201920,69.17280049119856,11.912240793222027,16.733018785028737,164.96794743357205,-28.06890118311564,9.729554,0.973891,0.014821635,0.017656911,0.011482036,1128.9590375844998
3306634646189021440,68.96612144430583,12.255504212746066,19.93168903026439,91.50547443358722,-13.112977959986104,17.494774,0.93769985,0.1287544,0.14457996,0.09581839,154.8039447992798
3307717596422556928,66.4657421464766,13.502584738819609,22.739119775786293,113.38304331107248,-19.155673748306107,13.912734,1.177181,0.019374017,0.024070166,0.016765704,1173.6915362356858
3309967059774839808,69.1701171674695,15.869204695827204,21.607898747664954,99.90459107635893,-33.823473739301406,6.5345774,1.2725254,0.034783777,0.035308465,0.023471281,621.2062234548293
3311024789960504576,65.39545704764056,14.409703887220196,20.67979693450329,104.19978440400168,-19.148581742579594,6.4990244,1.0944234,0.027044397,0.03289224,0.023072831,764.6610473327725
