cluster,n_stars,baseline_R,baseline_E,R_top5_removed,dR_top5,dE_top5,R_top10_removed,dR_top10,dE_top10,R_top20_removed,dR_top20,dE_top20
hyades,820,0.8438079281225753,14.196594394611514,0.8056917562070205,-0.03811617191555483,-0.7479122874358364,0.8256901119378484,-0.018117816184726965,-0.5801514715118863,0.8168022140581711,-0.027005714064404218,-0.777827516123585
