dr2_source_id,dr3_source_id,angular_distance,Proba
66980362877378432,66980362877378432,0.078945994,1.0
66982458821495424,66982458821495424,0.3459339,1.0
67069835634816896,67069835634816896,0.14901482,1.0
67074096242336384,67074096242336384,0.10824092,1.0
67085641114472320,67085641114472320,0.07744317,1.0
67352066526730240,67352066526730240,0.056523323,1.0
67368353042978560,67368353043627648,0.28133765,0.9
67368834079044224,67368834079044224,0.17644754,0.9
67368868438779392,67368868438779392,0.168855,1.0
67369658709673344,67369658709673344,0.110700265,1.0
67373094686549632,67373094686549632,0.11696608,1.0
67381787700522240,67381787700522240,0.609392,0.9
67527885307288192,67527885307288192,0.096983746,1.0
67618285777617664,67618285777617664,0.17665255,1.0
67667935599570432,67667935599570432,0.042989004,1.0
67724697887107200,67724697887107200,0.16698973,1.0
67732257029618048,67732257029618048,0.06535944,1.0
67832346947351424,67832346947351424,0.084929176,1.0
67899520235887616,67899520235887616,0.07591502,1.0
67998201404864896,67998201404864896,0.1804887,1.0
68014964661425280,68014964661425280,0.0481017,0.9
68046133239891584,68046133239891584,0.023032274,0.9
68097020012324352,68097020012324352,0.044068683,1.0
68117635855255168,68117635855255168,0.13359341,1.0
68120418994061312,68120418994061312,0.12755194,1.0
68120728231661824,68120728231661824,0.09366728,1.0
68129764842889600,68129764842889600,0.08893875,1.0
68141408498321280,68141408498321280,0.0795652,1.0
68142374866825216,68142374866825216,0.09596078,1.0
68150861722174848,68150861722174848,0.07890601,1.0
68152820227358720,68152820227358720,0.05264909,1.0
68162028637205888,68162028637205888,0.06131251,1.0
68162921990400256,68162921990400256,0.27266896,1.0
68167835432980480,68167835432980480,0.16472082,1.0
68170721650939264,68170721650939264,0.045172606,1.0
68174191984522368,68174191984522368,0.0588063,1.0
68175806892217216,68175806892217216,0.13268895,1.0
68185221460637824,68185221460637824,0.008622862,1.0
68186114813689344,68186114813689344,0.16052644,1.0
68195598101454336,68195598101454336,0.12105736,1.0
68232191222851456,68232191222851456,0.20115538,1.0
68233531252642432,68233531252642432,0.062091228,1.0
68236795427794816,68236795427794816,0.11564571,1.0
68254245878512384,68254245878512384,0.11889902,1.0
68254765570883712,68254765570883712,0.12700935,1.0
68259438496008832,68259438496008832,0.155302,0.9
68261053403709312,68261053403709312,0.10283866,1.0
68261946756899456,68261946756899456,0.22277533,1.0
68262973252098304,68262973252098304,0.09004036,1.0
68265279651517056,68265279651517056,0.15409411,1.0
68265588889169664,68265588889169664,0.07317649,1.0
68268165869533568,68268165869533568,0.14632481,0.9
68268303308484224,68268303308484224,0.064151354,1.0
68283421593270400,68283421593270400,0.16240075,1.0
68284104491279872,68284104491279872,0.06604831,1.0
68291977168100480,68291977168100480,0.066918984,1.0
68294554148575232,68294554148575232,0.08003209,1.0
68296650092601088,68296650092601088,0.14429854,1.0
68296886313838848,68296890611072384,0.082939945,1.0
68298093201624960,68298093201624960,0.17005257,0.9
68303487680516224,68303487680516224,0.079357035,1.0
68303659479211776,68303659479211776,0.08446354,0.9
68303728198686080,68303728198686080,0.2657469,1.0
68306099020642432,68306099020642432,0.008494029,1.0
68310359628169088,68310359628169088,0.5819356,1.0
68310359628169472,68310359628169472,0.10696834,1.0
68310561489710336,68310561489710336,0.093503386,1.0
68314414077327744,68314414077327744,0.064257935,1.0
68317609532996480,68317609532996480,0.09032321,1.0
68322145018429952,68322145018429952,0.055550493,1.0
68322454256073344,68322454256073344,0.2716158,1.0
68323485048225152,68323485048225152,0.07240962,0.9
68323966084583680,68323966084583680,0.14860147,1.0
68325649711754880,68325649711754880,0.06762045,1.0
68327402058399232,68327402058399232,0.105365396,1.0
68348155340347776,68348155340347776,0.08791876,1.0
68354374452892160,68354374452892160,0.27930072,1.0
68356367317952256,68356367317952256,0.26469323,0.9
68363411064150272,68363411064150272,0.09405843,1.0
68367190635351936,68367190635351936,0.073018886,1.0
68378563708730624,68378563708730624,0.06552792,1.0
68381793524163968,68381793524163968,0.14060092,1.0
68390417818463872,68390417818463872,0.081659034,0.9
68390830135333504,68390830135333504,0.074541025,1.0
68395399980532864,68395399980532864,0.2684601,1.0
68395606138958592,68395606138958592,0.1088074,0.9
68398732874994944,68398732874994944,0.17788716,0.9
68433814167849728,68433814167849728,0.29363337,1.0
68444878003584384,68444878003882240,0.13037376,1.0
68448142178730752,68448142178730752,0.11885926,0.9
68452265347345664,68452265347345664,0.056864265,0.9
68458514523905408,68458514523905408,0.0217496,1.0
68468203969427200,68468203969427200,0.1089006,0.9
68506347575444096,68506347575444096,0.0780184,1.0
68513356962056704,68513356962056704,0.2014574,0.9
68514559552895488,68514559552895488,0.1228574,1.0
68581694185489920,68581694185489920,0.34494537,1.0
68584034944338560,68584034944338560,0.15751608,1.0
68587161680620288,68587161680620288,0.064199604,1.0
68595751615127296,68595751615127296,0.07907058,1.0
68600321460320768,68600321460320768,0.10492218,1.0
68605058807852928,68605058807852928,0.12825797,1.0
68606918530067072,68606918530067072,0.23011234,1.0
68618978798306432,68618978798306432,0.09336781,1.0
68624613795266432,68624613795266432,0.23779131,1.0
68660554081641472,68660554081641472,0.13150878,1.0
69250235911393408,69250235911393408,0.047572255,0.9
69294319455655808,69294319455655808,0.11390172,1.0
69351219182301184,69351219182301184,0.123796135,1.0
69400010010608768,69400010010608768,0.120951556,0.9
69486733990130048,69486733990130048,0.087078355,1.0
69806039039416832,69806039039416832,0.09554399,1.0
69807963184755840,69807963184755840,0.061891187,1.0
69810093488518784,69810093488518784,0.062041115,1.0
69811364798863744,69811364798863744,0.059691243,1.0
69811639676769536,69811639676769536,0.08845578,1.0
69811948914407168,69811948914407168,0.22923417,1.0
69812945346809344,69812945346809344,0.009457527,1.0
69812945346809600,69812945346809600,0.16837883,1.0
69814388455816960,69814388455816960,0.10492938,1.0
69819027020489088,69819027020489088,0.109147385,1.0
69819404977607168,69819404977607168,0.12748419,1.0
69824730737081600,69824730737081600,0.1893889,0.9
69829541100441600,69829541100441600,0.10910273,1.0
69834282744302208,69834282744302208,0.13676254,1.0
69834759483788928,69834759483788928,0.10229481,1.0
69834866859848192,69834866859848192,0.08603483,1.0
69837134602589952,69837134602589952,0.042844515,1.0
69838131035001856,69838131035001856,0.139203,0.9
69840879814047872,69840879814047872,0.086551666,1.0
69847610026687104,69847610026687104,0.08911711,1.0
69854348831573504,69854348831573504,0.09717176,1.0
69857235049588736,69857235049588736,0.038902376,1.0
69859124835119360,69859124835119360,0.05947638,1.0
69859262274067584,69859262274067584,0.2833952,1.0
69860293066219136,69860293066219136,0.048390374,1.0
69863454162150656,69863454162150656,0.055829316,1.0
69864313155605120,69864313155605120,0.14203489,1.0
69871219462957952,69871219462957952,0.10208136,1.0
69872044096705664,69872044096705664,0.25277862,1.0
69873418486230272,69873418486230272,0.102750786,1.0
69874243118711040,69874243118711040,0.008904664,1.0
69876506565909632,69876506565909632,0.8190174,0.9
69876712724339456,69876712724339456,0.10950343,1.0
69876923179646080,69876923179646080,0.10975559,1.0
69877163697813248,69877163697813248,0.089601226,0.9
69878503727603072,69878503727603072,0.053305183,1.0
69883417170175488,69883417170175488,0.3285397,1.0
69889876800977408,69889876800977408,0.11860302,1.0
69894962042148096,69894962042148096,0.1598189,1.0
69896473870624640,69896473870624640,0.12082108,1.0
69898294936767488,69898294936767488,0.11132277,0.9
69898810332838400,69898810332838400,0.07211963,1.0
69904101732529408,69904101732529408,0.10091403,1.0
69904617128601984,69904617128601984,0.06755851,1.0
69906472554465792,69906472554465792,0.069171675,1.0
69906571336964608,69906571336964608,0.10966539,1.0
69906713072633856,69906713072633856,0.1432366,1.0
69911867033651200,69911867033651200,0.05381704,1.0
69917635172718720,69917635172718720,0.12597147,1.0
69918086146123520,69918086146123520,0.08263152,1.0
69918979499309952,69918979499309952,0.27381298,1.0
69930764889482752,69930764889482752,0.052100662,1.0
69932276717968512,69932276717968512,0.087916285,0.9
69934334006064768,69934334006064768,0.15381691,1.0
69935162935991168,69935162935991168,0.07014499,1.0
69942515919994368,69942515919994368,0.14461337,1.0
69945814454871680,69945814454871680,0.07664622,1.0
69947635521777152,69947635521777152,0.1411581,1.0
69948253997063424,69948253997063424,0.11176327,1.0
69951449452730752,69951449452730752,0.20639293,1.0
69962719446879232,69962719446879232,0.049819455,1.0
69964879813013248,69964879813013248,0.14817742,1.0
69968113925681408,69968113925681408,0.26322803,1.0
69974504837007232,69974504837007232,0.07187323,1.0
69983369649631872,69983369649631872,0.063777044,1.0
69985637392346496,69985637392346496,0.13841783,1.0
69988489250631680,69988489250631680,0.09758817,0.9
69990241597280640,69990241597280640,0.07578583,1.0
69996976105980800,69996976105980800,0.098679565,0.9
70010303387697024,70010303387697024,0.19397119,0.9
70019378655328768,70019378655328768,0.22288936,1.0
70028170451469312,70028170451469312,0.08832953,1.0
70035351636365824,70035351636365824,0.117660806,1.0
70037795475083008,70037795475083008,0.16418134,0.9
70042743277270016,70042743277270016,0.09748547,1.0
70044628765739776,70044628765739776,0.034031507,1.0
70049477786093056,70049477786093056,0.18345916,1.0
70060610341280128,70060610341280128,0.09601198,0.9
70072773688658432,70072773688658432,0.14289726,0.9
70088819686490496,70088819686490496,0.14450705,1.0
70091259227969920,70091259227969920,0.059838858,1.0
70097581419826944,70097581419826944,0.06317889,1.0
70098612211973248,70098612211973248,0.18499438,1.0
70114039734416128,70114039734416128,0.17887324,1.0
70121805035254144,70121805035254144,0.092643194,1.0
70127955428529536,70127955428529536,0.09832705,1.0
70132658415356672,70132658415356672,0.09369821,0.9
70150357977789056,70150357977789056,0.12748958,1.0
70152144684310144,70152144684310144,0.104682475,1.0
70153484713977472,70153484713977472,0.078732364,1.0
70158977974956672,70158977974956672,0.100756675,1.0
70160287942261376,70160287942261376,0.099233836,0.9
70165476262750976,70165476262750976,0.030688703,1.0
70169251536714624,70169251536714624,0.0868951,1.0
70175474946486784,70175474946486784,0.06562925,0.9
70189837317110016,70189837317110016,0.06466506,1.0
70200935512668800,70200935512668800,0.08322239,1.0
70215705904150272,70215705904150272,0.33430022,1.0
70234882933734400,70234882933734400,0.07089265,0.9
70242785673539712,70242785673539712,0.20523803,1.0
70248180152474368,70248180152474368,0.25882784,0.9
70252681278085376,70252681278085376,0.11258069,1.0
70274190474468864,70274190474468864,0.3188965,1.0
70313016978627584,70313016978627584,0.12505347,0.9
70334384440377472,70334384440377472,0.17565037,1.0
70356580830628864,70356580830628864,0.10611039,1.0
70403589251055232,70403589251055232,0.08977737,0.9
70404894921335936,70404894921335936,0.17638889,1.0
70461554129560448,70461554129560448,0.053424012,1.0
70462688000922880,70462688000922880,0.13997722,1.0
70493268167993984,70493268167993984,0.28266597,1.0
70495707709395584,70495707709395584,0.09960253,0.9
70938810893886208,70938810893886208,0.051277604,1.0
71021927100882560,71021927100882560,0.033218857,1.0
71042439864623104,71042439864623104,0.06488477,1.0
71056252479453056,71056252479453056,0.052255463,0.9
71079441007018880,71079441007018880,0.17734067,1.0
71100404743364992,71100404743364992,0.08228922,0.9
71103428400426368,71103428400426368,0.44016904,0.9
71108440625265280,71108440625265280,0.38243762,0.9
71161771235981312,71161771235981312,0.095222265,0.9
