source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,ruwe,parallax_error,pmra_error,pmdec_error
3307516660672931584,68.77368125958311,13.173594071494676,21.412135174332253,100.72156144527857,-16.62055111378016,13.70326,1.1834246,0.019940645,0.024130924,0.016695201
3308269757418376576,68.9525756160403,13.287966114514596,20.295811163072454,94.57335248251292,-18.538719825755333,13.615199,1.238572,0.018649504,0.021081362,0.016160643
3309411909481617024,68.15750620823441,14.62385530430252,16.38046353060425,7.738649487232484,110.26417357626312,16.928297,0.9790503,0.08829675,0.09176358,0.06185148
3309923972662998656,69.74621453740248,15.750946960377778,18.62562446399521,28.472394033001354,-39.385329922199624,15.625179,1.0463206,0.049276788,0.05221271,0.030094065
3309976405623744256,69.60786050410326,15.88632817189611,20.88378436629215,-26.787161559414674,-279.307512674521,13.46985,1.2069429,0.020044686,0.024169888,0.01448146
3312425769635942656,67.51380640413643,14.903572814981922,21.091518884547874,-18.6839859974469,-36.3746533095047,11.689961,1.2792013,0.021222407,0.025904147,0.01578284
3313285110990793472,68.48680175601453,16.86893699017762,21.48256636168679,102.05202469721355,-28.39885970028468,13.742438,1.2430022,0.020551529,0.024030669,0.015799971
9717316263341824,52.62309020789262,6.778570715414161,15.733283442387533,200.1336352581676,17.781108891527506,15.162764,1.0738927,0.03247818,0.037279446,0.028305175
36216886524891008,57.51052498964539,10.781984245409573,22.16378366188254,88.88214664793853,-51.414795262311834,16.83011,1.2509478,0.1169203,0.13679789,0.09448262
38453464973610496,59.64962162295746,13.104994105755837,16.3593968480099,81.4180885067902,-6.879090948308814,8.847413,1.0443559,0.017378304,0.0205145,0.014199681
43317841853753600,56.09837893905875,16.496199217007245,22.61668743523057,506.5283442298249,-79.0845658542898,13.397084,1.1663136,0.016193137,0.021054817,0.014852074
46106581298385280,63.032295738370316,17.626013239950193,23.316312552259124,126.95643112401746,-37.90688907179175,13.566901,1.2037457,0.07890037,0.10417201,0.06663411
47751828650825856,65.05889052370046,18.70196761968929,20.644823633460607,105.09720116301764,-31.766270421566404,17.380816,1.0328475,0.10241049,0.13686438,0.101837724
48123085623867008,66.63607249520673,19.90537015974438,15.825494242864455,55.04544707363739,-57.63142106772311,14.825043,1.0875779,0.02781794,0.038222577,0.026955357
48322200307502592,66.56469767372471,20.109371001056534,23.682766626783728,35.85305998890034,-61.389056454457645,15.244391,1.0822481,0.039243076,0.049256124,0.03376776
49102063289298944,64.58610989911898,20.36067421559666,27.575481207207222,-53.15571963929708,28.170181259494793,10.005727,0.92898816,0.014879857,0.017629286,0.013484506
49131681384221952,65.44163945529262,20.395550027325378,20.540163199450884,104.811415931944,-33.41532847520043,17.93693,0.94564676,0.1561106,0.19734012,0.13963735
50427387118457984,60.065517618885764,19.409999779203414,20.784654277557593,124.05003154447888,-33.15864551058504,14.678405,1.205549,0.031543713,0.033380296,0.02249931
51789166629740672,58.970214421165394,21.936820094670242,15.047764998038083,-24.823316308774352,2.4682000854875623,16.966316,1.0382744,0.079266265,0.09538242,0.05730317
58263984446156544,54.16819648615897,21.301233710469663,17.105175994944318,167.04806497988065,-334.634595435891,16.734383,1.1157084,0.07579284,0.08814466,0.070766896
63151038753430912,55.99678344277846,20.277202606653905,18.319318478991885,111.60753520500172,-297.1675500835117,15.076131,1.1115524,0.033979405,0.04033608,0.028249616
64743269029603840,56.373931878452964,22.22154073534159,28.688533568557624,-0.5280218412608519,-215.1757608777468,13.868805,1.1120247,0.020972556,0.026166828,0.017995393
66029182240278016,60.869112533327176,24.29729751370435,28.35690192610473,-11.222738292346856,-32.78069632710297,16.185543,1.0402217,0.06850509,0.091634646,0.046624407
144171233106399104,67.81589657872274,20.132994598786517,21.709497140089493,106.53332318806763,-39.29482776447058,8.404495,0.9009007,0.020119479,0.027965251,0.01953533
144563621319676672,67.30440720566574,21.186253006669908,23.583508687763775,-138.67311605786088,-271.59160175523544,12.674474,1.2369301,0.01898976,0.021799516,0.016234342
144923161619697152,69.27951935887005,22.28421792324624,15.9252343748568,201.3072761751695,-7.048159434518802,9.276911,0.8866072,0.015108559,0.017231409,0.013159515
146727391481452544,69.24266407105962,23.27715799874353,20.3687781601637,91.3865417851164,-44.813588017583925,17.21223,1.0285324,0.110327736,0.14868285,0.09571253
3277175602945236608,57.89330364782346,7.373053725634998,27.636155398012438,173.3812932370915,3.3579536391559106,15.030052,1.1017222,0.035457805,0.038837604,0.028014071
