source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,ruwe
137340551477551360,45.222906333777345,35.37481047771666,1.39197747753596,2.8143842838698596,-7.654630490652191,14.576084,1.021348
137340551477552256,45.21766571280713,35.37021769886454,0.42211449363618264,0.6931625195693368,-0.2390511609153767,16.233234,1.0125381
137341273032055168,45.16394590758328,35.40069414752597,0.6691866289604059,14.693254047081847,-18.297076947504966,17.083239,0.9910898
137341371816278912,45.11933006486768,35.40016521710346,1.5333155097867124,8.192802516323791,-4.507632349540496,17.025196,1.0634748
137341440534741888,45.09654396645605,35.40782954670382,1.438171063825129,6.33528856624565,-3.9387415867453943,13.466935,19.299345
137345220105951616,44.933970453635496,35.302560182971014,1.4433040191367115,18.31897681319401,7.093926053711732,14.132316,1.0921298
137345258761735424,44.93887946404236,35.31423783242123,0.7541827748315763,8.210209237682374,-7.149614007655419,14.387097,1.0767295
137350069124999680,44.81052611734577,35.40500983222956,0.43037110714653504,4.777170920848812,0.1296122616487881,17.095379,1.0823151
137350412722382080,44.778118169104864,35.436368243338336,1.2337075886417095,-3.812807916830614,-8.11186465223679,15.601425,0.96272284
137351237356192000,45.02140608118575,35.38066912080817,0.5664048336467091,-4.239091897991432,0.18918881926672773,15.778702,1.1048831
137351542298815360,45.04179396674734,35.3738224812548,0.7689526893377684,-2.7189485857514577,-2.3973956852398057,17.46416,1.023493
137354501531635712,45.05681949148009,35.4939260940067,0.6419685287069414,3.8795183956733736,2.3431685166940266,16.010012,0.98485464
137356558820682752,44.854529571732336,35.47765684775309,0.6864741818598046,0.7174025441116015,-2.596116724372921,16.736818,0.9897135
137358659059577472,45.0525737019723,35.62993956392057,0.29351310266817415,2.4155847618845625,3.1117639038382876,16.80985,1.9575558
137359037016702464,44.92115505130284,35.59398134928934,0.862140604353106,-0.07305913373119455,-3.4345528066944135,15.334347,1.0793564
138485108722853504,49.16730430741605,37.11304563283368,2.290346086289671,-5.782557662228385,-4.579974568572881,15.787892,0.9435548
138763800560396928,47.050653602987595,36.267786315546104,0.14756551019830116,-0.19932015934784852,-2.1901819725509473,16.870224,1.4721038
138801218315665408,45.7453954252889,35.62969210830676,1.6438978486305467,5.869375483533917,2.0563735492577324,17.18069,0.9748272
138824136261336832,45.931392171554464,35.73597172392723,0.3248939536285734,-0.5225075322034252,-1.0609842491624288,17.044561,0.92173797
138825613729882368,45.78126466619999,35.69022885570982,1.3552458504953595,8.121879702805927,-12.400218613524022,14.381438,1.1068655
138826300924632576,45.77444101212777,35.73596938221192,0.6864062960258722,2.18807122079546,-3.0445290295111667,16.71361,0.9554792
138827155622039424,45.91885578013307,35.752328826387284,0.7401840189191777,7.510695385784873,-4.393744333445277,17.508314,1.0179425
138828152054515584,45.84024630836592,35.81364804825435,0.24204858593310388,1.986393710853211,-2.624038217752536,17.97837,1.0595136
138829805618148480,46.09555442652746,35.81793034046685,0.4190667560357317,-0.335704305972258,-0.20285248783385512,16.050583,1.2724953
138833001073802240,46.14045285299357,35.92703733338913,3.2678424035010036,23.34963773580413,-17.219199175371457,17.413124,1.0329452
138835298880226560,45.97480322634725,35.95028853423164,0.3054993629934954,-1.8240406707127796,-0.253444442576488,17.774088,1.0019143
138841006892772864,45.43724405834489,35.50104608894097,0.22605639561263274,-2.779646741345757,-5.033142363785964,16.102905,1.0462831
138844919607524608,45.419518863612474,35.61059366113215,0.2369122336885579,0.6631730949147631,-4.279146955133998,17.772524,1.0620053
