realization,purity,contamination,cluster_median,field_median,delta
8,0.3,0.7,0.9787595160808411,1.00309652067981,0.024337004598968814
9,0.3,0.7,0.9573634321811377,1.022953201542892,0.0655897693617542
10,0.3,0.7,0.9304119404343014,1.0051118865936566,0.07469994615935516
11,0.3,0.7,0.9223000799095822,1.013036461682697,0.09073638177311483
12,0.3,0.7,0.9442884908756703,1.0101583524239612,0.06586986154829089
13,0.3,0.7,0.9607682359113086,1.0293207983197972,0.06855256240848862
14,0.3,0.7,0.8701355447590058,0.9648778397822053,0.09474229502319953
15,0.3,0.7,0.91889467019951,1.003496866278606,0.08460219607909591
16,0.3,0.7,0.8769414363099628,0.9989763587780502,0.12203492246808745
17,0.3,0.7,0.9019859283678022,0.9711982245036193,0.06921229613581703
18,0.3,0.7,0.9515807692777178,1.0228086891421426,0.07122791986442478
19,0.3,0.7,0.9759077559133397,0.9932232148934184,0.01731545898007869
20,0.3,0.7,0.9189747930873908,0.997823375403212,0.07884858231582115
21,0.3,0.7,0.9299631931696712,0.982732667064991,0.05276947389531972
22,0.3,0.7,0.9159855638689296,0.9937109160435047,0.0777253521745751
23,0.3,0.7,0.9662490599731219,1.0034077574917246,0.03715869751860268
24,0.3,0.7,0.9143301988930834,0.9687178586444378,0.0543876597513544
25,0.3,0.7,0.9482739968368495,0.987842527661998,0.03956853082514844
26,0.3,0.7,0.9266293295253205,0.9840432901711818,0.05741396064586124
27,0.3,0.7,0.937745163514794,0.9625404810463657,0.024795317531571714
28,0.3,0.7,0.9025532799688069,1.0046233354566694,0.10207005548786252
29,0.3,0.7,0.9162121638798959,0.9897863198985735,0.07357415601867756
30,0.3,0.7,0.8924807511197113,0.9948118599915714,0.10233110887186014
31,0.3,0.7,0.9063731549271077,0.9793380358364742,0.07296488090936648
32,0.3,0.7,0.9361204681820599,1.0144463697739554,0.07832590159189556
33,0.3,0.7,0.9311425651164373,0.9584000797541801,0.02725751463774273
34,0.3,0.7,0.930542512584522,0.9920216162076759,0.0614791036231539
35,0.3,0.7,0.9714432012139976,0.9566857233754529,-0.014757477838544752
36,0.3,0.7,0.915651062960827,0.980406246232693,0.06475518327186602
37,0.3,0.7,0.8925127150923354,0.9748692395593445,0.08235652446700903
38,0.3,0.7,0.907157461296527,0.9890403340067635,0.08188287271023653
39,0.3,0.7,0.882198375003284,0.9968663655398244,0.11466799053654042
40,0.3,0.7,0.898170864959553,1.0037155964216504,0.10554473146209742
41,0.3,0.7,0.9548640161229583,0.9896896233816677,0.03482560725870931
42,0.3,0.7,0.9249586621924024,0.9638928949279231,0.03893423273552066
43,0.3,0.7,0.9407808030789497,0.9992148394196524,0.058434036340702655
44,0.3,0.7,0.8997254464987441,0.9953509749511393,0.09562552845239525
45,0.3,0.7,0.9217726807322129,0.9953960480147939,0.07362336728258101
46,0.3,0.7,0.8745523761689453,0.9723025353345115,0.09775015916556618
47,0.3,0.7,0.8966750635169256,0.9801286857094158,0.0834536221924902
48,0.3,0.7,0.9406034472384501,1.0236144312291522,0.08301098399070206
49,0.3,0.7,0.9068817574957944,0.9973977750163876,0.09051601752059324
0,0.2,0.8,0.952712838704785,0.9596635525965251,0.006950713891740179
1,0.2,0.8,0.8835516012784612,1.001332810560818,0.11778120928235669
2,0.2,0.8,0.9022279480578258,0.9236407190436692,0.021412770985843377
3,0.2,0.8,0.9428880173949183,1.04753948817975,0.10465147078483161
4,0.2,0.8,0.9428202061016326,1.0326961688484042,0.08987596274677156
5,0.2,0.8,0.9613953154660211,0.9775496419660674,0.016154326500046334
6,0.2,0.8,0.9172383865314283,1.0067480273432312,0.0895096408118029
7,0.2,0.8,0.9465285940418944,0.9974601719344081,0.05093157789251368
8,0.2,0.8,0.9126491837040864,0.939380889452496,0.02673170574840955
9,0.2,0.8,0.9413733525183352,0.9863389856493101,0.0449656331309749
10,0.2,0.8,0.9546823544841618,0.9620457384345112,0.007363383950349411
11,0.2,0.8,0.9340113118680947,1.0088179099600056,0.07480659809191093
12,0.2,0.8,0.9340147884379352,1.0190097450627187,0.08499495662478351
13,0.2,0.8,0.9417513537873781,0.9774592957103563,0.035707941922978215
14,0.2,0.8,0.9191740565853884,1.0253790243956868,0.10620496781029842
15,0.2,0.8,0.9388390399641928,1.0022240066305965,0.0633849666664037
16,0.2,0.8,0.942095797914553,1.0117403275289512,0.06964452961439815
17,0.2,0.8,0.9312023082090588,0.9947381347026548,0.06353582649359601
18,0.2,0.8,0.9542067091652994,0.9649026677778352,0.010695958612535805
19,0.2,0.8,0.9462736639697626,0.9640121376846915,0.01773847371492887
20,0.2,0.8,0.8963966295010584,0.9869038647997771,0.09050723529871874
21,0.2,0.8,0.9276811128031164,0.9738369964574031,0.04615588365428669
22,0.2,0.8,0.9539774181723268,0.9688973040293665,0.014919885857039628
23,0.2,0.8,0.9705242478965446,1.0026349666755636,0.032110718779019054
24,0.2,0.8,0.9528485294111009,0.986161271282327,0.033312741871226126
25,0.2,0.8,0.9382457406185511,1.0076171816512667,0.06937144103271553
26,0.2,0.8,0.9492755178768567,0.9869196008515555,0.03764408297469879
27,0.2,0.8,0.978765611682746,1.004728991583551,0.025963379900804884
28,0.2,0.8,0.8874204683895591,0.9723090853462367,0.0848886169566776
29,0.2,0.8,0.9062878085462578,0.9908333645851513,0.08454555603889347
30,0.2,0.8,0.9808245194473839,0.9955076254930082,0.014683106045624283
31,0.2,0.8,0.9499689952392203,1.0091431798411614,0.05917418460194113
32,0.2,0.8,0.9317043667183669,1.0014752651376928,0.06977089841932593
33,0.2,0.8,0.9010685368396145,0.9840790876265343,0.08301055078691977
34,0.2,0.8,0.9385130098229373,1.0102550124396446,0.07174200261670727
35,0.2,0.8,0.947584821420376,0.9804586426436903,0.03287382122331428
36,0.2,0.8,0.9930535246966209,0.9867744906885613,-0.006279034008059625
37,0.2,0.8,0.889922587364846,0.9975536814644208,0.10763109409957483
38,0.2,0.8,0.9253765587450191,1.0069732408160912,0.08159668207107207
39,0.2,0.8,0.9397111586013164,0.9581313105182647,0.018420151916948346
40,0.2,0.8,0.9643898081600952,0.9866263554227426,0.022236547262647344
41,0.2,0.8,0.9347724106630244,0.9923765773176484,0.05760416665462398
42,0.2,0.8,0.96538222646241,0.9963999624170065,0.031017735954596448
43,0.2,0.8,0.8844168027299901,0.9936400845802885,0.10922328185029839
44,0.2,0.8,0.9199563054555147,0.991382450219243,0.07142614476372833
45,0.2,0.8,0.953608413812248,1.010355204006141,0.05674679019389295
46,0.2,0.8,0.9920259544062497,1.0214053063714408,0.029379351965191036
47,0.2,0.8,0.9600105908027741,0.9641486013826949,0.004138010579920803
48,0.2,0.8,0.9209039179535268,0.9946148698379882,0.07371095188446142
49,0.2,0.8,0.9516877310672447,0.9846471542307744,0.03295942316352973
0,0.1,0.9,0.979939678910096,0.9985465767935124,0.018606897883416407
1,0.1,0.9,0.966774607484427,0.9760107897930526,0.009236182308625551
2,0.1,0.9,0.9495097429040174,0.9684624662050441,0.018952723301026708
3,0.1,0.9,0.9972285060424824,1.0114756744658386,0.014247168423356271
4,0.1,0.9,0.9629086274539131,0.9575447528839408,-0.005363874569972338
5,0.1,0.9,0.9477611957514791,0.9742279638655813,0.0264667681141022
6,0.1,0.9,0.9952482340578362,0.9966397227484527,0.0013914886906164492
7,0.1,0.9,0.9772340799937387,0.9861448524245314,0.008910772430792746
8,0.1,0.9,0.966181344598112,0.9788775917531285,0.012696247155016493
9,0.1,0.9,0.971925192531388,0.9909545168095947,0.019029324278206694
10,0.1,0.9,0.987832382259596,0.9861629171433748,-0.001669465116221236
11,0.1,0.9,0.9703170825974983,0.970613988308326,0.000296905710827744
12,0.1,0.9,0.9918012472482374,1.0086063299586439,0.016805082710406483
13,0.1,0.9,0.9475627126105026,0.9676309649415094,0.02006825233100673
14,0.1,0.9,1.0001741855676713,0.9743704143669936,-0.025803771200677783
15,0.1,0.9,0.985235809074214,0.966732349323908,-0.018503459750306095
16,0.1,0.9,0.9238037899515295,0.9711288244891436,0.04732503453761416
17,0.1,0.9,1.0087200856621499,1.00086136813476,-0.007858717527389869
18,0.1,0.9,0.9428572310545348,0.9835502942970775,0.04069306324254274
19,0.1,0.9,0.9672357822266167,0.990968861069222,0.023733078842605337
20,0.1,0.9,0.9760500983119291,0.9919686398893641,0.015918541577434997
21,0.1,0.9,0.9651534963186874,0.9666519625692873,0.0014984662505999058
22,0.1,0.9,0.9470524900961637,0.981727065553078,0.034674575456914325
23,0.1,0.9,0.9371866498439504,0.9376904310781928,0.0005037812342424397
24,0.1,0.9,0.9939373324156273,0.9810194487117615,-0.012917883703865818
25,0.1,0.9,0.9836897423413682,0.9657684316218195,-0.017921310719548722
26,0.1,0.9,1.036293952368395,0.9947602710596332,-0.04153368130876178
27,0.1,0.9,0.9531884071009291,0.9975042315000037,0.044315824399074555
28,0.1,0.9,0.9444916544133553,0.9818547256158427,0.0373630712024875
29,0.1,0.9,1.0100114265001618,0.9928453635119927,-0.01716606298816914
30,0.1,0.9,0.9810860558189847,1.0135224668351994,0.03243641101621475
31,0.1,0.9,0.9790079130720095,0.9826596139804161,0.0036517009084066077
32,0.1,0.9,0.9406637061352576,0.9937961000480744,0.05313239391281677
33,0.1,0.9,0.9766039019980017,1.0070556727708961,0.030451770772894404
34,0.1,0.9,1.001136225660845,0.9906154661569648,-0.010520759503880095
35,0.1,0.9,0.9584342100178374,0.9770104744616711,0.018576264443833757
36,0.1,0.9,0.9911475161094059,1.0074759400547557,0.016328423945349835
37,0.1,0.9,0.9766780770683222,0.9904840817573971,0.013806004689074891
38,0.1,0.9,0.9603507668021068,0.9917886446908905,0.031437877888783605
39,0.1,0.9,1.0209392794663361,1.0340439897161877,0.013104710249851603
40,0.1,0.9,0.9773730701290395,1.0031198881954801,0.025746818066440635
41,0.1,0.9,0.93413726262861,0.9506487310067657,0.016511468378155758
42,0.1,0.9,0.9851287948787097,1.0045113199409315,0.01938252506222171
43,0.1,0.9,0.9411931420290791,0.9731267643615358,0.03193362233245667
44,0.1,0.9,0.9702114623861147,0.9912958636131333,0.0210844012270186
45,0.1,0.9,0.9814478522728309,1.0024664842506474,0.021018631977816504
46,0.1,0.9,0.9546223492321573,0.9795078017011314,0.024885452468974112
47,0.1,0.9,0.9884521328137156,1.034184629335996,0.0457324965222804
48,0.1,0.9,0.9581362654925462,0.9942186260310234,0.03608236053847724
49,0.1,0.9,0.9281479532796953,0.9871377043980354,0.05898975111834004
0,0.0,1.0,1.0119909580882505,1.0124757473584238,0.00048478927017336915
1,0.0,1.0,0.9854992233176161,0.9915251694807097,0.006025946163093598
2,0.0,1.0,0.9753479143881547,0.972673275665787,-0.002674638722367728
3,0.0,1.0,0.9797819915117627,0.9909873533369131,0.011205361825150417
4,0.0,1.0,1.015959887327957,1.0169579347758058,0.0009980474478488155
5,0.0,1.0,1.015730482353125,1.0142070864515906,-0.0015233959015343856
6,0.0,1.0,0.9897577796611026,0.9830700221010458,-0.006687757560056795
7,0.0,1.0,0.9981790970582327,0.9937938272477456,-0.004385269810487147
8,0.0,1.0,0.9775326670602236,0.9855747923609655,0.008042125300741887
9,0.0,1.0,0.9609613678733112,0.9644701420754054,0.003508774202094167
10,0.0,1.0,0.9822568696612692,0.9741160473416317,-0.00814082231963753
11,0.0,1.0,0.9740690631080304,0.9808643663833474,0.006795303275316966
12,0.0,1.0,0.9751519033255192,0.9827362824142354,0.007584379088716231
13,0.0,1.0,1.0149218930820552,1.01223378811006,-0.00268810497199512
14,0.0,1.0,0.9956970465201919,0.9938988599297818,-0.001798186590410089
15,0.0,1.0,1.011703936651294,1.0130135330217347,0.001309596370440591
16,0.0,1.0,0.9958652834350548,0.9966113966124205,0.0007461131773657259
17,0.0,1.0,1.0110303204451934,1.0067471179936125,-0.00428320245158087
18,0.0,1.0,1.0015924114080768,1.0021206924285726,0.0005282810204958466
19,0.0,1.0,0.9833461595916406,0.9742534232966533,-0.009092736294987303
20,0.0,1.0,0.9943454690994926,0.9939279309567832,-0.00041753814270939493
21,0.0,1.0,1.0084495637417246,1.0083002929168137,-0.0001492708249108965
22,0.0,1.0,0.9951420238849582,0.9918573494732081,-0.003284674411750066
23,0.0,1.0,1.0097339963022112,1.0061789818047169,-0.003555014497494291
24,0.0,1.0,0.9878200737657894,0.9965555821355432,0.008735508369753786
25,0.0,1.0,1.0031982190320852,1.000703028156169,-0.002495190875916098
26,0.0,1.0,0.9871302020873771,0.9850460113185673,-0.002084190768809835
27,0.0,1.0,0.9943994338717166,0.9852520242376475,-0.009147409634069126
28,0.0,1.0,1.0033649371056947,1.0036426470601314,0.0002777099544366557
29,0.0,1.0,0.9712609781150439,0.9738484202242227,0.002587442109178828
30,0.0,1.0,0.9998192220450846,0.9913464751012869,-0.008472746943797627
31,0.0,1.0,0.9959432424935234,0.9949799491486271,-0.0009632933448963099
32,0.0,1.0,0.993427719030793,0.989788079745278,-0.0036396392855149173
33,0.0,1.0,1.0057712058327781,1.0103448396086978,0.004573633775919683
34,0.0,1.0,1.0081123581899827,1.0135104914795725,0.005398133289589824
35,0.0,1.0,0.9860944613074851,0.9926129011731635,0.006518439865678349
36,0.0,1.0,0.9989478302889014,0.9940381971994408,-0.0049096330894606854
37,0.0,1.0,0.9509648981559884,0.9532702853844113,0.002305387228422884
38,0.0,1.0,0.9799768422823618,0.9806562255940028,0.0006793833116409687
39,0.0,1.0,1.0151375026686513,1.0152119604041152,7.445773546388423e-05
40,0.0,1.0,0.9853098843457941,0.9863757287996684,0.001065844453874254
41,0.0,1.0,1.0159078471421794,1.0206134803970084,0.004705633254828978
42,0.0,1.0,0.9713559393764954,0.9820653630310472,0.010709423654551742
43,0.0,1.0,1.0198244167930772,1.0183572658624844,-0.0014671509305927977
44,0.0,1.0,0.9962395742186406,0.9962405340913624,9.598727217507985e-07
45,0.0,1.0,1.0203811479267677,1.0199345002467157,-0.0004466476800519814
46,0.0,1.0,0.9721705162302405,0.9719195679212034,-0.0002509483090371578
47,0.0,1.0,0.9979584653065137,1.006129586110462,0.008171120803948329
48,0.0,1.0,0.9540592859807187,0.95136049565968,-0.002698790321038702
49,0.0,1.0,1.008496490582445,1.0043177461159627,-0.004178744466482254
