realization,purity,contamination,cluster_median,field_median,delta
3,0.8,0.19999999999999996,0.8866501155904472,0.9887907697329131,0.10214065414246598
4,0.8,0.19999999999999996,0.8078836271604469,0.9798925899560297,0.17200896279558275
5,0.8,0.19999999999999996,0.8124569983332021,0.9610611805353204,0.14860418220211835
6,0.8,0.19999999999999996,0.84835691303309,0.9869810156988377,0.13862410266574765
7,0.8,0.19999999999999996,0.8719938638443192,1.0069409684217363,0.1349471045774171
8,0.8,0.19999999999999996,0.7974925644168481,0.9800072767429968,0.1825147123261487
9,0.8,0.19999999999999996,0.7784221572225205,0.981915649165571,0.20349349194305044
10,0.8,0.19999999999999996,0.8312698588028177,0.9964328732247034,0.16516301442188575
11,0.8,0.19999999999999996,0.8149966008327298,1.0216878749712643,0.2066912741385345
12,0.8,0.19999999999999996,0.8448232449073967,0.9881585268185759,0.14333528191117917
13,0.8,0.19999999999999996,0.796925437222317,0.9903895860511591,0.1934641488288421
14,0.8,0.19999999999999996,0.75267041009372,1.0236388996642827,0.27096848957056263
15,0.8,0.19999999999999996,0.8241439879244894,1.0271953476500792,0.20305135972558985
16,0.8,0.19999999999999996,0.831673515626147,1.0160466524149356,0.18437313678878864
17,0.8,0.19999999999999996,0.8044237563307244,0.9998897082153263,0.19546595188460192
18,0.8,0.19999999999999996,0.8322865158922366,1.0048042049711814,0.17251768907894482
19,0.8,0.19999999999999996,0.8655145168970888,0.9892038453532679,0.12368932845617908
20,0.8,0.19999999999999996,0.8062841823975616,0.9463265405879531,0.14004235819039146
21,0.8,0.19999999999999996,0.76869292722117,0.976426378112959,0.20773345089178896
22,0.8,0.19999999999999996,0.8109756370519089,1.0153598051609372,0.20438416810902826
23,0.8,0.19999999999999996,0.7889875946686431,0.9687938897548395,0.1798062950861964
24,0.8,0.19999999999999996,0.8665265217168889,1.0012800007508633,0.1347534790339744
25,0.8,0.19999999999999996,0.8333785777100833,1.0439416883723633,0.21056311066228006
26,0.8,0.19999999999999996,0.8262446392872536,0.9820963796513642,0.15585174036411065
