population,source_id
field,3150895383143296
field,2258534322809984
field,1044746500475136
field,52162378626432
field,3254524354066048
field,3306579357675264
field,1750461166743680
field,1076524962811904
field,245298467766912
field,12924110645133312
field,3527924792255616
field,623702266528128
field,13050687627278976
field,7388000879760768
field,17595484579416960
field,911946111600512
field,582882897367168
field,474477922791168
field,603288286279168
field,771895818129024
field,740113060180096
field,846589594185856
field,1961910996698112
field,2320145628943104
field,1729398647131392
field,772613077449728
field,975236749639680
field,9043826736128640
field,15190719506172800
field,12550517209987712
field,4026239782734208
field,3912650782849792
field,9078706165826432
field,3938076989201024
field,639129789038080
field,3270570351885184
field,947680239456640
field,2884607410752896
field,1956516517777280
field,11565629669355520
field,1933461133304576
field,1046876804250624
field,122943439626112
field,706848537721856
field,177197466380800
field,1729153833387776
field,4080768687170944
field,699946525925504
field,15916191021922432
field,105724915110784
field,751417414095744
field,1037805833315584
field,10834209623467776
field,3535277776235008
field,1832134264949376
field,616654224567552
field,9015656045951104
field,7834192147115008
field,8603747207217152
field,3627877271123456
field,7424387842669184
field,980115832483456
field,4414436106473856
field,260966508484480
field,11349880579806592
field,12396516862667648
field,1745513364419712
field,3219821018264576
field,15729274045277696
field,907444985876224
field,14766239298142592
field,13813478112968576
field,12893530478007552
field,801960589180160
field,2123367407641472
field,914037760815616
field,1949644570101248
field,12278456802498688
field,16832595308758016
field,2485450330197504
field,2163740100209152
field,16901246065682816
field,2502286602016896
field,3159244799560704
field,13764098873362304
field,183760176405632
field,13039868603785600
field,9640998988714752
field,746985007819392
field,557147453230720
field,2165797388834816
field,2253900053418752
field,13599726180539392
field,12064155114598656
field,3267649774121856
field,9397873775512064
field,1010558560781312
field,9844584734169856
field,16036347026949120
field,1066560638836096
field,1945895063408128
field,640710336995072
field,2252250785986944
field,8934910660789376
field,1007500544070912
field,662356972161536
field,15632448302035840
field,3564586633083904
field,2669859046084736
field,785021238163456
field,7511799017183360
field,810447444548224
field,3611036704039296
field,4195976890220288
field,910807944805760
field,930981406632192
field,11954341389772160
field,4039163339408128
field,1731838188552832
field,3142442887533440
field,2565680319287040
field,629023730307456
field,9186110412738304
field,4063004702418176
field,1700192869526912
field,239319873292928
field,4034039443390080
field,915141567260928
field,17985815502755072
field,707162071071872
field,937922073765888
field,2985796840276224
field,11375341143016192
field,4363965946313984
field,208808425640704
field,926304186767872
field,826768320257024
field,2906387189670272
field,15095749189189504
field,2180091040186368
field,4296552139481856
field,3631828641036800
field,987159578988800
field,14628765984906880
field,7610888206950784
field,11360158433754240
field,10310468426957440
field,13238158653933056
field,3077777859864960
field,1844739993374080
field,571544183704192
field,565187632127360
field,2723906914510464
field,1096870223541120
field,11847929280076416
field,1931124671097984
field,9799504757531904
field,1753862780835968
field,2475245487935872
field,13164075594240
field,14521013845410816
field,10472886909884928
field,3625472089444480
field,9187592176891776
field,244267675615616
field,3612930784903168
field,27168318142811776
field,2478818900725120
field,3124816341732352
field,567180496932224
field,230970456877696
field,2151576752836864
field,774434143155456
field,1753965860050560
field,625317174259456
field,4192953233237248
field,758907837031680
field,13522279330334976
field,3274281203623552
field,3307640214061440
field,634285065926912
field,148056112656384
field,1069141914689536
field,676788062301824
field,17183756130064768
field,3566167181045888
field,464891555793280
field,1016842097370368
field,2841829536506880
field,169810122607488
field,778424168402304
field,3258815025843968
field,16580600987625728
field,463207928588416
field,1108823117434368
field,1059967864557952
