contamination,cluster_mean,cluster_ci_lower,cluster_ci_upper,field_mean,margin_mean,separation_freq
0.0,0.8511499424473904,0.8420253738291654,0.8640263184653808,0.9881272397276387,-0.016504289986591446,0.32
0.19999999999999996,0.8200838179665956,0.7578549278746641,0.8689712746792662,0.9875166504144799,-0.016104209764074305,0.33999999999999997
0.4,0.8732907494819757,0.8066992349941161,0.9400667100587518,0.9845254605697251,-0.07790454436083338,0.12000000000000002
0.6,0.911186234741062,0.8622653689236017,0.9677634797415224,0.9893531951734127,-0.07356541951588572,0.06000000000000001
0.8,0.9340430258797883,0.8894257561052816,0.97636495998776,0.991659952459606,-0.08102715458507671,0.02
1.0,0.9906800740124735,0.9536339468526679,1.0186148619688307,0.9920123946074986,-0.13023775529209697,0.0
