source_id,ra,dec,distance_pc,bp_rp,M_G,ruwe,tension_score,nss_likelihood,followup_score
4952751402923758592,40.85702748285795,-37.92878353529694,47.99268094689992,1.0318971,4.513191945073888,40.75,2.487379,0.9496333792755611,0.9147948918047387
3171511573443110144,68.24185340023558,-16.544069253856744,38.0664993095131,1.7386456,7.385810300780523,38.600815,2.4016514,0.9516723109557131,0.9051163260017385
2078929961307827200,296.67309100885655,44.34853850916056,40.91827033296271,0.7423568,3.884894663744447,32.786983,2.3551614,0.9547092439917398,0.9010263818513824
4938555161620867072,33.57873331852074,-49.86267365840998,33.819943662452594,1.6261625,6.548006600945427,37.774414,2.4627347,0.9240650627958548,0.8963199018326715
1873271430935980160,314.5491182430022,40.19229520440285,38.673881673225786,1.7233,7.225770179373633,36.396687,2.3670802,0.9436931442895231,0.8959324283071257
488099260551658752,55.02373146572637,63.87397285600121,41.55021405370822,1.0009532,4.968582672623796,28.841726,2.2706196,0.9601370298280619,0.8935319259800271
6578350001374194816,325.54332617016723,-41.12621315461098,29.94396316213617,1.3159437,6.079416600869926,33.003048,2.2507763,0.9599087301354196,0.890871486221507
1147577916752169472,139.56099575060227,83.52830103690297,47.462498553148166,1.0272245,5.822802515456125,32.505642,2.2410145,0.9593544174881958,0.8892974966853646
5371687288986430848,176.15933897984942,-49.41756259101251,34.524567569559274,1.1855941,6.1386797619118045,37.864445,2.424828,0.9176007523895607,0.8876207444631831
4805123721874344576,86.95608601317743,-40.06335631474956,46.85644813842781,0.9208088,5.253363176683431,33.33059,2.3202562,0.9394072335222277,0.8874063033054789
902175202130167936,122.23471851379664,32.8189773927967,23.96286687392381,1.8087511,7.507391124851935,35.78742,2.375377,0.9268789594226625,0.8868990162090068
4273253182601225088,277.2735742275324,0.4400481662925175,43.44509655597207,1.1024733,5.5037356661404,37.74375,2.2491255,0.953114202676868,0.8865848385517765
5599363707202178688,114.80680204747448,-29.52752393714421,44.29457560252615,1.7500343,7.212839275220054,43.444603,2.423187,0.9148708831043987,0.8857741379573041
1565976794456209792,200.8479754605447,57.90600448390408,25.850897591317867,1.647027,7.0773788639742445,34.18627,2.3040066,0.9391863981956439,0.8852073507285229
3309540170088830464,68.49438499286096,15.16352719505778,48.44663536921404,1.0252385,4.859347397124344,27.214418,2.2243173,0.9540954721340821,0.8840187570822573
4241912119057100928,297.90124553499334,2.9767229539295883,42.68963757877449,1.3740349,6.751240661000939,33.08753,2.1899517,0.9576118466691309,0.8817583301306858
5298126490756239360,136.77581874843898,-61.76393076290197,47.37757691710776,1.0397291,5.160375773199142,29.707933,2.2238674,0.9486505191371508,0.8806945717849162
560384934529559808,27.48767741677521,76.9924818435848,39.83111999101394,1.0130963,4.849467108566143,32.88617,2.377757,0.9139023520992811,0.8794157149135645
1189404610382948224,236.13218451286187,11.26631324911478,42.42567836607338,0.7574754,4.2518360239804815,29.831694,2.18252,0.954350300362647,0.8788563177460533
4934747999530846080,23.36261071414672,-43.9010279330065,41.37883906123437,0.99576426,4.544502491064391,26.003098,2.198442,0.950495268028113,0.8785680890410038
1937497512876953472,351.6679590426255,45.35442709333743,35.63036735914258,1.8110685,7.549668499636161,32.637917,2.2585354,0.9369398208650083,0.8780768605114635
371013469896837248,16.99442613077417,39.25244694155732,40.67295770653592,0.78243446,4.581898224413994,25.477058,2.202178,0.9487848204282606,0.878016925244252
5914654305776844672,253.3912371494312,-60.82249413171697,48.05823091871682,1.4887218,6.594675100700565,30.889908,2.234371,0.9419291067797393,0.8779974605563157
4912320779822624000,23.479580229148585,-55.52430374497416,41.98740154282161,1.2826405,6.490700007678685,28.416334,2.1493275,0.9579294981200113,0.8767827671148258
1150745330577624064,131.3910567265507,84.69239089025507,46.36881723935154,1.1304655,6.152350909023694,26.942255,2.1892724,0.9492558361524256,0.8766583376681965
2276178670828990080,308.67398481778804,73.65952412867455,42.12034961992228,1.7101097,7.461537163053263,32.21252,2.206418,0.9456052137750351,0.87664835937753
1703002640793744512,245.31724456698245,74.56458104779156,49.56626648698256,1.6021805,6.878235962582034,33.640366,2.2942429,0.9267143948836895,0.8764825051717406
2683284082351171840,331.0740067596428,2.6060514543697053,36.6087727974575,1.4254313,6.286641146663825,28.94093,2.1532972,0.9551905328432423,0.8756442121934953
2300220420283692672,324.24405560019903,82.92107202270006,48.47767052173423,0.9030628,5.145854286603969,30.176743,2.1934657,0.9452436479576093,0.8747842840669803
4433380077474648192,248.213458802102,3.245207416281944,45.254941572326814,1.1024351,5.307147957385757,28.569544,2.1434522,0.954548938160845,0.8740072729447352
1432617510160019200,257.78507886229846,56.65889196470552,28.01890197049029,0.8952184,4.57203914116501,34.332497,2.3366318,0.9121671993520312,0.8731447575248803
6631456997113317248,278.9574621016509,-61.228791092719135,40.5623376294343,1.4302158,5.861006121639177,28.184128,2.1198668,0.9573286098959926,0.8726757355465776
6666429988090051712,303.55983830319354,-50.113764329485264,49.37545432925461,1.2456245,6.263459475887624,43.029213,2.397265,0.8982450053970529,0.8725021269456851
499849844393678336,86.62695786632412,74.6092903649378,37.46680897076192,0.8740969,4.30207946986647,25.908375,2.1193585,0.9553888395912317,0.8714472331733802
3481380127975181696,171.24474240982389,-31.99928798552417,48.674219467647575,0.8492751,4.519942620160507,23.57559,2.1792603,0.9425100501123792,0.8713376336032612
3297396274614449920,64.06834701747788,7.159213909372406,40.298740448740425,0.8301816,4.334804038365199,25.024624,2.1195016,0.954556010678815,0.8709657337626561
4905808544248368640,4.377880525043035,-59.951543073831225,48.36813220999715,1.8835402,7.226245415296045,41.47023,2.3984509,0.8948000772193986,0.8705859801939722
1105242767716286336,94.65408515128996,67.72822279195137,44.78702493283451,0.9430008,5.289571927357491,18.908195,2.090143,0.9590791591352094,0.8699461081952463
109931856900594432,45.86992813436105,23.06147511658081,39.20809721904144,0.7959719,3.941037668162594,25.350222,2.118482,0.9529210262025323,0.869855081188097
81166811651514880,38.9763012067701,15.248593995525905,46.90932572031279,1.2922764,5.885783048017569,29.76111,2.1629748,0.9426450857717142,0.8693476382375038
3817534337625985280,170.87509547259216,7.024697236311857,37.00269237353464,1.6370335,6.992510374201666,27.549984,2.0932865,0.9552231422445135,0.8680322549727646
903616971110812544,127.89599775703914,34.96627368234726,29.355602794330963,0.9105625,4.739076286487147,26.4895,2.2003765,0.9315107375065027,0.8674233798726663
4459558173724236416,249.13942361412896,12.233301546785468,45.07582214593972,1.7929535,7.633494716794996,32.92914,2.2062166,0.9292004080019169,0.8667798640027113
1156350542072311936,226.9978784125963,4.255690082387415,49.10313128445241,1.2414799,5.8606260611572605,35.257298,2.1547456,0.9391744737640976,0.8662187688602913
5962356922678202624,265.17624938012733,-37.62307917708026,39.50306973141176,1.2543449,6.468700773056007,25.242462,2.1400976,0.9420682885458126,0.8660922808099516
560680428280655104,23.6259100651686,78.06341552461502,39.40009236251685,1.5832348,7.207668800455329,43.34697,2.4854736,0.8677899338914618,0.8654465160582929
5788964286871098624,197.013532225879,-77.31023755605983,42.47810733007346,1.2589488,5.297810210388237,25.92389,2.1290028,0.942936853247541,0.8652025009140982
3531971582843325184,167.0236879750043,-28.26826992249492,27.193483796001555,1.5694308,6.637408753813227,25.52003,2.0615373,0.9541708756253684,0.8633633692661316
57890528450770560,52.63083564689775,20.098424828985976,36.51834374912967,1.8130455,7.309414638290684,30.956553,2.1677577,0.9261088211951504,0.8600341178672924
2044288988480314240,287.2242901987072,34.062505199687415,28.775279273819788,1.5378056,6.628264263514256,24.915676,2.065302,0.9469704035403569,0.8595218405391789
2118829756505654144,277.3658411359888,47.03495081379491,49.49993107175322,1.4713793,6.5166170290875165,27.766521,2.1307373,0.9304171724143864,0.8579112676850031
4474719550017901696,269.2265968575217,6.173143477663246,37.16578807104326,1.093337,5.476732269467705,23.229353,2.045036,0.9480867276892032,0.8576144205932106
2353617309132684032,20.125944929090004,-19.95005389146345,29.656453436057905,0.882885,5.038669933639364,28.273691,2.2093313,0.9130577681593806,0.8574903745312936
237507744398899200,54.73713542273923,42.53770546378468,45.054342560073415,0.76108456,3.3284147161009825,27.95198,2.2326138,0.9077834087998137,0.8572865797528829
5492026740698525696,110.09084049949465,-52.30862999206016,33.92569420253804,0.774241,3.812124684259037,22.13728,2.0948362,0.9341561226746075,0.855589117602199
6912161147450851840,317.1892170475512,-4.42686813905115,28.693674304611623,1.4621925,6.767437177897848,23.86802,2.0404422,0.9451364158926758,0.8552600428672743
6456916226351208192,316.8233299092524,-57.0327450422836,44.23598752350799,1.0543923,5.431334365504695,22.25747,2.0247896,0.9481842528386849,0.8550982137672589
576411244218052224,18.58793040851025,89.30640877827095,44.344509992602,1.4507256,6.778668698496517,23.95794,1.9900097,0.9555270475182887,0.85508095263278
2482274463233174016,21.57948536516073,-4.674550200716356,45.92405487538328,0.8621721,4.675453263910924,18.338476,1.969558,0.9590682330299422,0.854604834152644
149767987810042624,62.9849842726935,23.63610634024568,36.58230688035631,1.4296322,6.255525556925172,22.46139,1.9729958,0.9571786272894713,0.8539082535656393
719601571215916544,134.44338403785713,38.258471466933536,44.36608921800808,0.6463609,3.739893858929449,21.241089,2.088274,0.9316028576108697,0.8532226477296936
6637674353112670592,280.298172004501,-56.87458946752126,44.69943257596278,1.5404167,6.739700949294722,42.56136,2.469918,0.8498159121247114,0.8526839071594299
4506650604692623488,285.65934747814373,14.56700168697608,28.82539261775828,0.80754995,4.43125584331208,19.591799,1.9489162,0.9589635291858619,0.8519170071619916
1108328134781066880,110.50926853391368,68.27482444940482,37.78537325957128,1.42978,6.792402416420991,23.47485,1.9587383,0.9550916650239922,0.8508429589256379
5497202515587909888,100.96628908951696,-54.56659701398939,48.20040366623528,0.9874048,4.834081623195335,19.120049,1.9297252,0.9591362320268694,0.8495801215031604
3236441892590973568,83.33944280702126,4.100011832556652,45.127171278315,1.6287613,6.785603443270199,24.94299,1.9782088,0.9460066088027458,0.8478679763950041
3897232781562753408,175.45761916274878,5.1386269485056655,31.48411512349208,1.553998,6.584794541249791,22.613335,1.940022,0.9528490195069272,0.8471172315515008
1612627045598361856,224.35736129851696,55.91241946396424,37.0353791698394,1.7015228,7.088017023318177,23.047604,1.9705354,0.9463293550911436,0.8470858027307759
1609586552350380928,213.4014308141158,55.369629963175335,41.503539562076185,1.1812191,5.836370318038711,19.935146,1.9088387,0.9592043562852914,0.8469648730293775
5555756358787669888,99.63936088113935,-46.34140126655705,35.81521053138741,1.8085117,7.521478457993629,23.540836,2.0013695,0.9369309862567838,0.8453679344755932
1502044385189172224,207.18299080446343,42.63658053042297,37.638042876526725,1.3904943,6.632252836694549,40.09172,2.454709,0.8404099299052789,0.8451061988923063
3306007129990778368,66.7015509438664,10.87104212376382,47.26041116658233,1.2703705,5.726520521579921,22.14037,1.9327887,0.9493211367684529,0.844080647710514
3765015370155449088,151.8067388705116,-14.304375027154638,39.530711491664434,1.6715498,6.632151844788685,22.440063,1.9471605,0.9446568492456595,0.8431097279364463
4390293339220478976,259.2363428306867,5.059005623612945,42.350727176975006,1.6374121,6.841933641396441,22.283592,1.9294558,0.9474434696148504,0.8425302046278991
4277922774136597120,275.88062962140475,3.0882987203246275,48.6733891355358,0.98562765,4.73514506356193,19.609837,1.9454346,0.9433932688512714,0.8421320980855905
6218307978201647872,223.26892251499848,-29.095891041741705,46.5722084613136,1.8051901,7.72016583633798,24.982527,2.057345,0.9187625583145832,0.8415852467333558
3311914432305653504,64.57391967950156,15.0089842076943,40.06088175636111,1.0926228,6.120536479692039,21.499987,1.9166262,0.9476330113966934,0.841012397558506
6289569349715912704,210.49823543331232,-21.133956858818983,39.92157679081232,1.1704645,6.199273568132618,21.551664,1.8753117,0.9530821396175871,0.8390279355891268
6626588256543082496,334.38718001588427,-23.70349619343433,35.682791336999074,1.8237247,7.670859898323865,23.092436,1.9544995,0.9362489588017001,0.8389982896702924
1402707735867918080,234.4806114691428,50.08107214066883,46.36974489622084,0.7837181,4.254672466872968,14.285105,1.8612597,0.9552090418682962,0.8385170929641995
139281533098990336,48.03948821522479,37.21766836736786,45.76508834210583,0.7744012,4.45926047482901,20.10277,2.022675,0.9195175822692114,0.8376292990775616
6780206038286320000,315.30472338264667,-35.18439407900951,42.45793420122455,0.8119378,4.401668701678458,15.572601,1.8192009,0.9602786646496924,0.8362102755696605
3860989266242834432,153.84141093990328,5.229299398847995,41.16342580800425,1.0573902,5.602115442191435,16.967985,1.8158869,0.9595119430630392,0.8353288033282922
3281554785959621760,71.86518150765092,4.476349064111567,45.29783045410626,1.8418875,7.788257990418561,29.126213,2.1748757,0.8834127312929211,0.8353216554955935
4837303163043957248,63.54138338038431,-46.13288592203669,48.85473774088566,0.7381058,3.3345340686357297,20.051548,1.9474251,0.9312874252064883,0.8351217225280219
897128439461463808,110.63578595521145,35.89208473893864,40.59799996247629,1.8429394,7.139591805840073,27.34567,2.102712,0.8983669734211003,0.8351171885676782
3190783297858653952,61.75175346463004,-10.001118415279455,44.70498705792144,0.7212887,3.510699132558876,19.390965,1.9202003,0.9325673484350895,0.8324275158238371
4472789731012285824,269.60149125030455,4.46131566867934,42.20576284436481,1.5025673,6.204294228528875,19.118301,1.8453095,0.9482312748441154,0.8323020558778099
6347165552647512960,288.0545924544375,-83.484279132426,39.538378486260136,0.62881804,4.153047727831722,37.62266,2.4976068,0.8091004899009755,0.8317758210538212
943144723367710720,99.47007631989622,37.26090243072096,46.62923224806054,1.1135674,6.056117675802355,19.773506,1.8337016,0.9490081452147284,0.8312920087799744
4449182464747984128,254.44228864229487,13.291978303987246,33.57649246919902,1.8112793,7.451089369583386,17.817678,1.8929164,0.9355069042780757,0.8307215729785664
5180879930879739392,45.53900507056594,-6.495161601568471,32.82867449152947,0.7439523,3.479867561137934,16.980652,1.8186231,0.9512376291850161,0.8307121758293574
3111066471465385216,109.42086431198744,0.1346493294385295,47.36077553455393,1.0578642,5.423641973188813,17.341974,1.7769216,0.9590693768677785,0.830108070991237
2975532662404990336,76.79047191300016,-19.390649962673614,34.507653676973014,0.80802774,3.631601246223748,17.519033,1.777052,0.9587389700109097,0.8299264097628534
3342585373587633664,91.07244673454888,12.294291286580536,46.74592674624832,1.6750193,7.2621931291655475,18.803226,1.7989993,0.9539747792237627,0.8298589195862001
3983787397757283840,164.89335121452078,17.998323481776946,37.09874891051927,1.2284865,5.660279679744091,16.09799,1.7748156,0.9589997922922834,0.8297985015545015
6714021730425322496,288.95817981440103,-41.11005818965287,46.59574043387352,0.9237108,5.3492289133972495,52.526367,2.5521705,0.7938570144174616,0.8295685670714241
6179271776352879872,196.733534860218,-34.12233912365244,39.94152904084537,0.6441021,4.181211067470429,20.815094,1.8668087,0.9391102623311753,0.8295634880713629
4085801362212254336,286.0603137688936,-18.760376833628424,46.72793849643664,1.3847294,6.691512891943567,17.72776,1.8049433,0.9514864062922007,0.8291217905575146
1333979085082651008,259.86958726671986,33.086263963733906,38.68961907115569,1.471837,6.6413572310926,18.813934,1.7723091,0.9567888049878102,0.8281531591480329
