source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,duplicated_source,teff_gspphot,plx_snr,pm_tot,vt_kms,log_ruwe,log_noise,tension_score,distance_pc
2226895604737698816,342.73323321662946,71.12427069689777,26.787668095816905,0.4748112,7.473252076990698,0.55460835,-48.68739293464368,0.49797294,45.499462,5.829532,26,9.555551,10.154319,8.816722,1.249066,-20.682894,2.033127,False,,56.41751564206283,49.25760578203773,8.716854399059836,1.6580063,0.83439094,2.4923973,37.330610354850464
4599165883819178240,262.8317634112679,30.139305828176106,29.13811248154682,0.45179322,-198.04508011623557,0.46228933,-26.08506752519707,0.4457982,50.85979,5.0934825,30,14.38966,15.661645,12.703825,2.2133296,-76.3319,3.1386125,False,,64.49435484691871,199.7555618901267,32.49816710238124,1.7063745,0.78486556,2.49124,34.319312914771004
4952751402923758592,40.85702748285795,-37.92878353529694,20.83651049013954,0.599428,102.96615377187274,0.5126017,-103.20932994103678,0.67980355,40.75,6.537918,28,7.919067,8.341801,7.3099036,1.2290287,-0.4018538,11.454598,False,,34.76065608775105,145.78818405292913,33.16795838652736,1.6101276,0.8772514,2.487379,47.99268094689992
1939658740421595136,357.245093514336,47.754649409924895,21.13741172998047,0.5513816,-92.55470785253944,0.45594996,68.3715022838789,0.4352092,48.000675,5.378055,26,13.38682,14.880435,12.085817,1.5783651,-11.788715,0.8897941,False,,38.33536010394256,115.06970179079887,25.806587685214776,1.6812474,0.8046883,2.4859357,47.30948201106569
560680428280655104,23.625910065168597,78.06341552461502,25.380651161908105,0.64691293,-33.5823275813985,0.7215885,80.77270312099989,0.65318334,43.34697,6.0552926,23,10.185155,10.926701,9.343466,1.2801876,1.2728194,0.42140168,False,,39.23348860550247,87.47572403391436,16.338274493658613,1.6369587,0.84851503,2.4854736,39.40009236251685
1344158844768366464,263.78286701770884,40.523641249424585,25.9696734753302,0.48446628,-22.18880946627773,0.52706194,73.76267185268905,0.6199693,44.265083,5.8609653,27,13.572608,15.050742,12.233695,1.6305685,-19.755331,1.234049,False,,53.6047075007713,77.02775489638954,14.060544950654023,1.6460613,0.8363852,2.4824464,38.50645257245712
2134231062552666368,286.4066990039991,52.188164298832014,34.075478302975235,0.59397745,108.93548576165416,0.70731384,-48.52058734457359,0.7449981,35.995,7.4181666,27,14.431943,16.18512,12.945721,1.7989063,10.726534,2.7078977,False,,57.36830283202342,119.25262032504756,16.590037681816458,1.5562421,0.92521757,2.4814596,29.346616681611977
466413416622337536,44.2242208409533,61.45418734166039,23.396553468891028,0.69416803,85.77136697567775,0.64565414,-100.54368932076034,0.6334301,41.820576,6.2358537,22,12.941018,14.219952,11.543745,1.7477806,-12.354881,3.6511238,False,,33.70445254863957,132.15809038839038,26.77708336727717,1.62139,0.8594898,2.4808798,42.74133800645634
5650303672897324800,137.92998284917084,-25.048212170824257,21.18321156259924,0.688466,-159.07793888001504,0.70827264,-364.6119434334468,0.6061927,40.69524,6.3678484,21,14.160135,15.571409,12.766244,1.717414,40.71823,2.2622643,False,,30.76871069692784,397.803544394251,89.02218450313325,1.6095436,0.8673407,2.4768844,47.20719504900687
1886061568653752960,345.62983379613166,29.80048640318671,32.799749232896495,0.77312404,-124.09136615796405,0.68521816,-12.67156454419808,0.6946306,39.775448,6.5293303,20,14.457742,15.371925,12.709624,2.4184613,-4.56787,15.997574,False,,42.42495068188097,124.73666543141069,18.02789454818712,1.5996151,0.87675637,2.4763715,30.488037969419914
1442169070750037760,203.79628673022657,22.500242550616004,29.264966733554903,0.8065995,-268.4413573091034,0.796548,103.3162367785425,0.46133494,37.428375,6.943067,22,6.7892175,7.0281057,6.3875065,1.1913795,-10.776949,0.8505823,False,,36.28190547297971,287.6369362512985,46.59271543363072,1.573201,0.89998823,2.473189,34.170549691874776
1527631807474248448,194.8851758273367,41.98756180109054,42.48777135419227,0.7572948,-238.26970162053308,0.5752224,178.68281676618238,0.64751524,37.919315,6.816838,25,8.304795,8.80641,7.636639,1.235789,27.495777,0.9759912,False,4695.5728,56.10466731027452,297.8254517629999,33.22915216120514,1.5788605,0.8930311,2.4718916,23.53618389780122
5772585514985452416,213.96388601479333,-81.79139318286917,21.20628189269833,0.73646253,-58.56477682017418,0.7917468,-138.42783594590637,0.776144,32.37701,8.132623,27,14.459943,15.524093,12.803655,2.2073555,0.68715745,6.823445,False,,28.794787146422976,150.30668264805652,33.599681617830726,1.5102367,0.9605955,2.4708323,47.155838305833164
