source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,duplicated_source,teff_gspphot,plx_snr,pm_tot,vt_kms,log_ruwe,log_noise,tension_score,in_nss_orbit,in_nss_accel,in_any_nss,pct_bin,distance_pc,M_G,gal_l,gal_b,anomaly_class
6714021730425322496,288.95817981440103,-41.11005818965287,21.461189170695828,0.6770138,87.2521333138046,0.73095244,-49.39191485192156,0.7157637,52.526367,5.788804,17,8.69096,0.9237108,9.065308,8.141597,1.2118884,,,False,,31.69978028905152,100.26213652495842,22.14647317779826,1.7203773,0.83179325,2.5521705,False,False,False,Top 1%,46.595740433873516,5.3492289133972495,356.7143048489823,-21.78064023034234,Unexplained Astrometric Tension (High Priority)
1292155518186768000,229.0875432978408,37.06965001673765,32.64979228777027,0.6815784,-271.4036626563287,0.58971757,32.90443122843116,0.7968968,41.01935,7.5742908,29,6.9532356,0.77854395,7.253214,6.47467,1.2042378,-41.420666,1.4524934,False,,47.90320878054756,273.3910197825394,39.694032847920504,1.6129887,0.9331982,2.546187,True,False,True,Top 1%,30.628066212065093,4.522637713574278,60.19246521637192,57.96207374225545,Known NSS Orbit (Binary/Multiple)
2261787850327205248,290.0822471766596,69.91739549923368,21.63911308016532,0.60085577,63.83716565773102,0.63510764,212.42689496920696,0.7997087,45.77188,6.6209416,24,9.160051,1.1998253,9.632643,8.432817,1.2917233,,,False,,36.013822688310704,221.811562875949,48.592151423727245,1.6605988,0.8820086,2.5426073,True,False,True,Top 1%,46.21261492073871,5.8362482821071,101.22147779734233,22.94436412249844,Known NSS Orbit (Binary/Multiple)
494182239911543424,62.00322421528313,70.00487843915103,24.53448145698561,0.4848793,-66.72852048535668,0.38376197,21.92109226065868,0.4741007,55.122295,5.2772684,29,13.918625,2.8916016,15.10293,12.2113285,2.2719297,-5.2180753,2.682267,False,,50.599150557852994,70.2369541770212,13.570948085912873,1.7413273,0.7977707,2.539098,False,False,False,Top 1%,40.75896210617787,10.867509417402973,138.34135841639574,13.262993987418456,Unexplained Astrometric Tension (High Priority)
6022999077758917632,243.1697812281217,-34.376164092418755,24.6113841782552,0.6975189,72.99655022738366,0.77827185,-24.517865507688548,0.49047774,49.39304,5.961874,18,13.214347,2.557537,14.227436,11.669899,2.03104,7.866732,1.2319905,False,,35.28418327120831,77.00403933659616,14.831971079321589,1.6936657,0.8427262,2.536392,False,False,False,Top 1%,40.631603357097084,10.170027198557365,343.4613708040318,12.218839845207668,Unexplained Astrometric Tension (High Priority)
2296691950032196224,270.5558783256496,83.23437512247035,37.58105851585247,0.57732755,-93.07713257384312,0.7029431,179.3140903792949,0.7460746,43.9227,6.739881,29,14.453472,3.3830872,15.993947,12.61086,2.4730067,-26.65325,8.729537,False,,65.09486434722052,202.03191732180017,25.484280670340492,1.642689,0.8887343,2.5314233,False,False,False,Top 1%,26.609149382478922,12.328317041824072,115.41538471872033,28.369164760851667,Unexplained Astrometric Tension (High Priority)
6400160947954197888,320.3708445905063,-66.91885062855162,31.70305479425217,0.5759337,104.06412499639283,0.48626715,-99.48600054976754,0.6422234,48.12634,6.056402,27,9.993517,1.8373384,10.895469,9.05813,1.3122464,5.003772,0.44148508,False,,55.04636224329321,143.96807429653708,21.527147512745035,1.6823828,0.84858334,2.5309663,True,False,True,Top 1%,31.54270168883858,7.499022556572655,326.5881207591003,-39.19324803700969,Known NSS Orbit (Binary/Multiple)
1030578231604610048,127.86435542498032,54.4597159447218,24.357062759438858,0.7837903,-170.67365381586148,0.70493144,-155.3620911242467,0.66179705,46.14639,6.2645707,19,9.30613,1.1477661,9.798304,8.6505375,1.23082,24.56634,3.4810855,False,4764.1265,31.07599450917627,230.79617731963253,44.91848485607811,1.6641377,0.8612099,2.5253477,True,False,True,Top 1%,41.05585348596598,6.239254575740318,163.64582738833232,36.13638961137734,Known NSS Orbit (Binary/Multiple)
1030578231604610048,127.86435542498032,54.4597159447218,24.357062759438858,0.7837903,-170.67365381586148,0.70493144,-155.3620911242467,0.66179705,46.14639,6.2645707,19,9.30613,1.1477661,9.798304,8.6505375,1.23082,24.56634,3.4810855,False,4764.1265,31.07599450917627,230.79617731963253,44.91848485607811,1.6641377,0.8612099,2.5253477,True,False,True,Top 1%,41.05585348596598,6.239254575740318,163.64582738833232,36.13638961137734,Known NSS Orbit (Binary/Multiple)
1524803932288582528,199.1199918096356,40.12027488666614,36.78430533304751,0.6364615,286.67222916278064,0.37606558,-327.7218645891304,0.36574647,49.91066,5.623821,27,13.839675,2.8486557,15.044996,12.196341,2.151222,,,False,,57.79502066317807,435.4108261204976,56.11229953131841,1.6981933,0.8211086,2.519302,False,False,False,Top 1%,27.185507268546584,11.667987794298067,102.75234011840396,76.01113004881051,Unexplained Astrometric Tension (High Priority)
5408308138660576384,151.46279843536186,-47.32092154213903,20.85331024532946,0.61039865,-45.913761617847626,0.6609746,77.08369879342743,0.65818125,40.956345,6.9358044,27,14.265381,2.9164553,15.807481,12.891026,1.6678739,21.807379,1.7952248,False,,34.163427850869446,89.7216257408234,20.395930918011498,1.6123211,0.89959097,2.511912,False,False,False,Top 1%,47.95401728720605,10.861256022489075,276.09921070939754,6.739444028317381,Unexplained Astrometric Tension (High Priority)
1866215589940389120,315.31877706948273,33.24185192455687,49.784021123792655,0.7382517,325.5527908071197,0.570315,-164.23093825101068,0.70141363,37.482445,7.5360403,28,11.2303705,2.552559,12.614336,10.061777,1.4376615,-39.176872,0.47638878,False,,67.43502529204652,364.6318975091339,34.72050935554161,1.5738279,0.9312565,2.5050843,False,False,False,Top 1%,20.08676634443421,9.715820361256874,77.39300678795678,-8.600067030353397,Unexplained Astrometric Tension (High Priority)
935430721585996800,121.3311059924016,51.16296582780839,22.712314251227337,0.6865601,-33.39348323814031,0.6896973,-80.80152316122492,0.5776626,46.03793,5.912609,18,12.751554,2.5011644,13.797017,11.295853,1.8856379,12.5241585,1.0415701,False,,33.081320102814814,87.43003412986825,18.24822646019966,1.6631157,0.839642,2.5027578,False,False,False,Top 1%,44.02897868260878,9.532860942637834,167.55668408113348,32.14150607896184,Unexplained Astrometric Tension (High Priority)
6347165552647512960,288.0545924544375,-83.484279132426,25.29188192043604,0.6509412,133.39040368466934,0.7866205,-127.7580572416417,0.7934434,37.62266,7.359058,25,7.138142,0.62881804,7.3676534,6.7388353,1.1950799,-13.554972,0.5978114,False,6286.2974,38.8543269167532,184.70279095161948,34.61893591694138,1.5754495,0.92215735,2.4976068,False,False,False,Top 1%,39.538378486260136,4.153047727831722,310.2534706926446,-27.528069255557256,Unexplained Astrometric Tension (High Priority)
