source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_g_mean_flux_error,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,astrometric_excess_noise,radial_velocity,radial_velocity_error,l,b,query_ra,query_dec,query_radius_deg,query_timestamp,sample_id
173465109086781824,69.87688361198197,33.36930704408921,-0.7060231514034877,1.1436405,0.5475925939733474,1.5016354,1.2860749890030005,1.1375203,20.347853,0.932923,1.4306717,20.83664,19.405968,1.045379,1.333158,,,168.08431846238534,-8.848162334315708,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171908406781125376,69.86033689858347,33.02362121231319,0.45813586158015035,0.37078604,4.527845734592914,0.47379622,1.3021791691214295,0.30654806,19.23426,1.1405696,2.1802635,20.339287,18.159023,1.0362079,0.0,,,168.33961236388282,-9.085014096365628,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173421639725110656,70.30613908292207,33.354952944590295,1.689260971117787,1.2499248,-0.12343621580959648,2.0365508,-0.3218282692810961,1.3367192,20.54387,1.0727856,2.5254822,21.834162,19.30868,0.99132526,1.2554508,,,168.33226679167828,-8.586101899748947,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171908230686106624,69.89063016551411,33.008871683054245,-0.12967651342795153,0.5668797,-1.181573648341685,0.731304,2.352088406628908,0.46763676,19.830257,0.9558724,2.0503464,20.799446,18.7491,1.0768448,1.4887167,,,168.3677423157949,-9.075464573396854,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173460230004347648,69.9496656326666,33.241629082978555,,,,,,,20.937466,1.5006958,2.5666523,22.34993,19.783278,,1.6211476,,,168.22230228188675,-8.885772568870612,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173394705984033024,70.21939696794011,33.00168797859517,2.198250662423336,0.05910448,13.89639672949718,0.07030495,-3.485659135196301,0.05412145,16.251333,4.5571127,2.0637922,17.286667,15.222875,0.98343015,0.0,,,168.55553049180077,-8.871353287918133,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173420097830632576,70.29940071790361,33.33120505626007,0.5664663272549112,0.2031461,1.6195191937419395,0.2592954,-1.5170583263580104,0.22453916,18.66101,1.2600255,1.7691936,19.51664,17.747446,0.9990435,0.0,,,168.34677893876702,-8.605844048982037,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173461913632075904,70.10786000928931,33.331441666157104,1.1034270657754577,0.029398479,-0.38986227191584755,0.033305336,-4.38030332209992,0.027230348,14.955457,6.0871553,1.6050606,15.704584,14.099524,1.0241187,0.0,12.410909,7.745353,168.24100155240907,-8.72698858588771,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171909781169933952,69.93021804734215,33.044230348070215,-0.6403651132729445,1.0900052,1.3433564924950303,1.7525318,-2.3499044904310917,0.9253836,20.269852,0.9965458,,,,1.0158551,1.2710638,,,168.36265506753696,-9.027229202187463,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171975305191378560,69.7710984419477,33.32070894170456,-1.3336296366763951,1.0330834,-2.173768133103971,1.3083766,-1.8918794510407801,1.0790026,20.521996,0.895561,2.0106068,21.359976,19.34937,0.9974715,1.3728346,,,168.0628340078121,-8.94675521913503,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173411160002643584,70.1048840674066,33.139179361002334,-0.0721087543481576,0.549192,-0.6583906456416175,0.6388396,-0.3234787736743358,0.55438316,19.877512,0.9234273,1.4864635,20.564756,19.078293,1.1308383,1.384001,,,168.38670449588824,-8.85441494171254,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173415768503602304,70.38674236336625,33.25402024885535,-0.0952314348172508,0.8880523,1.7024941666035451,1.0608188,-1.3411524630861429,0.8494474,20.301796,0.9912526,1.6211395,21.003435,19.382296,1.1571964,2.8411267,,,168.454103894289,-8.600684127865982,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171955887643248384,69.83228594267051,33.09330355556354,0.3495263178874768,0.19053875,-1.225020486485764,0.24803036,-1.4460452766109992,0.16301127,18.307291,1.511474,2.00132,19.333391,17.332071,1.0128026,0.23343705,,,168.27069240205634,-9.057149218547226,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171957811790231296,69.93243067829701,33.16338772420875,0.2200643766026494,0.167557,1.7470597583261154,0.20877743,-1.71037842413243,0.15071478,18.2122,1.525015,1.6303844,18.975006,17.344622,0.9016126,0.0,,,168.27264383446436,-8.94787164460497,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173403673875700864,70.42267907519397,33.20107764350122,1.6363854376451834,0.07477466,2.8077128279273853,0.10267763,-12.637770056795809,0.08767896,16.905699,2.4392462,2.1390905,18.00547,15.86638,1.1003946,0.100461826,,,168.51455010602865,-8.612288748224934,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173413638198344704,70.16721039221753,33.240714317828356,1.6296373706434217,0.47730744,-0.3198105008049624,0.5289764,-0.5016421933456681,0.46540138,19.856756,0.90667015,2.5116997,21.11088,18.59918,1.0433555,0.78240436,,,168.34330565374165,-8.748629849759899,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171974755435882624,69.72646658526459,33.27446345241391,0.6549732360026586,0.14899892,1.808074714204368,0.18099366,-2.569934159996497,0.13771775,17.86767,1.9896393,1.7516594,18.718151,16.966492,0.9689116,0.0,,,168.07339129852127,-9.005249150335572,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
171962106757535360,69.85053221834104,33.229090411036665,0.0786271857674761,0.1422861,1.6705782834532177,0.16438662,-1.2843552118023291,0.12279883,17.913074,1.6760672,1.6797962,18.734232,17.054436,1.0072083,0.0,,,168.17694577913787,-8.956658662953025,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173462562171368320,69.99663780648807,33.32373618445794,0.2983402264186236,0.32804185,4.27836149231976,0.3674076,-6.299671690739242,0.3060891,19.322048,0.94880086,2.0173798,20.350653,18.333273,1.0662173,0.73116744,,,168.18544864008643,-8.802361391301158,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173414389818544512,70.09252155124796,33.27812315276488,0.3057215668483004,0.59299177,2.052932726391927,0.64047617,-2.7103233505298774,0.5506129,20.040157,0.9417342,1.8899002,20.941174,19.051273,0.99642026,0.0,,,168.27338106913743,-8.771519735769589,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173407380433171712,70.08846820095212,33.05317465280646,,,,,,,20.909685,1.3983871,1.8176785,21.662283,19.844604,,0.0,,,168.44355784664023,-8.920979131763481,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173412469968955648,70.0692579020306,33.205643560413314,,,,,,,21.017164,1.6762708,-0.86577606,19.368578,20.234354,,3.7856042,,,168.31605568825464,-8.833595379866383,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
173406727595687552,70.17972693104548,33.03355312475297,0.15210082628489086,0.12744595,1.3818064966573032,0.14504135,-2.5322303716217562,0.11972417,17.729546,1.7271426,2.246746,18.901491,16.654745,1.0061932,0.0,,,168.50912745018752,-8.875807215590036,70.06993482670833,33.22389169064498,0.3,2026-06-03T15:02:04.769118,0
