source_id,ra,dec,phot_g_mean_mag,bp_rp,parallax,parallax_error,pmra,pmdec,ruwe,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star
4657678525440377600,84.46494390669656,-69.17229449649243,19.782906,0.6903591,-0.19922848791254713,0.3656092,0.9596523215001914,0.3412447805846437,0.96728176,1.0,5.693314e-09,1.16518115e-11
785252753378266752,169.61125766923996,45.689900549592885,21.022676,0.5848694,-0.32323714840124484,2.202054,-0.1330815415638084,0.34550777844647484,1.2545961,1.0,4.9335394e-09,1.59117e-13
2822771533361936640,355.75685209363206,19.424111517532666,18.55157,0.5929632,-0.18105506205394342,0.29599392,0.31293924001216544,0.5438190336628136,1.2459695,1.0,1.498067e-10,6.484791e-13
780442600460385536,159.78942446709763,41.68665431517219,19.079327,0.66236115,0.06479480111169167,0.36746085,-0.6980854520874009,0.17414342058232207,1.2751135,1.0,1.29809905e-08,5.512242e-16
3714430039912707840,203.71242669200765,4.236763802620394,19.511984,0.6952019,-0.42566752632418997,0.61286694,-0.5895840975008682,0.11551344238856519,1.3776461,1.0,3.90326e-08,4.682645e-16
691538701578193280,135.19956395114443,26.02639204112258,19.846617,0.6994896,0.03995192235210726,0.79925984,-0.9054905788452159,-0.14890217518259136,1.2542083,1.0,2.2531486e-09,1.2530463e-15
6650072244365526528,280.14229733489435,-55.07350089698404,18.349073,0.6978493,0.13938460958768795,0.17836605,-0.3909805321602133,-0.23931898356616566,1.0872816,1.0,7.062584e-11,1.5299116e-10
4658731544067807488,80.71888514128639,-68.07397354318185,19.839684,0.5441723,-0.40934705237523883,0.4882705,0.5036769687179207,-0.00892602594032956,1.0633571,1.0,2.2603446e-09,2.4762003e-11
858427489885668096,175.32364589875846,59.95815023275538,19.496351,0.69379425,-0.20281083047493503,0.41339022,0.13637403625074473,0.35899098753124786,1.3827311,1.0,7.5402635e-09,8.2361916e-16
3096654657160468096,123.71506774743926,6.174758450681816,18.971203,0.68445015,-0.1288780687473116,0.39773813,-0.5494192747258039,-0.2624202118652197,1.3199499,1.0,5.3301937e-14,6.506954e-14
1022781697732479232,139.18965014291987,53.442863587567075,19.28713,0.6157427,0.19430000510371598,0.51053995,-0.002762596301702669,0.49828007948396086,1.2305093,1.0,2.0020252e-17,2.8054685e-18
5739733550652281856,140.9048325979155,-10.436285193265658,20.164776,0.5946522,0.032467370690937095,0.8417633,0.8075354065568041,-0.7381111405389293,1.304531,1.0,9.8977635e-09,2.2944467e-14
1137449078197389184,122.90275673050354,76.42140142585686,20.852137,0.6686249,0.37275391696739674,1.3877963,0.13245805455591797,-0.8095302704360589,1.2318591,1.0,1.6808771e-10,7.6085866e-14
4024244924534836608,174.93761817979706,31.932732228951195,19.648058,0.56240845,-0.1059966751681188,0.4859533,0.47234204538148644,0.6479344473015497,1.2499937,1.0,3.3624264e-08,2.1733527e-15
758491812884374528,169.52285456167112,34.183710734787596,19.78687,0.6088619,0.06974546534290994,0.6621238,-0.7036082982956163,-0.1372583145729634,1.2516745,0.9999999,1.2940652e-07,2.7389973e-15
4575090461821845760,257.3127608903683,28.446285827962704,20.888845,0.6104851,-0.12354871688887764,1.3778638,-0.6492940218255905,0.024737019268571744,1.2962815,0.9999998,1.986254e-07,8.9299927e-13
3663219731798361600,204.99245343657478,0.8340056183165048,19.177322,0.60739136,-0.09540848774085368,0.37937447,0.4813389724927071,0.2624327074379043,1.2415485,0.99999976,2.2228656e-07,2.0480117e-15
4854515016847598592,51.604206079139104,-37.12820894633218,19.488373,0.6778679,-0.04486023746536222,0.3562671,0.6629502452004381,-0.5736462976077539,1.2675904,0.9999997,3.1921454e-07,2.980315e-14
795163338878188288,149.69864584033135,34.78631495859457,19.831892,0.63334274,-0.23189626465113075,0.5448952,-0.3109310862104048,-0.4570750100671559,1.0723242,0.9999996,4.4780967e-07,4.0001982e-15
1284032772956122880,216.25129077673557,29.28525268616037,19.286959,0.62607193,0.29134785895646104,0.35413903,-0.565698882018163,0.4508053835112631,1.2426525,0.99999946,4.942079e-07,2.0587578e-15
2532192011960965760,15.790347795171488,-3.049142065192353,19.358234,0.6160164,-0.07616506364777198,0.4873819,0.7746955545405061,0.11896177701942223,1.062285,0.99999946,5.895604e-07,1.7582957e-13
4921284891965816448,14.493362584044696,-53.200201572553304,19.905375,0.5778923,0.2490726785447987,0.47342616,-0.2691006815326204,0.6329315710000083,1.199443,0.9999994,6.350729e-07,3.752232e-13
2374402820540535552,9.7856708074862,-14.174742806097267,19.033175,0.56315994,-0.2922930861015633,0.36577195,0.260484842966928,0.18446183260570279,1.1818782,0.9999993,7.4551065e-07,3.369965e-13
812245321460060160,139.6685701559946,39.45841454191138,19.278168,0.67432785,-0.10077432341107574,0.4873582,-0.5498053903660118,-0.4752659784745852,1.358821,0.9999993,7.6253326e-07,3.518804e-15
